frcm_iter,refine_objective
1,43.80420695172288
2,44.86673064608223
3,49.373693401291945
4,50.6363339535009
5,51.31492902657829
6,51.88026244592042
7,52.79171983780267
8,52.75113204342474
9,52.86044026365832
10,52.77683917169628
11,52.6874940850191
12,52.702520771610565
13,52.625664340494964
14,52.60182042086919
15,52.576969236004125
16,52.58636187289349
17,52.44962688578835
18,52.427401545581176
19,52.426903892651026
20,52.42687059367095
21,52.426867742703735
22,52.42686749630699
23,52.42686747499303
