frcm_iter,refine_objective
1,30.333631040771497
2,27.015594357063847
3,26.989663769358664
4,26.986231865909463
5,26.984953852414733
6,26.98385803785318
7,26.98250873896616
8,26.98071382247452
9,26.978313570921326
10,26.975141545167496
11,26.97102823788652
12,26.96582603108904
13,27.370649334228364
14,30.960846770138218
15,41.23427340146151
16,42.982889091540216
17,45.57888312045249
18,48.505079035569054
19,50.014275782284564
20,51.11959286184724
21,52.15616923456742
22,52.4635552879678
23,52.770878523519116
24,52.61829161846421
25,52.29140851055944
26,52.1597414384939
27,52.57169042543799
28,52.52134308326143
29,52.68109817855047
30,52.711316720875395
31,52.6733721710559
32,52.672530401731606
33,52.67248966585964
34,52.672486371761735
35,52.67248609962882
36,52.67248607711423
