frcm_iter,refine_objective
1,36.948942460064195
2,41.822277249213634
3,43.6629044195609
4,47.76456043719487
5,49.669892524780096
6,51.79199117709041
7,51.82396146952195
8,52.350364607735045
9,52.56704720217725
10,52.486304385422926
11,52.53273139974141
12,52.55567304497204
13,52.47348308175579
14,52.600105840642485
15,52.46342727766151
16,52.341153700382065
17,52.31473215246656
18,52.16098611129101
19,52.5718198240246
20,52.52136289612198
21,52.68110506283861
22,52.71131833385053
23,52.67337242069445
24,52.67253042271534
25,52.67248966759696
26,52.67248637190549
27,52.67248609964072
28,52.67248607711522
