frcm_iter,refine_objective
1,37.564737377016755
2,37.46709345564528
3,37.74314624513532
4,37.20719927611466
5,36.94539290784988
6,37.00141952666521
7,36.99765123160336
8,37.06392797264988
9,37.21666768661285
10,37.20323306660844
11,37.203137067664834
12,37.2031284435662
13,37.20312200307937
14,37.203116424318516
15,37.20311151532404
16,37.203107178781266
17,37.203103343502164
18,37.20309995018601
19,37.20309694738684
20,37.20309428991226
21,37.203091937900695
22,37.203089856139925
23,37.20308801350447
24,37.20308638247189
25,37.20308493870043
26,37.20308366065805
27,37.20308252929577
28,37.203081527759664
29,37.20308064113667
30,37.20307985623008
31,37.203079161361316
32,37.203078546194696
33,37.20307800158258
34,37.20307751942849
35,37.20307709256598
36,37.20307671465168
37,37.203076380070556
38,37.20307608385216
39,37.20307582159654
40,37.20307558940867
41,37.203075383840456
42,37.20307520183938
43,37.203075040703126
44,37.20307489803934
45,37.20307477173004
46,37.20307465990015
47,37.203074560889675
48,37.20307447322892
49,37.20307439561672
50,37.20307432690113
51,37.20307426606227
52,37.2030742121972
53,37.203074164506475
54,37.203074122282324
55,37.203074084898105
56,37.203074051799035
57,37.203074022493894
58,37.203073996547815
59,37.203073973575755
60,37.20307395323681
61,37.20307393522917
62,37.20307391928559
63,37.2030739051695
64,37.20307389267141
65,37.203073881605874
