frcm_iter,refine_objective
1,38.00400306543078
2,41.38193668095117
3,43.24572402777315
4,43.40631717988229
5,43.67424307660934
6,43.962465187856225
7,47.75447471088964
8,51.37334777909114
9,50.74207122779207
10,50.72578031164859
11,51.151402142651975
12,51.443812551419654
13,51.467042906947896
14,51.490807180507176
15,51.51712088784301
16,51.53806462342493
17,51.55984724850077
18,51.55948392363361
19,51.532266537380025
20,51.53177079410351
21,51.53174142977692
22,51.53173889360747
23,51.531738672094676
24,51.53173865272641
