Tahun,Provinsi,Kolom,Tingkat,Sumber Data,Uji Normalitas,Metode,Nilai Isi
2020,Bengkulu,Plastik(%),2,"provinsi Bengkulu, semua tahun",p=0.0006,"median (distribusi tidak normal, Shapiro-Wilk)",11.92
2020,Sulawesi Tenggara,Plastik(%),2,"provinsi Sulawesi Tenggara, semua tahun",p=0.0057,"median (distribusi tidak normal, Shapiro-Wilk)",12.48
2021,Banten,Plastik(%),2,"provinsi Banten, semua tahun",p=0.0629,"mean (distribusi normal, Shapiro-Wilk)",17.0996
2021,DKI Jakarta,Plastik(%),2,"provinsi DKI Jakarta, semua tahun",p=0.0003,"median (distribusi tidak normal, Shapiro-Wilk)",22.95
2021,Sulawesi Barat,Plastik(%),2,"provinsi Sulawesi Barat, semua tahun",p=0.4421,"mean (distribusi normal, Shapiro-Wilk)",19.3
2022,Papua Barat Daya,Plastik(%),2,"provinsi Papua Barat Daya, semua tahun",p=0.7086,"mean (distribusi normal, Shapiro-Wilk)",23.79
2022,Papua Tengah,Plastik(%),2,"provinsi Papua Tengah, semua tahun",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",15.0
2022,Sulawesi Barat,Plastik(%),2,"provinsi Sulawesi Barat, semua tahun",p=0.4600,"mean (distribusi normal, Shapiro-Wilk)",19.3
2023,Maluku Utara,Plastik(%),2,"provinsi Maluku Utara, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",13.27
2023,Sulawesi Barat,Plastik(%),2,"provinsi Sulawesi Barat, semua tahun",p=0.3098,"mean (distribusi normal, Shapiro-Wilk)",19.3
2024,Maluku Utara,Plastik(%),2,"provinsi Maluku Utara, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",13.27
2024,Papua Barat Daya,Plastik(%),2,"provinsi Papua Barat Daya, semua tahun",p=0.7973,"mean (distribusi normal, Shapiro-Wilk)",23.79
2024,Papua Tengah,Plastik(%),2,"provinsi Papua Tengah, semua tahun",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",15.0
2025,Kalimantan Utara,Plastik(%),2,"provinsi Kalimantan Utara, semua tahun",p=0.0182,"median (distribusi tidak normal, Shapiro-Wilk)",19.15
2025,Maluku Utara,Plastik(%),2,"provinsi Maluku Utara, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",13.27
2025,Papua Tengah,Plastik(%),2,"provinsi Papua Tengah, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",15.0
2025,Sulawesi Barat,Plastik(%),2,"provinsi Sulawesi Barat, semua tahun",p=0.1480,"mean (distribusi normal, Shapiro-Wilk)",19.3
2025,Jambi,Logam(%),2,"provinsi Jambi, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.53
2025,Lampung,Logam(%),1,"provinsi Lampung, tahun 2025",p=0.4075,"mean (distribusi normal, Shapiro-Wilk)",1.71
2025,Nusa Tenggara Barat,Logam(%),2,"provinsi Nusa Tenggara Barat, semua tahun",p=0.1473,"mean (distribusi normal, Shapiro-Wilk)",6.033
2025,Nusa Tenggara Timur,Logam(%),1,"provinsi Nusa Tenggara Timur, tahun 2025",p=0.2636,"mean (distribusi normal, Shapiro-Wilk)",4.2028
2025,Papua,Logam(%),2,"provinsi Papua, semua tahun",p=0.0005,"median (distribusi tidak normal, Shapiro-Wilk)",4.67
2025,Papua Barat,Logam(%),2,"provinsi Papua Barat, semua tahun",p=0.0239,"median (distribusi tidak normal, Shapiro-Wilk)",5.0
2025,Papua Selatan,Logam(%),2,"provinsi Papua Selatan, semua tahun",p=0.0621,"mean (distribusi normal, Shapiro-Wilk)",3.1167
2025,Papua Pegunungan,Logam(%),2,"provinsi Papua Pegunungan, semua tahun",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",7.0
2024,Sumatera Barat,Logam(%),1,"provinsi Sumatera Barat, tahun 2024",p=0.0034,"median (distribusi tidak normal, Shapiro-Wilk)",2.24
2024,Lampung,Logam(%),1,"provinsi Lampung, tahun 2024",p=0.0062,"median (distribusi tidak normal, Shapiro-Wilk)",1.7
2024,Jawa Tengah,Logam(%),1,"provinsi Jawa Tengah, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.33
2024,Kalimantan Selatan,Logam(%),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.2422,"mean (distribusi normal, Shapiro-Wilk)",1.788
2024,Papua Barat,Logam(%),2,"provinsi Papua Barat, semua tahun",p=0.1185,"mean (distribusi normal, Shapiro-Wilk)",5.0
2024,Papua Pegunungan,Logam(%),2,"provinsi Papua Pegunungan, semua tahun",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",7.0
2023,Jawa Timur,Logam(%),1,"provinsi Jawa Timur, tahun 2023",p=0.0003,"median (distribusi tidak normal, Shapiro-Wilk)",1.085
2023,Kalimantan Barat,Logam(%),1,"provinsi Kalimantan Barat, tahun 2023",p=0.0988,"mean (distribusi normal, Shapiro-Wilk)",1.48
2023,Kalimantan Selatan,Logam(%),1,"provinsi Kalimantan Selatan, tahun 2023",p=0.1105,"mean (distribusi normal, Shapiro-Wilk)",1.77
2023,Gorontalo,Logam(%),1,"provinsi Gorontalo, tahun 2023",p=0.1387,"mean (distribusi normal, Shapiro-Wilk)",2.4467
2023,Papua Barat,Logam(%),1,"provinsi Papua Barat, tahun 2023",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",10.0
2022,Aceh,Logam(%),1,"provinsi Aceh, tahun 2022",p=0.0012,"median (distribusi tidak normal, Shapiro-Wilk)",3.3
2022,Nusa Tenggara Timur,Logam(%),1,"provinsi Nusa Tenggara Timur, tahun 2022",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",4.0
2022,Kalimantan Selatan,Logam(%),1,"provinsi Kalimantan Selatan, tahun 2022",p=0.1322,"mean (distribusi normal, Shapiro-Wilk)",2.0025
2022,Sulawesi Utara,Logam(%),1,"provinsi Sulawesi Utara, tahun 2022",p=0.1161,"mean (distribusi normal, Shapiro-Wilk)",2.402
2022,Sulawesi Tenggara,Logam(%),1,"provinsi Sulawesi Tenggara, tahun 2022",p=0.0328,"median (distribusi tidak normal, Shapiro-Wilk)",1.77
2022,Gorontalo,Logam(%),1,"provinsi Gorontalo, tahun 2022",p=0.6369,"mean (distribusi normal, Shapiro-Wilk)",1.8333
2022,Papua Barat,Logam(%),1,"provinsi Papua Barat, tahun 2022",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",10.0
2022,Papua Pegunungan,Logam(%),2,"provinsi Papua Pegunungan, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",7.0
2021,Sumatera Utara,Logam(%),1,"provinsi Sumatera Utara, tahun 2021",p=0.2774,"mean (distribusi normal, Shapiro-Wilk)",4.5755
2021,Riau,Logam(%),1,"provinsi Riau, tahun 2021",p=0.8428,"mean (distribusi normal, Shapiro-Wilk)",1.9167
2021,Jawa Timur,Logam(%),1,"provinsi Jawa Timur, tahun 2021",p=0.0002,"median (distribusi tidak normal, Shapiro-Wilk)",1.075
2021,Kalimantan Barat,Logam(%),1,"provinsi Kalimantan Barat, tahun 2021",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",0.3
2021,Papua Barat,Logam(%),2,"provinsi Papua Barat, semua tahun",p=0.0185,"median (distribusi tidak normal, Shapiro-Wilk)",7.5
2020,Jawa Timur,Logam(%),1,"provinsi Jawa Timur, tahun 2020",p=0.0250,"median (distribusi tidak normal, Shapiro-Wilk)",0.835
2020,Kalimantan Barat,Logam(%),1,"provinsi Kalimantan Barat, tahun 2020",p=0.0114,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2020,Gorontalo,Logam(%),1,"provinsi Gorontalo, tahun 2020",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",1.0
2020,Papua Barat,Logam(%),1,"provinsi Papua Barat, tahun 2020",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",0.0
2019,Jawa Timur,Logam(%),1,"provinsi Jawa Timur, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",0.8
2019,Banten,Logam(%),1,"provinsi Banten, tahun 2019",p=0.0439,"median (distribusi tidak normal, Shapiro-Wilk)",1.68
2019,Nusa Tenggara Timur,Logam(%),2,"provinsi Nusa Tenggara Timur, semua tahun",p=0.0048,"median (distribusi tidak normal, Shapiro-Wilk)",4.25
2020,Bengkulu,Logam(%),2,"provinsi Bengkulu, semua tahun",p=0.0190,"median (distribusi tidak normal, Shapiro-Wilk)",2.7
2020,Sulawesi Tenggara,Logam(%),2,"provinsi Sulawesi Tenggara, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.47
2021,Banten,Logam(%),2,"provinsi Banten, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.43
2021,DKI Jakarta,Logam(%),2,"provinsi DKI Jakarta, semua tahun",p=0.0014,"median (distribusi tidak normal, Shapiro-Wilk)",1.08
2021,Sulawesi Barat,Logam(%),2,"provinsi Sulawesi Barat, semua tahun",p=0.5094,"mean (distribusi normal, Shapiro-Wilk)",5.9
2022,Papua Barat Daya,Logam(%),2,"provinsi Papua Barat Daya, semua tahun",p=0.3829,"mean (distribusi normal, Shapiro-Wilk)",6.21
2022,Papua Tengah,Logam(%),2,"provinsi Papua Tengah, semua tahun",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",5.0
2022,Sulawesi Barat,Logam(%),2,"provinsi Sulawesi Barat, semua tahun",p=0.3870,"mean (distribusi normal, Shapiro-Wilk)",5.9
2023,Maluku Utara,Logam(%),2,"provinsi Maluku Utara, semua tahun",p=0.0005,"median (distribusi tidak normal, Shapiro-Wilk)",2.3
2023,Sulawesi Barat,Logam(%),2,"provinsi Sulawesi Barat, semua tahun",p=0.1907,"mean (distribusi normal, Shapiro-Wilk)",5.9
2024,Maluku Utara,Logam(%),2,"provinsi Maluku Utara, semua tahun",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",2.3
2024,Papua Barat Daya,Logam(%),2,"provinsi Papua Barat Daya, semua tahun",p=0.5989,"mean (distribusi normal, Shapiro-Wilk)",6.21
2024,Papua Tengah,Logam(%),2,"provinsi Papua Tengah, semua tahun",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",5.0
2025,Kalimantan Utara,Logam(%),2,"provinsi Kalimantan Utara, semua tahun",p=0.0048,"median (distribusi tidak normal, Shapiro-Wilk)",0.6
2025,Maluku Utara,Logam(%),2,"provinsi Maluku Utara, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.3
2025,Papua Tengah,Logam(%),2,"provinsi Papua Tengah, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",5.0
2025,Sulawesi Barat,Logam(%),2,"provinsi Sulawesi Barat, semua tahun",p=0.0670,"mean (distribusi normal, Shapiro-Wilk)",5.9
2025,Jambi,Kain(%),2,"provinsi Jambi, semua tahun",p=0.0004,"median (distribusi tidak normal, Shapiro-Wilk)",3.0
2025,Lampung,Kain(%),1,"provinsi Lampung, tahun 2025",p=0.3903,"mean (distribusi normal, Shapiro-Wilk)",1.74
2025,Nusa Tenggara Barat,Kain(%),2,"provinsi Nusa Tenggara Barat, semua tahun",p=0.0113,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2025,Nusa Tenggara Timur,Kain(%),1,"provinsi Nusa Tenggara Timur, tahun 2025",p=0.0216,"median (distribusi tidak normal, Shapiro-Wilk)",2.9
2025,Kalimantan Barat,Kain(%),1,"provinsi Kalimantan Barat, tahun 2025",p=0.1191,"mean (distribusi normal, Shapiro-Wilk)",1.722
2025,Gorontalo,Kain(%),2,"provinsi Gorontalo, semua tahun",p=0.0276,"median (distribusi tidak normal, Shapiro-Wilk)",2.1
2025,Papua,Kain(%),2,"provinsi Papua, semua tahun",p=0.0375,"median (distribusi tidak normal, Shapiro-Wilk)",3.0
2025,Papua Barat,Kain(%),2,"provinsi Papua Barat, semua tahun",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",5.0
2025,Papua Selatan,Kain(%),2,"provinsi Papua Selatan, semua tahun",p=0.0201,"median (distribusi tidak normal, Shapiro-Wilk)",2.4
2025,Papua Pegunungan,Kain(%),2,"provinsi Papua Pegunungan, semua tahun",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",10.0
2024,Jawa Tengah,Kain(%),1,"provinsi Jawa Tengah, tahun 2024",p=0.2855,"mean (distribusi normal, Shapiro-Wilk)",3.3207
2024,Nusa Tenggara Barat,Kain(%),1,"provinsi Nusa Tenggara Barat, tahun 2024",p=0.6541,"mean (distribusi normal, Shapiro-Wilk)",2.5025
2024,Nusa Tenggara Timur,Kain(%),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.4632,"mean (distribusi normal, Shapiro-Wilk)",3.9478
2024,Nusa Tenggara Timur,Kain(%),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.4554,"mean (distribusi normal, Shapiro-Wilk)",3.9478
2024,Kalimantan Barat,Kain(%),1,"provinsi Kalimantan Barat, tahun 2024",p=0.9005,"mean (distribusi normal, Shapiro-Wilk)",1.37
2024,Kalimantan Selatan,Kain(%),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.2160,"mean (distribusi normal, Shapiro-Wilk)",1.927
2024,Sulawesi Selatan,Kain(%),1,"provinsi Sulawesi Selatan, tahun 2024",p=0.0074,"median (distribusi tidak normal, Shapiro-Wilk)",1.5
2024,Sulawesi Selatan,Kain(%),1,"provinsi Sulawesi Selatan, tahun 2024",p=0.0041,"median (distribusi tidak normal, Shapiro-Wilk)",1.5
2024,Sulawesi Tenggara,Kain(%),1,"provinsi Sulawesi Tenggara, tahun 2024",p=0.0653,"mean (distribusi normal, Shapiro-Wilk)",2.0
2024,Gorontalo,Kain(%),2,"provinsi Gorontalo, semua tahun",p=0.0386,"median (distribusi tidak normal, Shapiro-Wilk)",2.1
2024,Papua Barat,Kain(%),2,"provinsi Papua Barat, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",5.0
2024,Papua Pegunungan,Kain(%),2,"provinsi Papua Pegunungan, semua tahun",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",10.0
2023,Jawa Tengah,Kain(%),1,"provinsi Jawa Tengah, tahun 2023",p=0.0132,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2023,Jawa Timur,Kain(%),1,"provinsi Jawa Timur, tahun 2023",p=0.0004,"median (distribusi tidak normal, Shapiro-Wilk)",1.45
2023,Nusa Tenggara Barat,Kain(%),1,"provinsi Nusa Tenggara Barat, tahun 2023",p=0.0841,"mean (distribusi normal, Shapiro-Wilk)",1.2967
2023,Kalimantan Barat,Kain(%),1,"provinsi Kalimantan Barat, tahun 2023",p=0.5266,"mean (distribusi normal, Shapiro-Wilk)",1.28
2023,Kalimantan Barat,Kain(%),1,"provinsi Kalimantan Barat, tahun 2023",p=0.6336,"mean (distribusi normal, Shapiro-Wilk)",1.28
2023,Kalimantan Selatan,Kain(%),1,"provinsi Kalimantan Selatan, tahun 2023",p=0.0568,"mean (distribusi normal, Shapiro-Wilk)",1.474
2023,Sulawesi Tengah,Kain(%),1,"provinsi Sulawesi Tengah, tahun 2023",p=0.6088,"mean (distribusi normal, Shapiro-Wilk)",3.1875
2023,Sulawesi Selatan,Kain(%),1,"provinsi Sulawesi Selatan, tahun 2023",p=0.0192,"median (distribusi tidak normal, Shapiro-Wilk)",1.5
2023,Sulawesi Tenggara,Kain(%),1,"provinsi Sulawesi Tenggara, tahun 2023",p=0.7098,"mean (distribusi normal, Shapiro-Wilk)",2.5014
2023,Gorontalo,Kain(%),1,"provinsi Gorontalo, tahun 2023",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",2.1
2023,Gorontalo,Kain(%),1,"provinsi Gorontalo, tahun 2023",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",2.1
2023,Papua Barat,Kain(%),1,"provinsi Papua Barat, tahun 2023",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",5.0
2022,Aceh,Kain(%),1,"provinsi Aceh, tahun 2022",p=0.1099,"mean (distribusi normal, Shapiro-Wilk)",3.8969
2022,Sumatera Barat,Kain(%),1,"provinsi Sumatera Barat, tahun 2022",p=0.0014,"median (distribusi tidak normal, Shapiro-Wilk)",0.91
2022,Jawa Timur,Kain(%),1,"provinsi Jawa Timur, tahun 2022",p=0.0003,"median (distribusi tidak normal, Shapiro-Wilk)",1.94
2022,Jawa Timur,Kain(%),1,"provinsi Jawa Timur, tahun 2022",p=0.0002,"median (distribusi tidak normal, Shapiro-Wilk)",1.94
2022,Banten,Kain(%),1,"provinsi Banten, tahun 2022",p=0.7888,"mean (distribusi normal, Shapiro-Wilk)",2.256
2022,Bali,Kain(%),1,"provinsi Bali, tahun 2022",p=0.3360,"mean (distribusi normal, Shapiro-Wilk)",0.9
2022,Nusa Tenggara Barat,Kain(%),1,"provinsi Nusa Tenggara Barat, tahun 2022",p=0.3767,"mean (distribusi normal, Shapiro-Wilk)",2.378
2022,Nusa Tenggara Timur,Kain(%),1,"provinsi Nusa Tenggara Timur, tahun 2022",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",2.5
2022,Kalimantan Barat,Kain(%),1,"provinsi Kalimantan Barat, tahun 2022",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",1.255
2022,Kalimantan Selatan,Kain(%),1,"provinsi Kalimantan Selatan, tahun 2022",p=0.6505,"mean (distribusi normal, Shapiro-Wilk)",1.9287
2022,Sulawesi Selatan,Kain(%),1,"provinsi Sulawesi Selatan, tahun 2022",p=0.1186,"mean (distribusi normal, Shapiro-Wilk)",1.8714
2022,Sulawesi Selatan,Kain(%),1,"provinsi Sulawesi Selatan, tahun 2022",p=0.1530,"mean (distribusi normal, Shapiro-Wilk)",1.8714
2022,Sulawesi Tenggara,Kain(%),1,"provinsi Sulawesi Tenggara, tahun 2022",p=0.2793,"mean (distribusi normal, Shapiro-Wilk)",1.9183
2022,Gorontalo,Kain(%),1,"provinsi Gorontalo, tahun 2022",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2022,Gorontalo,Kain(%),1,"provinsi Gorontalo, tahun 2022",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",2.0
2022,Maluku Utara,Kain(%),1,"provinsi Maluku Utara, tahun 2022",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",4.19
2022,Papua,Kain(%),1,"provinsi Papua, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.0
2022,Papua Barat,Kain(%),1,"provinsi Papua Barat, tahun 2022",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",5.0
2022,Papua Pegunungan,Kain(%),2,"provinsi Papua Pegunungan, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",10.0
2021,Sumatera Selatan,Kain(%),1,"provinsi Sumatera Selatan, tahun 2021",p=0.2535,"mean (distribusi normal, Shapiro-Wilk)",2.366
2021,Jawa Timur,Kain(%),1,"provinsi Jawa Timur, tahun 2021",p=0.0028,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2021,Kalimantan Barat,Kain(%),1,"provinsi Kalimantan Barat, tahun 2021",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",1.0
2021,Kalimantan Tengah,Kain(%),1,"provinsi Kalimantan Tengah, tahun 2021",p=0.2947,"mean (distribusi normal, Shapiro-Wilk)",2.795
2021,Sulawesi Selatan,Kain(%),1,"provinsi Sulawesi Selatan, tahun 2021",p=0.0800,"mean (distribusi normal, Shapiro-Wilk)",1.9508
2021,Papua,Kain(%),1,"provinsi Papua, tahun 2021",p=0.8632,"mean (distribusi normal, Shapiro-Wilk)",2.4
2021,Papua Barat,Kain(%),2,"provinsi Papua Barat, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",5.0
2020,Sumatera Barat,Kain(%),1,"provinsi Sumatera Barat, tahun 2020",p=0.0877,"mean (distribusi normal, Shapiro-Wilk)",1.1378
2020,Riau,Kain(%),1,"provinsi Riau, tahun 2020",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",4.0
2020,DKI Jakarta,Kain(%),1,"provinsi DKI Jakarta, tahun 2020",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",2.99
2020,Kalimantan Barat,Kain(%),1,"provinsi Kalimantan Barat, tahun 2020",p=0.2442,"mean (distribusi normal, Shapiro-Wilk)",2.1825
2020,Kalimantan Barat,Kain(%),1,"provinsi Kalimantan Barat, tahun 2020",p=0.4691,"mean (distribusi normal, Shapiro-Wilk)",2.1825
2020,Sulawesi Selatan,Kain(%),1,"provinsi Sulawesi Selatan, tahun 2020",p=0.1807,"mean (distribusi normal, Shapiro-Wilk)",2.3027
2020,Gorontalo,Kain(%),1,"provinsi Gorontalo, tahun 2020",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",1.0
2020,Sulawesi Barat,Kain(%),1,"provinsi Sulawesi Barat, tahun 2020",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",0.45
2020,Papua Barat,Kain(%),2,"provinsi Papua Barat, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",5.0
2020,Papua Barat,Kain(%),1,"provinsi Papua Barat, tahun 2020",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",5.0
2019,Sumatera Barat,Kain(%),1,"provinsi Sumatera Barat, tahun 2019",p=0.0006,"median (distribusi tidak normal, Shapiro-Wilk)",0.89
2019,DKI Jakarta,Kain(%),2,"provinsi DKI Jakarta, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",0.9
2019,Banten,Kain(%),1,"provinsi Banten, tahun 2019",p=0.5320,"mean (distribusi normal, Shapiro-Wilk)",2.86
2019,Nusa Tenggara Timur,Kain(%),2,"provinsi Nusa Tenggara Timur, semua tahun",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",3.0
2019,Kalimantan Barat,Kain(%),1,"provinsi Kalimantan Barat, tahun 2019",p=0.1495,"mean (distribusi normal, Shapiro-Wilk)",2.1175
2019,Sulawesi Selatan,Kain(%),1,"provinsi Sulawesi Selatan, tahun 2019",p=0.2426,"mean (distribusi normal, Shapiro-Wilk)",2.0918
2019,Sulawesi Selatan,Kain(%),1,"provinsi Sulawesi Selatan, tahun 2019",p=0.3710,"mean (distribusi normal, Shapiro-Wilk)",2.0918
2019,Gorontalo,Kain(%),1,"provinsi Gorontalo, tahun 2019",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",3.0
2019,Papua Barat,Kain(%),2,"provinsi Papua Barat, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",5.0
2020,Bengkulu,Kain(%),2,"provinsi Bengkulu, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",0.945
2020,Sulawesi Tenggara,Kain(%),2,"provinsi Sulawesi Tenggara, semua tahun",p=0.0004,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2021,Banten,Kain(%),2,"provinsi Banten, semua tahun",p=0.0055,"median (distribusi tidak normal, Shapiro-Wilk)",2.288
2021,DKI Jakarta,Kain(%),2,"provinsi DKI Jakarta, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",0.9
2021,Sulawesi Barat,Kain(%),2,"provinsi Sulawesi Barat, semua tahun",p=0.0012,"median (distribusi tidak normal, Shapiro-Wilk)",0.45
2022,Papua Barat Daya,Kain(%),2,"provinsi Papua Barat Daya, semua tahun",p=0.6054,"mean (distribusi normal, Shapiro-Wilk)",4.24
2022,Papua Tengah,Kain(%),2,"provinsi Papua Tengah, semua tahun",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",1.0
2022,Sulawesi Barat,Kain(%),2,"provinsi Sulawesi Barat, semua tahun",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",0.45
2023,Maluku Utara,Kain(%),2,"provinsi Maluku Utara, semua tahun",p=0.0052,"median (distribusi tidak normal, Shapiro-Wilk)",0.8
2023,Sulawesi Barat,Kain(%),2,"provinsi Sulawesi Barat, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",0.45
2024,Maluku Utara,Kain(%),2,"provinsi Maluku Utara, semua tahun",p=0.0012,"median (distribusi tidak normal, Shapiro-Wilk)",0.8
2024,Papua Barat Daya,Kain(%),2,"provinsi Papua Barat Daya, semua tahun",p=0.7707,"mean (distribusi normal, Shapiro-Wilk)",4.24
2024,Papua Tengah,Kain(%),2,"provinsi Papua Tengah, semua tahun",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",1.0
2025,Kalimantan Utara,Kain(%),2,"provinsi Kalimantan Utara, semua tahun",p=0.0159,"median (distribusi tidak normal, Shapiro-Wilk)",1.1
2025,Maluku Utara,Kain(%),2,"provinsi Maluku Utara, semua tahun",p=0.0003,"median (distribusi tidak normal, Shapiro-Wilk)",0.8
2025,Papua Tengah,Kain(%),2,"provinsi Papua Tengah, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",1.0
