iterasi,objective_value
1,42.65801972683069
2,36.309317372512766
3,35.590809204694516
4,35.966937462324
5,35.87568294178837
6,35.02277865004075
7,34.21994050558506
8,34.01704793332347
9,33.219385091390706
10,34.262493243866615
11,36.40825859229122
12,36.71349254309022
13,37.440585221706336
14,37.55634809299069
15,37.04369453445366
16,37.029321432678316
17,36.98782041332759
18,37.01574388544617
19,36.88282795270068
20,36.77770328039061
21,36.61688742996604
22,36.57533198107868
23,36.64151879080326
24,36.64665654703721
25,36.60347911983936
26,36.76556916038778
27,39.4179707050379
28,43.642536681620484
29,43.54713884469486
30,44.45242489091569
31,44.377886207683545
32,45.04314252530561
33,45.128175780556475
34,44.65903890794203
35,44.88208425084862
36,45.480727217871824
37,45.392320384496045
38,45.373447793936755
39,45.37324995088109
40,45.373247615009035
41,45.3732475866304
42,45.37324758627314
