iterasi,objective_value
1,55.860934640210914
2,49.194207053191725
3,48.18223793519871
4,48.0323434346587
5,47.26270950074504
6,46.17437625158797
7,45.04612841663935
8,44.5045775205657
9,45.15939192550725
10,44.34271596011118
11,43.98973832494366
12,44.67259730423795
13,45.17828704057253
14,45.04146206448422
15,44.89105900191802
16,45.0271894625557
17,45.342258617370774
18,45.32078695996421
19,45.37494629293646
20,45.37326083990519
21,45.37324773069999
22,45.37324758784766
23,45.373247586285665
24,45.373247586268576
