Run,K-Means,FCM,FRCM,FA-FRCM
1,0.6350284417740553,0.9885949519373785,0.5878798525273818,0.6714034135138978
2,0.7328305060650525,0.991263149192965,0.7766573916986218,0.7000850466347398
3,0.6949758293455982,0.991263149192965,0.7289002305277338,0.7023900108406278
4,0.6234546155960999,0.991263149192965,0.6914967769329478,0.6755110782948837
5,0.7252693091244767,0.991263149192965,0.7371257368777363,0.6714034135138978
6,0.7312873918677132,0.991263149192965,0.7766573916986218,0.6896696520665768
7,0.7626174949319597,0.991263149192965,0.7674682218051305,0.6317713999064362
8,0.7625151007877775,0.9744492165752008,0.7674682218051305,0.6755110782948838
9,0.555344034930494,0.991263149192965,0.7674682218051305,0.6765641410070697
10,0.6605065785889146,0.991263149192965,0.7485276536209637,0.6896696520665767
11,0.6764650347482514,0.9744492165752008,0.6803184363944484,0.7023900108406276
12,0.7324220254501116,0.991263149192965,0.7787572544842061,0.7023900108406276
13,0.6253485941315317,0.991263149192965,0.78003404996709,0.7104622391062964
14,0.6801487188832962,0.9707101080868831,0.6843335706873434,0.6896696520665767
15,0.6472230520218615,0.9708240881128228,0.785091130788322,0.6757099170763997
16,0.7332079866179936,0.991263149192965,0.785091130788322,0.7051123799217297
17,0.7646514434443011,0.991263149192965,0.7674682218051306,0.7023900108406278
18,0.7484993151804485,0.991263149192965,0.7882370108174561,0.6732959829556022
19,0.7551270658096871,0.9885949519373785,0.7766573916986218,0.7000850466347398
20,0.7523489592433731,0.991263149192965,0.7859123192993862,0.6981386184994591
21,0.6906254873115808,0.9885949519373785,0.770553197672052,0.7000850466347398
22,0.6225258662638536,0.991263149192965,0.7766573916986218,0.6940999993111098
23,0.6907743815487631,0.9740991350669572,0.7882370108174561,0.6765641410070697
24,0.5336751481583771,0.991263149192965,0.7394637365032305,0.7027559055118111
25,0.763206496109962,0.991263149192965,0.6861304783215626,0.7023900108406278
26,0.5256303189374055,0.9740991350669571,0.5150693180174238,0.6757334019718545
27,0.7292164937865229,0.9740991350669571,0.5150693180174238,0.6714034135138978
28,0.7311981492649854,0.991263149192965,0.788237010817456,0.6765641410070697
29,0.6885965489102694,0.991263149192965,0.7766573916986217,0.7027559055118111
30,0.7481199558358713,0.991263149192965,0.7766573916986217,0.6757099170763997
31,0.745665940826831,0.9744492165752009,0.7859123192993862,0.7000850466347398
32,0.7352312886443957,0.9885949519373785,0.7313039878605011,0.6940999993111098
33,0.6772279807185877,0.974415554891716,0.6485640395523217,0.6755110782948838
34,0.7519138624135834,0.9744492165752009,0.7827454594303129,0.6896696520665768
35,0.7559236734635085,0.991263149192965,0.6662137213163316,0.6765641410070697
36,0.7220474946000399,0.9885949519373787,0.7827454594303129,0.6746067532539105
37,0.7418753221344826,0.974415554891716,0.7838642798497718,0.7023900108406279
38,0.6361136005100293,0.9744492165752008,0.6400769114669542,0.6980166536090648
39,0.7324220254501115,0.9704345519802151,0.7766573916986217,0.7000850466347398
40,0.6995228182375557,0.991263149192965,0.770553197672052,0.6896696520665767
41,0.7374374597234041,0.991263149192965,0.78003404996709,0.7023900108406279
42,0.6798517132387799,0.991263149192965,0.7766573916986217,0.6714034135138978
43,0.7443083573035832,0.9740991350669571,0.7766573916986217,0.7000850466347398
44,0.7437228005769142,0.991263149192965,0.785091130788322,0.6755110782948837
45,0.7322316412309592,0.9708240881128228,0.7347229189407875,0.582265396854026
46,0.732540232757233,0.991263149192965,0.7850911307883222,0.6714034135138978
47,0.76195459461626,0.9885949519373787,0.7674682218051306,0.7023900108406279
48,0.6637727012827764,0.9885949519373787,0.5098899591738577,0.7036323618101783
49,0.5256303189374055,0.991263149192965,0.7766573916986218,0.7000850466347398
50,0.7332079866179936,0.991263149192965,0.785091130788322,0.6765641410070697
51,0.7595492716237957,0.991263149192965,0.770553197672052,0.6714034135138978
52,0.7413909070242383,0.991263149192965,0.788237010817456,0.6765641410070697
53,0.7523489592433731,0.991263149192965,0.7859123192993862,0.6896696520665768
54,0.7324220254501115,0.991263149192965,0.7787572544842061,0.7104622391062964
55,0.6606711294230669,0.991263149192965,0.785091130788322,0.6765641410070697
56,0.7437228005769142,0.991263149192965,0.7882370108174561,0.7023900108406278
57,0.7352312886443957,0.9885949519373787,0.7850911307883222,0.6714034135138978
58,0.7337598816611774,0.991263149192965,0.7850911307883222,0.6765641410070697
59,0.7321685451451713,0.9744155548917157,0.7882370108174561,0.6746067532539105
60,0.7658645165775181,0.991263149192965,0.7787572544842061,0.6732959829556024
61,0.7328305060650525,0.9885949519373787,0.7882370108174561,0.5954282110584423
