combo_id,run,N_FIREFLIES,MAX_ITER_FA,ALPHA0,THETA,BETA0,GAMMA,seed,refine_iter,final_objective,max_cluster_ratio,boundary_ratio,is_imbalanced
10,2,20,100,1.0,0.95,2.0,0.5,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
10,3,20,100,1.0,0.95,2.0,0.5,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
10,4,20,100,1.0,0.95,2.0,0.5,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
10,5,20,100,1.0,0.95,2.0,0.5,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
11,1,20,100,1.0,0.95,2.0,1.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
11,2,20,100,1.0,0.95,2.0,1.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
11,3,20,100,1.0,0.95,2.0,1.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
11,4,20,100,1.0,0.95,2.0,1.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
11,5,20,100,1.0,0.95,2.0,1.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
12,1,20,100,1.0,0.95,2.0,2.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
12,2,20,100,1.0,0.95,2.0,2.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
12,3,20,100,1.0,0.95,2.0,2.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
12,4,20,100,1.0,0.95,2.0,2.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
12,5,20,100,1.0,0.95,2.0,2.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
13,1,20,100,1.0,0.97,0.5,0.1,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
13,2,20,100,1.0,0.97,0.5,0.1,44,18,44.35326187990888,0.531496062992126,0.23622047244094488,False
13,3,20,100,1.0,0.97,0.5,0.1,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
13,4,20,100,1.0,0.97,0.5,0.1,46,19,45.72675611394722,0.5551181102362205,0.2559055118110236,False
13,5,20,100,1.0,0.97,0.5,0.1,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
14,1,20,100,1.0,0.97,0.5,0.5,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
14,2,20,100,1.0,0.97,0.5,0.5,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
14,3,20,100,1.0,0.97,0.5,0.5,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
14,4,20,100,1.0,0.97,0.5,0.5,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
14,5,20,100,1.0,0.97,0.5,0.5,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
15,1,20,100,1.0,0.97,0.5,1.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
15,2,20,100,1.0,0.97,0.5,1.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
15,3,20,100,1.0,0.97,0.5,1.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
15,4,20,100,1.0,0.97,0.5,1.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
15,5,20,100,1.0,0.97,0.5,1.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
16,1,20,100,1.0,0.97,0.5,2.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
16,2,20,100,1.0,0.97,0.5,2.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
16,3,20,100,1.0,0.97,0.5,2.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
16,4,20,100,1.0,0.97,0.5,2.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
16,5,20,100,1.0,0.97,0.5,2.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
17,1,20,100,1.0,0.97,1.0,0.1,43,79,34.67392064894758,0.3858267716535433,0.8031496062992126,False
17,2,20,100,1.0,0.97,1.0,0.1,44,24,44.500770383821575,0.531496062992126,0.23622047244094488,False
17,3,20,100,1.0,0.97,1.0,0.1,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
17,4,20,100,1.0,0.97,1.0,0.1,46,20,44.5007703838213,0.531496062992126,0.23622047244094488,False
17,5,20,100,1.0,0.97,1.0,0.1,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
18,1,20,100,1.0,0.97,1.0,0.5,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
18,2,20,100,1.0,0.97,1.0,0.5,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
18,3,20,100,1.0,0.97,1.0,0.5,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
18,4,20,100,1.0,0.97,1.0,0.5,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
18,5,20,100,1.0,0.97,1.0,0.5,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
19,1,20,100,1.0,0.97,1.0,1.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
19,2,20,100,1.0,0.97,1.0,1.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
19,3,20,100,1.0,0.97,1.0,1.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
19,4,20,100,1.0,0.97,1.0,1.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
19,5,20,100,1.0,0.97,1.0,1.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
20,1,20,100,1.0,0.97,1.0,2.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
20,2,20,100,1.0,0.97,1.0,2.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
20,3,20,100,1.0,0.97,1.0,2.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
20,4,20,100,1.0,0.97,1.0,2.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
20,5,20,100,1.0,0.97,1.0,2.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
21,1,20,100,1.0,0.97,2.0,0.1,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
21,2,20,100,1.0,0.97,2.0,0.1,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
21,3,20,100,1.0,0.97,2.0,0.1,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
21,4,20,100,1.0,0.97,2.0,0.1,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
21,5,20,100,1.0,0.97,2.0,0.1,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
22,1,20,100,1.0,0.97,2.0,0.5,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
22,2,20,100,1.0,0.97,2.0,0.5,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
22,3,20,100,1.0,0.97,2.0,0.5,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
22,4,20,100,1.0,0.97,2.0,0.5,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
22,5,20,100,1.0,0.97,2.0,0.5,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
23,1,20,100,1.0,0.97,2.0,1.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
23,2,20,100,1.0,0.97,2.0,1.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
23,3,20,100,1.0,0.97,2.0,1.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
23,4,20,100,1.0,0.97,2.0,1.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
23,5,20,100,1.0,0.97,2.0,1.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
24,1,20,100,1.0,0.97,2.0,2.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
24,2,20,100,1.0,0.97,2.0,2.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
24,3,20,100,1.0,0.97,2.0,2.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
24,4,20,100,1.0,0.97,2.0,2.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
24,5,20,100,1.0,0.97,2.0,2.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
25,1,20,100,1.0,0.99,0.5,0.1,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
25,2,20,100,1.0,0.99,0.5,0.1,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
25,3,20,100,1.0,0.99,0.5,0.1,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
25,4,20,100,1.0,0.99,0.5,0.1,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
25,5,20,100,1.0,0.99,0.5,0.1,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
26,1,20,100,1.0,0.99,0.5,0.5,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
26,2,20,100,1.0,0.99,0.5,0.5,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
26,3,20,100,1.0,0.99,0.5,0.5,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
26,4,20,100,1.0,0.99,0.5,0.5,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
26,5,20,100,1.0,0.99,0.5,0.5,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
27,1,20,100,1.0,0.99,0.5,1.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
27,2,20,100,1.0,0.99,0.5,1.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
27,3,20,100,1.0,0.99,0.5,1.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
27,4,20,100,1.0,0.99,0.5,1.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
27,5,20,100,1.0,0.99,0.5,1.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
28,1,20,100,1.0,0.99,0.5,2.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
28,2,20,100,1.0,0.99,0.5,2.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
28,3,20,100,1.0,0.99,0.5,2.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
28,4,20,100,1.0,0.99,0.5,2.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
28,5,20,100,1.0,0.99,0.5,2.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
29,1,20,100,1.0,0.99,1.0,0.1,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
29,2,20,100,1.0,0.99,1.0,0.1,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
29,3,20,100,1.0,0.99,1.0,0.1,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
29,4,20,100,1.0,0.99,1.0,0.1,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
29,5,20,100,1.0,0.99,1.0,0.1,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
30,1,20,100,1.0,0.99,1.0,0.5,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
30,2,20,100,1.0,0.99,1.0,0.5,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
30,3,20,100,1.0,0.99,1.0,0.5,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
30,4,20,100,1.0,0.99,1.0,0.5,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
30,5,20,100,1.0,0.99,1.0,0.5,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
31,1,20,100,1.0,0.99,1.0,1.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
31,2,20,100,1.0,0.99,1.0,1.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
31,3,20,100,1.0,0.99,1.0,1.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
31,4,20,100,1.0,0.99,1.0,1.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
31,5,20,100,1.0,0.99,1.0,1.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
32,1,20,100,1.0,0.99,1.0,2.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
32,2,20,100,1.0,0.99,1.0,2.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
32,3,20,100,1.0,0.99,1.0,2.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
32,4,20,100,1.0,0.99,1.0,2.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
32,5,20,100,1.0,0.99,1.0,2.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
33,1,20,100,1.0,0.99,2.0,0.1,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
33,2,20,100,1.0,0.99,2.0,0.1,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
33,3,20,100,1.0,0.99,2.0,0.1,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
33,4,20,100,1.0,0.99,2.0,0.1,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
33,5,20,100,1.0,0.99,2.0,0.1,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
34,1,20,100,1.0,0.99,2.0,0.5,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
34,2,20,100,1.0,0.99,2.0,0.5,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
34,3,20,100,1.0,0.99,2.0,0.5,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
34,4,20,100,1.0,0.99,2.0,0.5,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
34,5,20,100,1.0,0.99,2.0,0.5,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
35,1,20,100,1.0,0.99,2.0,1.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
35,2,20,100,1.0,0.99,2.0,1.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
35,3,20,100,1.0,0.99,2.0,1.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
35,4,20,100,1.0,0.99,2.0,1.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
35,5,20,100,1.0,0.99,2.0,1.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
36,1,20,100,1.0,0.99,2.0,2.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
36,2,20,100,1.0,0.99,2.0,2.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
36,3,20,100,1.0,0.99,2.0,2.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
36,4,20,100,1.0,0.99,2.0,2.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
36,5,20,100,1.0,0.99,2.0,2.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
37,1,20,200,1.0,0.95,0.5,0.1,43,29,48.376214764188674,0.5078740157480315,0.3188976377952756,False
37,2,20,200,1.0,0.95,0.5,0.1,44,49,45.37324758626835,0.7125984251968503,0.10236220472440945,False
37,3,20,200,1.0,0.95,0.5,0.1,45,101,34.890504173563045,0.468503937007874,0.8779527559055118,False
37,4,20,200,1.0,0.95,0.5,0.1,46,20,44.46374717687905,0.5354330708661418,0.24015748031496062,False
37,5,20,200,1.0,0.95,0.5,0.1,47,18,48.25040402103967,0.7125984251968503,0.15354330708661418,False
38,1,20,200,1.0,0.95,0.5,0.5,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
38,2,20,200,1.0,0.95,0.5,0.5,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
38,3,20,200,1.0,0.95,0.5,0.5,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
38,4,20,200,1.0,0.95,0.5,0.5,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
38,5,20,200,1.0,0.95,0.5,0.5,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
39,1,20,200,1.0,0.95,0.5,1.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
39,2,20,200,1.0,0.95,0.5,1.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
39,3,20,200,1.0,0.95,0.5,1.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
39,4,20,200,1.0,0.95,0.5,1.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
39,5,20,200,1.0,0.95,0.5,1.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
40,1,20,200,1.0,0.95,0.5,2.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
40,2,20,200,1.0,0.95,0.5,2.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
40,3,20,200,1.0,0.95,0.5,2.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
40,4,20,200,1.0,0.95,0.5,2.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
40,5,20,200,1.0,0.95,0.5,2.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
41,1,20,200,1.0,0.95,1.0,0.1,43,68,34.67392064894325,0.3858267716535433,0.8031496062992126,False
41,2,20,200,1.0,0.95,1.0,0.1,44,30,44.3271570395097,0.5354330708661418,0.2440944881889764,False
41,3,20,200,1.0,0.95,1.0,0.1,45,15,49.47219147298291,0.7598425196850394,0.0984251968503937,False
41,4,20,200,1.0,0.95,1.0,0.1,46,140,44.500770383822434,0.531496062992126,0.23622047244094488,False
41,5,20,200,1.0,0.95,1.0,0.1,47,17,48.25040402103965,0.7125984251968503,0.15354330708661418,False
42,1,20,200,1.0,0.95,1.0,0.5,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
42,2,20,200,1.0,0.95,1.0,0.5,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
42,3,20,200,1.0,0.95,1.0,0.5,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
42,4,20,200,1.0,0.95,1.0,0.5,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
42,5,20,200,1.0,0.95,1.0,0.5,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
43,1,20,200,1.0,0.95,1.0,1.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
43,2,20,200,1.0,0.95,1.0,1.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
43,3,20,200,1.0,0.95,1.0,1.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
43,4,20,200,1.0,0.95,1.0,1.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
43,5,20,200,1.0,0.95,1.0,1.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
44,1,20,200,1.0,0.95,1.0,2.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
44,2,20,200,1.0,0.95,1.0,2.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
44,3,20,200,1.0,0.95,1.0,2.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
44,4,20,200,1.0,0.95,1.0,2.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
44,5,20,200,1.0,0.95,1.0,2.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
45,1,20,200,1.0,0.95,2.0,0.1,43,15,48.434921382756066,0.5118110236220472,0.3188976377952756,False
45,2,20,200,1.0,0.95,2.0,0.1,44,54,45.37324758626835,0.7125984251968503,0.10236220472440945,False
45,3,20,200,1.0,0.95,2.0,0.1,45,15,49.12319757468945,0.7480314960629921,0.1141732283464567,False
45,4,20,200,1.0,0.95,2.0,0.1,46,16,45.726756113948426,0.5551181102362205,0.2559055118110236,False
45,5,20,200,1.0,0.95,2.0,0.1,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
46,1,20,200,1.0,0.95,2.0,0.5,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
46,2,20,200,1.0,0.95,2.0,0.5,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
46,3,20,200,1.0,0.95,2.0,0.5,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
46,4,20,200,1.0,0.95,2.0,0.5,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
46,5,20,200,1.0,0.95,2.0,0.5,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
47,1,20,200,1.0,0.95,2.0,1.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
47,2,20,200,1.0,0.95,2.0,1.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
47,3,20,200,1.0,0.95,2.0,1.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
47,4,20,200,1.0,0.95,2.0,1.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
47,5,20,200,1.0,0.95,2.0,1.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
48,1,20,200,1.0,0.95,2.0,2.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
48,2,20,200,1.0,0.95,2.0,2.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
48,3,20,200,1.0,0.95,2.0,2.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
48,4,20,200,1.0,0.95,2.0,2.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
48,5,20,200,1.0,0.95,2.0,2.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
49,1,20,200,1.0,0.97,0.5,0.1,43,29,48.376214764188674,0.5078740157480315,0.3188976377952756,False
49,2,20,200,1.0,0.97,0.5,0.1,44,20,44.472180197442626,0.531496062992126,0.23622047244094488,False
49,3,20,200,1.0,0.97,0.5,0.1,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
49,4,20,200,1.0,0.97,0.5,0.1,46,20,45.72675611394847,0.5551181102362205,0.2559055118110236,False
49,5,20,200,1.0,0.97,0.5,0.1,47,18,48.250404021039685,0.7125984251968503,0.15354330708661418,False
50,1,20,200,1.0,0.97,0.5,0.5,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
50,2,20,200,1.0,0.97,0.5,0.5,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
50,3,20,200,1.0,0.97,0.5,0.5,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
50,4,20,200,1.0,0.97,0.5,0.5,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
50,5,20,200,1.0,0.97,0.5,0.5,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
51,1,20,200,1.0,0.97,0.5,1.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
51,2,20,200,1.0,0.97,0.5,1.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
51,3,20,200,1.0,0.97,0.5,1.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
51,4,20,200,1.0,0.97,0.5,1.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
51,5,20,200,1.0,0.97,0.5,1.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
52,1,20,200,1.0,0.97,0.5,2.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
52,2,20,200,1.0,0.97,0.5,2.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
52,3,20,200,1.0,0.97,0.5,2.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
52,4,20,200,1.0,0.97,0.5,2.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
52,5,20,200,1.0,0.97,0.5,2.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
53,1,20,200,1.0,0.97,1.0,0.1,43,65,34.673920648915036,0.3858267716535433,0.8031496062992126,False
53,2,20,200,1.0,0.97,1.0,0.1,44,147,27.768493912641507,0.46062992125984253,0.9094488188976378,False
53,3,20,200,1.0,0.97,1.0,0.1,45,35,46.88062156429704,0.562992125984252,0.24015748031496062,False
53,4,20,200,1.0,0.97,1.0,0.1,46,67,44.27767249441295,0.5393700787401575,0.2440944881889764,False
53,5,20,200,1.0,0.97,1.0,0.1,47,18,48.25040402103965,0.7125984251968503,0.15354330708661418,False
54,1,20,200,1.0,0.97,1.0,0.5,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
54,2,20,200,1.0,0.97,1.0,0.5,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
54,3,20,200,1.0,0.97,1.0,0.5,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
54,4,20,200,1.0,0.97,1.0,0.5,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
54,5,20,200,1.0,0.97,1.0,0.5,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
55,1,20,200,1.0,0.97,1.0,1.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
55,2,20,200,1.0,0.97,1.0,1.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
55,3,20,200,1.0,0.97,1.0,1.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
55,4,20,200,1.0,0.97,1.0,1.0,46,16,45.72675611394918,0.5551181102362205,0.2559055118110236,False
55,5,20,200,1.0,0.97,1.0,1.0,47,18,48.250404021039714,0.7125984251968503,0.15354330708661418,False
56,1,20,200,1.0,0.97,1.0,2.0,43,28,48.37621476418868,0.5078740157480315,0.3188976377952756,False
56,2,20,200,1.0,0.97,1.0,2.0,44,48,45.37324758626835,0.7125984251968503,0.10236220472440945,False
56,3,20,200,1.0,0.97,1.0,2.0,45,17,49.47219147298283,0.7598425196850394,0.0984251968503937,False
