Tahun,Provinsi,u_cluster_0,u_cluster_1,u_cluster_2,u_cluster_3,label
2019,Aceh,0.19378266867055355,0.43221649195618933,0.18103835933704954,0.19296248003620756,1
2019,Bali,0.25337129994324636,0.24879454097610965,0.24495557940973747,0.2528785796709065,0
2019,Banten,0.2545906614991004,0.23739740608373172,0.25346956210844485,0.25454237030872306,0
2019,Bengkulu,0.2620866846351336,0.219336270956328,0.2567775254120691,0.26179951899646925,0
2019,DKI Jakarta,0.2565387068713797,0.22972121395910686,0.2571515146106824,0.256588564558831,2
2019,Daerah Istimewa Yogyakarta,0.2775578770521698,0.14770157339620774,0.2960660730076081,0.2786744765440143,2
2019,Gorontalo,0.28827933226237534,0.1382082874030625,0.2852747452298182,0.28823763510474393,0
2019,Jambi,0.23315771968137075,0.3184640959640971,0.21627079643000757,0.23210738792452454,1
2019,Jawa Barat,0.2675983309302304,0.19377617214395984,0.270787412660144,0.2678380842656658,2
2019,Jawa Tengah,0.28580910830015643,0.09455582497154419,0.33128527726177043,0.28834978946652895,2
2019,Jawa Timur,0.2851275838424939,0.09293608351950865,0.33412303071720445,0.287813301920793,2
2019,Kalimantan Barat,0.2906863986307384,0.1333867787043821,0.2853695005036893,0.2905573221611902,0
2019,Kalimantan Selatan,0.28486712397311875,0.09855921578222761,0.3292519501091752,0.2873217101354785,2
2019,Kalimantan Tengah,0.29203178478738356,0.07656464491279612,0.33674714899522656,0.29465642130459374,2
2019,Kalimantan Timur,0.2887516844814638,0.09000941493261813,0.3300943617261892,0.2911445388597288,2
2019,Kalimantan Utara,0.27967749804890335,0.14257537564062014,0.29701197904125426,0.2807351472692223,2
2019,Kepulauan Bangka Belitung,0.21585045826348617,0.3647338841154491,0.20429626444331775,0.2151193931777469,1
2019,Kepulauan Riau,0.295038113246323,0.14464326074387016,0.26687436818610494,0.2934442578237019,0
2019,Lampung,0.266847164197815,0.19895581523686898,0.26727792115333,0.266919099411986,2
2019,Maluku,0.2817212113253532,0.18706141894382677,0.2513524543314379,0.2798649153993821,0
2019,Maluku Utara,0.26594897777825366,0.20761278445599154,0.2607543616977196,0.2656838760680351,0
2019,Nusa Tenggara Barat,0.26915010942330037,0.18960457876883838,0.27188267023309587,0.2693626415747654,2
2019,Nusa Tenggara Timur,0.11619546184155942,0.66921411609104,0.09953508934273081,0.11505533272466985,1
2019,Papua,0.2365927702707881,0.29848723556324985,0.22880497361470592,0.2361150205512562,1
2019,Papua Barat,0.24454720051291123,0.27089132499448637,0.24027294737045812,0.24428852712214427,1
2019,Riau,0.24443445734121894,0.278347262522136,0.23344156309063335,0.24377671704601178,1
2019,Sulawesi Barat,0.2743340398563351,0.1626319599579047,0.28786946367985533,0.275164536505905,2
2019,Sulawesi Selatan,0.30524337715606137,0.06410642602355059,0.3238434104138297,0.30680678640655845,2
2019,Sulawesi Tengah,0.22332757132079756,0.3495261816229303,0.204985591831907,0.22216065522436515,1
2019,Sulawesi Tenggara,0.2748693493851261,0.1812949273745524,0.26923311927088023,0.27460260396944136,0
2019,Sulawesi Utara,0.28021115178950934,0.1530781613200646,0.28605937597406,0.28065131091636597,2
2019,Sumatera Barat,0.29025653718253247,0.08382202701631855,0.3331800230385994,0.2927414127625495,2
2019,Sumatera Selatan,0.2740280020057488,0.1678373282167611,0.283494582620604,0.27464008715688604,2
2019,Sumatera Utara,0.26814087314140406,0.21126986100542855,0.25330229560480755,0.2672869702483599,0
2020,Aceh,0.2130178661175937,0.37130773266588496,0.20327730922102055,0.2123970919955007,1
2020,Bali,0.24420500472926435,0.2747396413582247,0.2372700191379301,0.24378533477458084,1
2020,Banten,0.2577938267777048,0.22620581133435325,0.25816223695381674,0.2578381249341251,2
2020,Bengkulu,0.2891990156099611,0.09141309354508598,0.32793554574310213,0.2914523451018507,2
2020,DKI Jakarta,0.2578294546405921,0.22489187469060928,0.25934187847744844,0.2579367921913502,2
2020,Daerah Istimewa Yogyakarta,0.2797230325744737,0.13365612742448355,0.3054019416639928,0.28121889833704994,2
2020,Gorontalo,0.28732526740499764,0.09017770907412281,0.332642334035289,0.2898546894855905,2
2020,Jambi,0.2002071428721872,0.419924019181456,0.18091185663147816,0.19895698131487868,1
2020,Jawa Barat,0.284739345674953,0.1296295295334418,0.2998875606446804,0.28574356414692476,2
2020,Jawa Tengah,0.297010200112068,0.07981695675157895,0.32430417875218703,0.29886866438416604,2
2020,Jawa Timur,0.2845689756170849,0.09919468981244468,0.32919959731212606,0.28703673725834433,2
2020,Kalimantan Barat,0.2902741781925111,0.09034116484160948,0.32693259997184887,0.2924520569940305,2
2020,Kalimantan Selatan,0.2846416991262804,0.10079965084380547,0.32753757887977897,0.28702107115013514,2
2020,Kalimantan Tengah,0.2974545769595553,0.07484379786828653,0.3282354779022655,0.2994661472698927,2
2020,Kalimantan Timur,0.2859164768141706,0.09229091037725144,0.3332554717434294,0.2885371410651486,2
2020,Kalimantan Utara,0.28073707346872434,0.14168242478635223,0.2958868530340685,0.28169364871085495,2
2020,Kepulauan Bangka Belitung,0.27636654837318403,0.17961535351316385,0.2680656374026162,0.27595246071103596,0
2020,Kepulauan Riau,0.283719901511812,0.15279362034731106,0.27986404770455203,0.2836224304363249,0
2020,Lampung,0.27846880845905325,0.1945145995144008,0.25026436743829084,0.27675222458825516,0
2020,Maluku,0.18852979783470442,0.44837370768550855,0.1754127082659063,0.1876837862138807,1
2020,Maluku Utara,0.28098782703032227,0.15111890565349667,0.2864883157997017,0.2814049515164793,2
2020,Nusa Tenggara Barat,0.2239120763767038,0.3412518080021605,0.21168709974800093,0.2231490158731348,1
2020,Nusa Tenggara Timur,0.19003787235577957,0.46465819447664286,0.15750918029756494,0.18779475287001265,1
2020,Papua,0.19525502667384975,0.4295798484371434,0.18083848305053113,0.19432664183847567,1
2020,Papua Barat,0.24510790533180157,0.269881315806364,0.2401977690318087,0.2448130098300258,1
2020,Riau,0.21719429630390047,0.35857060382865125,0.2076444513406005,0.21659064852684784,1
2020,Sulawesi Barat,0.25484481463362113,0.2404971778919746,0.2500760098910911,0.25458199758331324,0
2020,Sulawesi Selatan,0.3064745672894502,0.0703594760734862,0.31568547164898775,0.30748048498807584,2
2020,Sulawesi Tengah,0.28087981107494603,0.13971759304034037,0.29748646060964573,0.28191613527506787,2
2020,Sulawesi Tenggara,0.2946426847802607,0.08473428270758482,0.3241060754095762,0.2965169571025783,2
2020,Sulawesi Utara,0.2560999209269177,0.23053735563610953,0.2571859953500546,0.2561767280869182,2
2020,Sumatera Barat,0.2905995714681006,0.07301760559526621,0.3428386703177096,0.2935441526189236,2
2020,Sumatera Selatan,0.28873098605739583,0.08888387374030612,0.3312070116700424,0.2911781285322556,2
2020,Sumatera Utara,0.2922723569853711,0.09765594545076435,0.31626111275094093,0.2938105848129237,2
2021,Aceh,0.16140960521464542,0.531011091631784,0.1471081027136472,0.16047120043992344,1
2021,Bali,0.2478890136429324,0.2649330151121332,0.23977378387097217,0.2474041873739622,1
2021,Banten,0.264450984793602,0.20537055910189578,0.26561385865246606,0.26456459745203614,2
2021,Bengkulu,0.26874006806216627,0.1920135677125555,0.2703682004516082,0.26887816377366996,2
2021,DKI Jakarta,0.2615662215037701,0.21164593819716185,0.264993537798575,0.26179430250049296,2
2021,Daerah Istimewa Yogyakarta,0.27007926896681117,0.18072601867648927,0.2785770583703843,0.2706176539863152,2
2021,Gorontalo,0.23577194442133656,0.29813384149299066,0.23064243306069115,0.23545178102498168,1
2021,Jambi,0.26585690916755017,0.2024046564202195,0.2658357625228695,0.2659026718893608,3
2021,Jawa Barat,0.28081478100331964,0.146396319696641,0.29125126146025254,0.2815376378397869,2
2021,Jawa Tengah,0.2980751131100473,0.08944471463904895,0.31320455506904177,0.2992756171818621,2
2021,Jawa Timur,0.28749704058791536,0.09149310496136052,0.3310391128392873,0.28997074161143693,2
2021,Kalimantan Barat,0.2859263979207034,0.1115981893621878,0.3148305298524161,0.2876448828646928,2
2021,Kalimantan Selatan,0.2855832251898107,0.09107921500137194,0.3350463313965019,0.2882912284123154,2
2021,Kalimantan Tengah,0.2676267315149213,0.2221470500121066,0.24403430227877604,0.2661919161941961,0
2021,Kalimantan Timur,0.2870466062360117,0.07008127965360639,0.35233545458395543,0.29053665952642654,2
2021,Kalimantan Utara,0.27330715900574254,0.16686488657137674,0.2857605790916207,0.27406737533126,2
2021,Kepulauan Bangka Belitung,0.24578279215434978,0.27716572641754766,0.23210183580661603,0.24494964562148655,1
2021,Kepulauan Riau,0.24052356316478557,0.28914816234154805,0.23041560378188983,0.23991267071177652,1
2021,Lampung,0.2900258492100866,0.1670682140449772,0.2549974866222843,0.2879084501226519,0
2021,Maluku,0.17170116343497008,0.4994435122765299,0.15804661312193086,0.17080871116656918,1
2021,Maluku Utara,0.2539571404784039,0.2463501110648589,0.24619002830778594,0.2535027201489513,0
