Tahun,Provinsi,u_cluster_0,u_cluster_1,u_cluster_2,u_cluster_3,label
2019,Aceh,0.1795228696133089,0.19386092387826825,0.4319366676073034,0.1946795389011194,2
2019,Bali,0.2438449846718458,0.25341659833711266,0.24883733345823347,0.25390108353280805,3
2019,Banten,0.2532973750251907,0.2546133705068491,0.23743094896593206,0.25465830550202806,3
2019,Bengkulu,0.25604202111884033,0.2621331009493116,0.2194131477000672,0.2624117302317809,3
2019,DKI Jakarta,0.257209493689474,0.2565437512351161,0.22975422924095285,0.2564925258344571,0
2019,Daerah Istimewa Yogyakarta,0.29843691134860234,0.27745098630362014,0.14776482200055732,0.27634728034722017,0
2019,Gorontalo,0.2847061839976987,0.2884331160074812,0.13840693714547853,0.2884537628493415,3
2019,Jambi,0.21413701871827479,0.2332023867982082,0.31841598360641266,0.23424461087710438,2
2019,Jawa Barat,0.2711320841403049,0.2676260675136611,0.19385963816552498,0.2673822101805091,0
2019,Jawa Tengah,0.3373516515107147,0.2852993700923395,0.09453265966402553,0.28281631873292024,0
2019,Jawa Timur,0.34072570177870887,0.2845045494007054,0.09288303282390059,0.28188671599668513,0
2019,Kalimantan Barat,0.28445733964669273,0.2909226712370975,0.13359793339722412,0.2910220557189857,3
2019,Kalimantan Selatan,0.3352074586936825,0.28433053698765937,0.09852729663557216,0.28193470768308593,0
2019,Kalimantan Tengah,0.3425305244290829,0.2917160750938603,0.0766188191082875,0.2891345813687693,0
2019,Kalimantan Timur,0.3355018496511173,0.2884042493702309,0.09003964585798649,0.2860542551206653,0
2019,Kalimantan Utara,0.29921603206192665,0.27958963444309337,0.1426518470718416,0.27854248642313834,0
2019,Kepulauan Bangka Belitung,0.20287827476925588,0.21590252701676496,0.3645889599274455,0.21663023828653372,2
2019,Kepulauan Riau,0.26316445584895287,0.29524817176334706,0.14478520178408996,0.2968021706036101,3
2019,Lampung,0.2672685228600808,0.2668841893872244,0.19904105025732802,0.2668062374953668,0
2019,Maluku,0.24746787347269225,0.28177436118376226,0.18714993885178446,0.28360782649176103,3
2019,Maluku Utara,0.26000632202874374,0.2660048586310205,0.20772919830809375,0.266259621032142,3
2019,Nusa Tenggara Barat,0.27216494907653027,0.26917684313211765,0.18969842335806886,0.2689597844332833,0
2019,Nusa Tenggara Timur,0.09763299611497193,0.11622843810612157,0.6687622366757628,0.11737632910314373,2
2019,Papua,0.22781919264447384,0.2366317207145047,0.2984439436141129,0.23710514302690863,2
2019,Papua Barat,0.23972646237230885,0.24457071910373662,0.2708763520782616,0.2448264664456929,2
2019,Riau,0.23201819700122928,0.244489576161866,0.27835363075888403,0.24513859607802066,2
2019,Sulawesi Barat,0.28958371795821714,0.27426815043901903,0.16270296048029528,0.27344517112246847,0
2019,Sulawesi Selatan,0.3257473030574662,0.30576834100979966,0.0643205099628775,0.30416384596985674,0
2019,Sulawesi Tengah,0.20270396763115042,0.2233545868408334,0.349425043196311,0.224516402331705,2
2019,Sulawesi Tenggara,0.2684044575350079,0.2749547590213771,0.18143375139255916,0.27520703205105584,3
2019,Sulawesi Utara,0.28668058166128996,0.28026395570635454,0.1532387097021391,0.2798167529302164,0
2019,Sumatera Barat,0.3387877003321623,0.2898974864945085,0.08385754415329798,0.28745726902003127,0
2019,Sumatera Selatan,0.28465431942640074,0.2740161619128837,0.16792428407118254,0.27340523458953303,0
2019,Sumatera Utara,0.2513302878654036,0.26823054941749536,0.21137193853501635,0.2690672241820846,3
2020,Aceh,0.20210034143814043,0.21307235692372395,0.37113624138396784,0.21369106025416781,2
2020,Bali,0.2363776013440251,0.24423637189813696,0.2747347486055808,0.24465127815225718,2
2020,Banten,0.2581775839528667,0.2578105657160914,0.22624830210806082,0.2577635482229811,0
2020,Bengkulu,0.33299140350016787,0.2888849858376947,0.09145363568014823,0.28666997498198926,0
2020,DKI Jakarta,0.2595107663563715,0.25783321783762336,0.22493123430974318,0.257724781496262,0
2020,Daerah Istimewa Yogyakarta,0.30875986323000576,0.2795111978337666,0.13368906041604828,0.2780398785201795,0
2020,Gorontalo,0.3386858107284386,0.28680947361700576,0.09016709506620031,0.28433762058835527,0
2020,Jambi,0.17856660204741945,0.2002438369441129,0.41969753190088793,0.2014920291075797,2
2020,Jawa Barat,0.3017212144500209,0.28476675415936303,0.12975030409466856,0.28376172729594745,0
2020,Jawa Tengah,0.3275457540897614,0.29717253251927067,0.07997239124529967,0.29530932214566835,0
2020,Jawa Timur,0.33519084611777317,0.28403000479361307,0.09915778101305152,0.2816213680755623,0
2020,Kalimantan Barat,0.33164553909629346,0.2900422093365074,0.09041607097454758,0.2878961805926516,0
2020,Kalimantan Selatan,0.33328065200485185,0.2841326390525673,0.10077731617259027,0.2818093927699906,0
2020,Kalimantan Tengah,0.3319780160386004,0.29751968912790533,0.0749892979220756,0.2955129969114187,0
2020,Kalimantan Timur,0.3395982468206657,0.28535109819361826,0.09225744153225725,0.2827932134534588,0
2020,Kalimantan Utara,0.297775687530644,0.2807001738006404,0.14177550331944624,0.2797486353492694,0
2020,Kepulauan Bangka Belitung,0.26688339242214226,0.27648215440661644,0.17975666168939022,0.276877791481851,3
2020,Kepulauan Riau,0.27920126936357376,0.2838791026191546,0.15296431391889345,0.2839553140983781,3
2020,Lampung,0.24664836106614263,0.2785310283309442,0.19459473716585005,0.2802258734370632,3
2020,Maluku,0.17385487257798116,0.18860901634359226,0.44808236273703017,0.18945374834139636,2
2020,Maluku Utara,0.2870785186918683,0.2810431556089129,0.15125972939391197,0.2806185963053069,0
2020,Nusa Tenggara Barat,0.21015768545928915,0.22395911050573442,0.34116615407736134,0.22471704995761507,2
2020,Nusa Tenggara Timur,0.15365844769169232,0.18987867215321547,0.46432669099984436,0.19213618915524794,2
2020,Papua,0.17910730978753242,0.19532280306199556,0.42932054395056846,0.1962493431999036,2
2020,Papua Barat,0.23956458225769595,0.2451348427933785,0.2698744925588803,0.24542608239004532,2
2020,Riau,0.20647884383830492,0.2172469331547157,0.3584263492061009,0.21784787380087844,2
2020,Sulawesi Barat,0.24942262923913433,0.25488615713100443,0.24054896233392276,0.2551422512959385,3
2020,Sulawesi Selatan,0.31639543728458325,0.30703575349732426,0.07059036516568132,0.30597844405241115,0
2020,Sulawesi Tengah,0.2995630230536656,0.2808233299184314,0.1398192329444909,0.2797944140834121,0
2020,Sulawesi Tenggara,0.3277552563525256,0.29462400437953556,0.08486104509323578,0.292759694174703,0
2020,Sulawesi Utara,0.2573057172054992,0.25610071586352817,0.2305703983198525,0.2560231686111201,0
2020,Sumatera Barat,0.34974272490084857,0.29005679826894437,0.0730235936905768,0.28717688313963025,0
2020,Sumatera Selatan,0.3367787783340466,0.2883589823719651,0.08890514759516902,0.28595709169881917,0
2020,Sumatera Utara,0.31922422593577393,0.29226466058632117,0.09777873257868835,0.2907323808992165,0
2021,Aceh,0.1454621759288627,0.16151663241514294,0.5305651094446499,0.16245608221134455,2
2021,Bali,0.23871810413377542,0.24792724004240663,0.26494910620542056,0.2484055496183974,2
2021,Banten,0.26570279728612567,0.26448476408277516,0.2054462888282827,0.2643661498028165,0
2021,Bengkulu,0.2705160896356078,0.2687600412595514,0.19210634179216055,0.26861752731268024,0
2021,DKI Jakarta,0.2653996776109931,0.2615643592268707,0.21170003929564404,0.2613359238664922,0
2021,Daerah Istimewa Yogyakarta,0.27962569557078065,0.2700525598001424,0.1808049322424126,0.2695168123866643,0
2021,Gorontalo,0.23000503705991426,0.23579826269792148,0.2980802892434677,0.23611641099869668,2
2021,Jambi,0.265767894221786,0.26589857503872166,0.20248722638311212,0.26584630435638024,1
2021,Jawa Barat,0.2924740654949775,0.28086659084313026,0.14652017835895834,0.280139165302934,0
2021,Jawa Tengah,0.3148252271886785,0.29838371161459265,0.08963299388076398,0.29715806731596484,0
2021,Jawa Timur,0.33679561702201755,0.2870659885372487,0.09149580139055485,0.284642593050179,0
2021,Kalimantan Barat,0.3185608462478653,0.28573633792316305,0.11166112816875642,0.2840416876602153,0
2021,Kalimantan Selatan,0.3417135438316797,0.28494847664952455,0.09102859382028962,0.2823093856985061,0
2021,Kalimantan Tengah,0.2409981940839751,0.2676825281158816,0.22221937539054862,0.2690999024095947,3
2021,Kalimantan Timur,0.36119797422325656,0.2860966668820446,0.06999587190114147,0.28270948699355736,0
2021,Kalimantan Utara,0.2873414759346328,0.27324055673206404,0.1669302198106926,0.2724877475226106,0
2021,Kepulauan Bangka Belitung,0.2303345769681267,0.24582046113538364,0.2772004034683783,0.24664455842811142,2
2021,Kepulauan Riau,0.2291156535942744,0.2405724607931521,0.2891355225216705,0.24117636309090298,2
2021,Lampung,0.25051471255392405,0.2901158623748677,0.16716701761263386,0.2922024074585744,3
2021,Maluku,0.15646644052549724,0.17180152937709703,0.4990375977356346,0.17269443236177115,2
2021,Maluku Utara,0.24515953365739168,0.25399515320493404,0.2464033328152027,0.2544419803224715,3
2021,Nusa Tenggara Barat,0.22866668824296527,0.24470845413688955,0.28107421935140237,0.24555063826874274,2
2021,Nusa Tenggara Timur,0.2173637988090909,0.24052104220734088,0.3003284120471312,0.24178674693643706,2
2021,Papua,0.2036234140460606,0.24172634119651182,0.31066964573394806,0.24398059902347952,2
2021,Papua Barat,0.21169467573386475,0.22141507996228924,0.3449345192285273,0.22195572507531872,2
2021,Riau,0.31490364274303484,0.2842269080570491,0.11821860279939889,0.28265084640051724,0
2021,Sulawesi Barat,0.27924403330461023,0.27590416325709055,0.16922774525386056,0.27562405818443864,0
2021,Sulawesi Selatan,0.3065883080505656,0.3035185825292582,0.08698180603659274,0.3029113033835835,0
2021,Sulawesi Tengah,0.20977511171089233,0.22376956917489205,0.34191559715176256,0.2245397219624531,2
2021,Sulawesi Tenggara,0.3105360825000275,0.2876787590845023,0.11539166185168165,0.28639349656378854,0
2021,Sulawesi Utara,0.28511710470596013,0.29539300359033804,0.12385205245191143,0.2956378392517904,3
2021,Sumatera Barat,0.3366033842601138,0.2882734227846932,0.08921264868049217,0.2859105442747009,0
2021,Sumatera Selatan,0.35933507220185174,0.2883470955167805,0.06729430483748738,0.2850235274438803,0
2021,Sumatera Utara,0.16860183097776169,0.1877425938933596,0.4548092774495899,0.1888462976792888,2
2022,Aceh,0.12757725890474703,0.1514422149617383,0.5680754186182441,0.1529051075152706,2
2022,Bali,0.24804073123595438,0.2542695117647123,0.2431109141099428,0.2545788428893905,3
2022,Banten,0.26705877734431704,0.2663297500747172,0.20038692844541112,0.2662245441355546,0
2022,Bengkulu,0.29417411167316965,0.2766865298527258,0.1533856451872761,0.2757537132868284,0
2022,DKI Jakarta,0.2567446484540109,0.26392717794908566,0.2150729637596031,0.26425520983730033,3
2022,Daerah Istimewa Yogyakarta,0.3047416030830761,0.2815976988746843,0.1332918886948019,0.28036880934743774,0
2022,Gorontalo,0.2204588902969555,0.23920516986230925,0.30010354282850943,0.24023239701222582,2
