Run,K-Means,FCM,FRCM,FA-FRCM
1,0.05161307354896321,0.053095880704039006,0.04698624993509349,0.04698842008323063
2,0.05705574489748899,0.053095880704039006,0.08302858361691617,0.07596218929346195
3,0.08832395140861522,0.053095880704039006,0.11413026251146649,0.03434631977920531
4,0.05161307354896321,0.053095880704039006,0.05899727825293052,0.04698624993509349
5,0.0895337479712266,0.053095880704039006,0.044599448113770014,0.04698842008323063
6,0.06448338292070921,0.053095880704039006,0.08302858361691617,0.1117935146491225
7,0.0919352730540859,0.053095880704039006,0.04104165329060264,0.061801388706043396
8,0.0919352730540859,0.053095880704039006,0.04104165329060264,0.04698624993509349
9,0.03865421384317926,0.053095880704039006,0.04104165329060264,0.04698624993509349
10,0.08837879189831431,0.053095880704039006,0.1117935146491225,0.1117935146491225
11,0.062066970777658194,0.053095880704039006,0.062066970777658194,0.03434631977920531
12,0.06448338292070921,0.053095880704039006,0.074316511404624,0.03434631977920531
13,0.057817124485853744,0.053095880704039006,0.08685497993964421,0.05620246728953738
14,0.05732970455732236,0.053095880704039006,0.03942949066824266,0.1117935146491225
15,0.0676453561894013,0.053095880704039006,0.074316511404624,0.04698842008323063
16,0.05705574489748899,0.053095880704039006,0.074316511404624,0.04104165329060264
17,0.0919352730540859,0.053095880704039006,0.04104165329060264,0.03434631977920531
18,0.05620246728953738,0.053095880704039006,0.074316511404624,0.04698842008323063
19,0.07596218929346195,0.053095880704039006,0.08302858361691617,0.07596218929346195
20,0.05620246728953738,0.053095880704039006,0.0730552613126647,0.05967375732777056
21,0.07819871688647177,0.053095880704039006,0.04104165329060264,0.07596218929346195
22,0.05161307354896321,0.053095880704039006,0.08302858361691617,0.08837879189831431
23,0.07819871688647177,0.053095880704039006,0.074316511404624,0.04698624993509349
24,0.05994752573640934,0.053095880704039006,0.03434631977920531,0.07596218929346195
25,0.0919352730540859,0.053095880704039006,0.0581149647093292,0.03434631977920531
26,0.05994752573640934,0.053095880704039006,0.05994752573640934,0.03813271492537446
27,0.06448338292070921,0.053095880704039006,0.05994752573640934,0.04698842008323063
28,0.0919352730540859,0.053095880704039006,0.074316511404624,0.04698624993509349
29,0.07819871688647177,0.053095880704039006,0.08302858361691617,0.07596218929346195
30,0.05967375732777056,0.053095880704039006,0.08302858361691617,0.04698842008323063
31,0.08658729411315905,0.053095880704039006,0.0730552613126647,0.07596218929346195
32,0.08658729411315905,0.053095880704039006,0.08097854471995293,0.08837879189831431
33,0.058200096117131186,0.053095880704039006,0.0606795008339324,0.04698624993509349
34,0.05967375732777056,0.053095880704039006,0.074316511404624,0.1117935146491225
35,0.09370942383083583,0.053095880704039006,0.05833217305903573,0.04698624993509349
36,0.03434631977920531,0.053095880704039006,0.074316511404624,0.04698842008323063
37,0.05620246728953738,0.053095880704039006,0.074316511404624,0.03434631977920531
38,0.05489115154105997,0.053095880704039006,0.057415742039794965,0.08302858361691617
39,0.06448338292070921,0.053095880704039006,0.08302858361691617,0.07596218929346195
40,0.05537801465607971,0.053095880704039006,0.04104165329060264,0.1117935146491225
41,0.0825434216932986,0.053095880704039006,0.08685497993964421,0.03434631977920531
42,0.07819871688647177,0.053095880704039006,0.08302858361691617,0.04698842008323063
43,0.05349454632791246,0.053095880704039006,0.08302858361691617,0.07596218929346195
44,0.08658729411315905,0.053095880704039006,0.074316511404624,0.04698624993509349
45,0.08907488592704016,0.053095880704039006,0.03434631977920531,0.04132928236309223
46,0.05705574489748899,0.053095880704039006,0.074316511404624,0.04698842008323063
47,0.0919352730540859,0.053095880704039006,0.04104165329060264,0.03434631977920531
48,0.08837879189831431,0.053095880704039006,0.0657265525893008,0.05732970455732236
49,0.05994752573640934,0.053095880704039006,0.08302858361691617,0.07596218929346195
50,0.05705574489748899,0.053095880704039006,0.074316511404624,0.04698624993509349
51,0.08825824053017967,0.053095880704039006,0.04104165329060264,0.04698842008323063
52,0.0978594119207202,0.053095880704039006,0.074316511404624,0.04698624993509349
53,0.05620246728953738,0.053095880704039006,0.0730552613126647,0.1117935146491225
54,0.06448338292070921,0.053095880704039006,0.074316511404624,0.05620246728953738
55,0.07303550461813933,0.053095880704039006,0.074316511404624,0.04698624993509349
56,0.08658729411315905,0.053095880704039006,0.074316511404624,0.03434631977920531
57,0.08658729411315905,0.053095880704039006,0.074316511404624,0.04698842008323063
58,0.07303550461813933,0.053095880704039006,0.074316511404624,0.04698624993509349
59,0.05705574489748899,0.053095880704039006,0.074316511404624,0.04698842008323063
60,0.0919352730540859,0.053095880704039006,0.074316511404624,0.04698842008323063
61,0.05705574489748899,0.053095880704039006,0.074316511404624,0.038629638216163185
62,0.09370942383083583,0.053095880704039006,0.074316511404624,0.04698842008323063
63,0.07819871688647177,0.053095880704039006,0.08302858361691617,0.03434631977920531
64,0.08658729411315905,0.053095880704039006,0.0730552613126647,0.04698842008323063
65,0.032348355463925935,0.053095880704039006,0.04104165329060264,0.04698842008323063
66,0.0919352730540859,0.053095880704039006,0.08302858361691617,0.05620246728953738
67,0.05705574489748899,0.053095880704039006,0.074316511404624,0.08302858361691617
68,0.08658729411315905,0.053095880704039006,0.04104165329060264,0.08302858361691617
69,0.03420718286816677,0.053095880704039006,0.08302858361691617,0.08907488592704016
70,0.08658729411315905,0.053095880704039006,0.04104165329060264,0.04698624993509349
71,0.06593672722610405,0.053095880704039006,0.05732970455732236,0.05967375732777056
72,0.09147358324869449,0.053095880704039006,0.03572377744452788,0.04698624993509349
73,0.06448338292070921,0.053095880704039006,0.074316511404624,0.04698842008323063
74,0.053986896495540566,0.053095880704039006,0.08302858361691617,0.04698624993509349
75,0.07596218929346195,0.053095880704039006,0.05705574489748899,0.08302858361691617
76,0.0895337479712266,0.053095880704039006,0.03434631977920531,0.04698624993509349
77,0.05705574489748899,0.053095880704039006,0.074316511404624,0.04698842008323063
78,0.08825824053017967,0.053095880704039006,0.04104165329060264,0.07596218929346195
