T,avg_final_objective,std_final_objective,avg_boundary_ratio,avg_lower_ratio,avg_max_cluster_ratio,avg_n_iter,n_imbalanced_runs
0.05,49.34157374929531,3.058384546938028,0.10452755905511812,0.8954724409448819,0.6165354330708661,17.05,0
0.07,47.46765150517431,3.093229062350852,0.14724409448818898,0.8527559055118109,0.6328740157480315,18.1,0
0.08,47.07660720034651,3.093961531306304,0.1625984251968504,0.8374015748031496,0.6368110236220472,19.95,0
0.09,46.19070866896299,2.913798478418061,0.18011811023622046,0.8198818897637794,0.6411417322834645,20.15,0
0.1,45.59473092432459,2.9968568605717105,0.20570866141732283,0.7942913385826771,0.6387795275590552,22.8,0
