Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Harian(ton),Sisa Makanan (%),Kayu-Ranting (%),Kertas-Karton (%),Plastik(%),Logam(%),Kain(%),Karet- Kulit (%),Kaca(%),Lainnya(%),Rumah Tangga(ton),Perkantoran(ton),Pasar(ton),Perniagaan(ton),Fasilitas Publik(ton),Kawasan(ton),Lain(ton)
2025,Sulawesi Selatan,Kab. Bantaeng,86.91,30.13,27.5,10.0,14.0,2.24,3.0,2.0,1.13,10.0,33.55,5.05,13.61,17.84,5.77,6.04,2.79
2025,Sulawesi Selatan,Kab. Bone,413.69,39.5,12.8,11.7,19.1,3.5,2.2,1.9,2.1,7.2,413.0,6.8,30.4,2.7,3.42,1.2,4.3
2025,Sulawesi Selatan,Kab. Luwu,154.14,40.0,10.0,25.0,15.0,3.0,1.0,2.0,2.0,2.0,22.0,0.5,1.0,0.5,2.0,0.4,7.5875
2025,Sulawesi Selatan,Kab. Luwu Utara,167.58,55.0,5.0,10.0,10.0,0.1,2.0,2.5,0.5,14.9,65.0,5.0,10.0,5.0,5.0,6.864999999999999,10.0
2025,Sulawesi Tenggara,Kab. Kolaka,126.29,65.0,5.0,10.0,10.0,5.0,1.0,1.0,2.0,1.0,78.39,3.62,18.09,6.03,10.85,1.21,2.41
2025,Sulawesi Tenggara,Kab. Konawe,133.57,25.0,10.0,10.0,30.0,10.0,0.7,0.5,11.0,2.8,35.0,1.0,9.0,0.3,3.0,1.845,2.81
2025,Sulawesi Tenggara,Kab. Buton,61.01,50.0,15.0,5.0,10.0,5.0,5.0,2.0,1.0,7.0,38.0,1.0,9.0,1.0,5.0,2.0,5.0
2025,Sulawesi Tenggara,Kab. Konawe Utara,33.38,41.0,11.0,11.0,17.0,2.0,2.0,2.0,2.0,12.0,1.69,0.17,0.6,0.12,1.05,1.69,2.81
2025,Sulawesi Tenggara,Kota Kendari,260.32,52.19,12.69,9.36,12.16,1.55,1.3,1.65,1.87,7.23,188.0,0.56,51.21,2.18,3.45,9.75,1.02
2025,Gorontalo,Kab. Bone Bolango,52.44,29.22,30.45,14.31,21.22,2.35,2.1,1.05,1.4,5.2,17.68,1.65,15.0,7.18,5.65,4.92,1.08
2025,Maluku,Kab. Maluku Barat Daya,38.3,13.49,22.31,15.68,20.11,4.77,3.74,5.97,3.91,10.02,7.25,0.66,3.28,4.75,0.22,0.77,0.47
2025,Maluku,Kota Ambon,256.41,40.0,10.0,12.0,20.0,5.0,4.0,3.0,3.5,2.5,70.82,30.21,60.04,36.75,33.95,10.06,14.58
2025,Papua,,58.57,17.5,10.5,15.0,20.0,4.67,3.0,2.09,3.32,3.556470588235294,29.0,5.0,10.0,6.3,5.06,3.7352173913043476,4.004444444444444
2025,Papua Barat,,156.67,44.0,2.0,10.0,26.0,5.0,5.0,7.5,2.5,19.0,70.4,3.6,19.8,3.6666666666666665,4.12,3.0,2.765
2025,Papua Selatan,,47.4,20.866666666666667,11.85,16.916666666666668,29.933333333333334,3.1166666666666667,2.4,3.0,1.8,2.05,24.575,2.0,4.0,3.0,2.56,2.56,0.8500000000000001
2025,Papua Barat Daya,Kab. Sorong,51.87,51.3,1.23,16.06,16.37,5.63,0.72,2.0,1.69,7.0,39.0,6.0,14.0,23.0,8.0,10.0,4.0
2025,Papua Pegunungan,,113.0,22.0,10.0,10.0,25.0,7.0,10.0,3.0,10.0,3.0,8.0,5.0,6.0,5.0,1.0,0.5,0.5
2024,Aceh,Kab. Aceh Selatan,95.79,30.08,12.29,13.1,16.33,6.4,5.42,3.43,5.35,7.6,1.1,0.95,6.0,5.65,5.95,0.4,2.0
2024,Aceh,Kab. Aceh Tenggara,114.68,47.0,5.0,9.0,25.0,4.0,3.0,3.0,4.0,5.0,21.0,16.0,28.0,8.0,9.0,18.0,2.0
2024,Aceh,Kab. Aceh Timur,184.56,25.0,21.0,9.0,14.0,7.0,5.0,6.0,8.0,5.0,18.0,5.0,12.0,9.0,5.0,2.0,2.0
2024,Aceh,Kab. Aceh Tengah,113.98,22.0,18.0,7.0,26.0,3.0,11.0,5.0,5.0,3.0,50.0,7.0,15.0,11.0,5.0,8.0,4.0
2024,Aceh,Kab. Aceh Barat,102.55,57.0,3.3,6.0,24.0,4.0,3.0,1.0,1.2,0.5,56.65,5.5,21.6,10.65,2.95,2.8,2.4
2024,Aceh,Kab. Aceh Besar,149.14,25.5,25.5,9.5,21.6,5.1,3.3,3.3,3.7,2.5,48.2,2.7,19.6,12.1,4.3,7.8,5.3
2024,Aceh,Kab. Pidie,181.02,8.5,7.5,19.3,35.7,4.0,1.0,3.0,2.0,19.0,15.0,10.0,60.1,9.9015,5.9,2.8,9.0
2024,Aceh,Kab. Aceh Utara,307.32,30.0,10.0,10.0,40.0,5.0,2.0,1.0,1.0,1.0,150.0,2.0,112.0,20.32,10.0,10.0,3.0
2024,Aceh,Kab. Simeulue,45.68,22.8,15.3,12.1,26.2,10.2,3.6,2.8,2.0,5.0,13.7,5.48,11.42,8.68,3.2,1.83,1.37
2024,Aceh,Kab. Aceh Singkil,54.9,30.0,10.0,15.0,22.0,2.0,5.0,3.0,2.0,11.0,34.0,0.3,12.0,5.0,0.6,2.0,1.0
2024,Aceh,Kab. Bireuen,161.77,42.7,9.9,14.2,18.9,2.6,2.1,2.2,2.3,5.1,20.0,4.3,13.71,9.9015,5.175238095238095,2.8,2.0
2024,Aceh,Kab. Aceh Barat Daya,80.03,20.0,2.0,25.0,30.0,11.0,2.0,3.0,1.0,6.0,25.0,15.0,30.0,10.0,10.0,5.0,5.0
2024,Aceh,Kab. Gayo Lues,41.94,40.0,14.0,4.0,32.0,0.2,0.8,0.3,0.7,8.0,14.07,7.14,13.71,1.98,3.42,0.62,1.0
2024,Aceh,Kab. Aceh Jaya,50.34,48.0,14.0,10.0,14.0,9.0,2.0,1.0,1.0,1.0,18.0,4.0,14.0,6.0,5.0,3.0,0.34
2024,Aceh,Kab. Nagan Raya,70.58,45.0,6.0,5.0,35.0,1.0,2.0,2.0,1.0,3.0,17.5,0.5,8.5,6.0,1.0,1.3,1.5
2024,Aceh,Kab. Bener Meriah,68.81,19.0,27.0,20.0,18.0,5.0,3.0,3.0,4.0,1.0,35.97,0.18,5.95,19.06,2.41,0.81,1.5
2024,Aceh,Kab. Pidie Jaya,82.58,20.0,27.0,14.0,26.0,2.5,3.0,3.0,2.5,2.0,16.0,7.0,23.0,27.0,8.0,9.7,9.3
2024,Aceh,Kota Banda Aceh,259.4,29.48,23.59,6.34,25.75,0.49,1.87,0.19,1.47,10.82,76.5,0.23,3.72,15.69,2.85,2.8,1.01
2024,Aceh,Kota Sabang,17.41,20.0,10.0,5.0,20.0,10.0,5.0,5.0,15.0,10.0,7.0,3.0,0.5,4.5,0.5,2.0,2.0
2024,Aceh,Kota Lhokseumawe,100.2,50.0,8.0,20.0,10.0,5.0,0.12,0.6,2.28,4.0,59.0,14.0,11.8,3.4,6.6,3.2,2.0
2024,Aceh,Kota Langsa,97.37,22.0,20.0,9.0,15.0,7.0,10.0,7.0,8.0,2.0,20.0,4.3,15.0,12.0,14.0,2.55,2.0
2024,Aceh,Kota Subulussalam,48.89,26.0,20.0,10.0,15.0,2.0,5.0,5.0,2.0,15.0,10.0,0.5,9.0,2.0,3.0,5.0,0.5
2024,Sumatera Utara,Kab. Nias,59.2,5.0,18.0,5.0,55.0,2.0,1.0,1.0,1.0,12.0,9.0,0.3,1.98,6.452857142857141,0.33,7.84857142857143,0.93
2024,Sumatera Utara,Kab. Langkat,533.36,38.0,30.0,24.0,7.0,0.2,0.2,0.1,0.1,0.1,8.5,5.4,8.0,6.8,3.9,1.9,2.8
2024,Sumatera Utara,Kab. Simalungun,517.96,5.5,1.93,15.44,20.46,0.37,7.7,4.5,8.6,35.5,255.1,50.81,135.25,12.12,79.31,13.81,45.79
2024,Sumatera Utara,Kab. Dairi,132.23,52.79,10.99,12.48,22.0,0.32,0.35,0.2,0.53,0.34,50.0,10.0,23.0,10.0,14.0,10.0,10.0
2024,Sumatera Utara,Kab. Toba,110.35,25.15,13.4,4.13,9.39,1.38,4.56,13.25,6.45,22.29,42.56,2.37,19.88,2.79,6.76,12.42,24.69
2024,Sumatera Utara,Kab. Humbang Hasundutan,61.41,19.0,48.0,10.0,13.0,3.0,1.0,0.2,0.8,5.0,49.7,0.75,5.5,6.452857142857143,2.36,7.848571428571429,3.1
2024,Sumatera Utara,Kab. Samosir,57.23,25.5,13.0,15.0,31.0,3.5,3.5,2.0,2.0,4.5,30.5,8.0,6.2,5.0,2.0,5.0,5.0
2024,Sumatera Utara,Kota Sibolga,41.29,26.45,29.0,7.42,16.24,1.65,4.65,1.68,3.75,9.16,17.48,0.93,8.05,1.48,2.53,5.85,4.96
2024,Sumatera Utara,Kota Tanjung Balai,93.1,64.02,1.94,9.5,13.98,0.6,0.9,0.28,0.53,8.25,60.5,2.88,2.59,6.98,1.49,5.96,3.97
2024,Sumatera Barat,Kab. Pesisir Selatan,157.61,20.4,19.6,23.0,19.0,16.0,0.42,1.58,2.125,6.49,86.1,16.0,28.3,1.5,18.0,3.6,0.71
2024,Sumatera Barat,Kab. Solok,162.15,29.0,20.0,12.0,22.0,2.0,2.0,2.0,2.0,9.0,7.75,1.0,4.75,3.0,2.0,1.5,1.0
2024,Sumatera Barat,Kab. Sijunjung,100.18,20.2,37.5,14.0,19.3,6.7,0.3,0.2,1.15,0.65,23.1,1.7,8.6,1.5,0.2,1.0,0.36
2024,Sumatera Barat,Kab. Tanah Datar,131.35,69.34,12.373333333333333,8.63,6.0,2.24,1.57,1.39625,3.33,8.89,88.6,0.28,17.75,1.54,12.27,1.8,0.71
2024,Sumatera Barat,Kab. Padang Pariaman,229.58,31.82,0.46,12.78,43.77,2.24,0.78,2.07,0.5,7.82,15.0,12.0,30.0,2.645,5.775,3.0,12.0
2024,Sumatera Barat,Kab. Pasaman,127.23,61.21,1.9,15.7,12.35,4.1,0.37,0.63,1.9,1.84,52.3,5.65,13.4,3.93,9.1,10.12,5.5
2024,Sumatera Barat,Kab. Dharmasraya,121.1,53.0,10.0,5.0,30.0,1.0,1.0,1.39625,2.125,6.489999999999999,2.39,6.23,2.61,19.19,88.58,2.1,0.71
2024,Sumatera Barat,Kab. Solok Selatan,76.62,34.35,0.78,16.35,25.69,0.13,0.59,0.55,2.31,19.25,65.45,0.23,2.35,6.02,2.45,0.05,0.07
2024,Sumatera Barat,Kota Solok,58.73,45.73,11.12,16.88,20.72,1.78,0.35,0.14,0.81,2.47,47.63,0.93,7.15,2.29,0.26,0.05,0.42
2024,Sumatera Barat,Kota Sawahlunto,19.15,46.0,10.0,11.0,14.0,3.0,5.0,4.0,5.0,2.0,43.14666666666666,1.7,12.767777777777777,2.645,5.775,1.8,0.71
2024,Riau,Kab. Bengkalis,261.14,16.14,10.96,6.79,9.47,1.05,4.78,5.12,13.11,32.58,43.75,12.5,17.5,5.0,11.25,7.5,2.5
2024,Riau,Kab. Siak,192.07,39.0,15.0,10.0,26.0,1.0,2.0,2.0,3.0,2.0,17.5,5.0,7.0,2.0,4.5,3.0,1.0
2024,Riau,Kab. Kuantan Singingi,146.4,25.0,34.0,5.0,10.0,15.0,0.5,0.5,8.0,15.4675,25.0,5.9,8.5,6.0,5.9,5.9,1.75
2024,Riau,Kota Pekanbaru,1011.01,56.35,10.89,2.78,14.19,0.45,3.51,1.41,1.13,9.29,34.3125,7.4799999999999995,12.225,5.5,5.5,4.1,1.75
2024,Riau,Kota Dumai,171.77,48.97,7.5,5.3,8.95,2.27,3.72,2.5,2.79,18.0,51.0,6.52,15.9,43.46,0.35,0.0,1.75
2024,Jambi,Kab. Bungo,150.77,60.5,4.1,14.1,5.9,1.8,1.5,5.15,1.0,5.95,69.64,2.55,54.53,8.55,3.24,2.6,9.65
2024,Jambi,Kota Jambi,447.99,36.65,21.31,9.44,18.99,2.06,10.82,0.3,0.28,0.14,57.66,11.78,7.11,14.0,4.33,4.33,0.78
2024,Jambi,Kota Sungai Penuh,51.11,45.42,8.53,14.61,17.35,1.85,3.03,1.64,1.02,6.55,12372.45,8885.89,7675.27,2663.34,5278.26,14236.79,5.215
2024,Sumatera Selatan,Kab. Ogan Komering Ulu,154.94,35.0,25.0,10.0,15.0,7.0,3.0,2.0,3.0,7.8025,51.85,0.5,2.8,0.2,0.15,1.5,2.2466666666666666
2024,Sumatera Selatan,Kab. Muara Enim,235.17,55.24,17.88,6.16,14.22,0.26,1.51,0.23,0.77,3.73,66.88,23.76,53.94,3.88,0.11,0.12,2.2466666666666666
2024,Sumatera Selatan,Kab. Lahat,275.34,60.0,10.1,2.0,14.0,1.74,5.5,0.26,0.9,5.5,43.67,3.34,4.66,5.78,7.95,0.5,4.07
2024,Sumatera Selatan,Kab. Musi Rawas,168.6,2.93,10.39,11.56,13.13,13.13,6.05,13.01,13.06,16.74,270.26,0.12,17.36,1.12,0.72,0.18,5.29
2024,Sumatera Selatan,Kab. Musi Banyuasin,282.92,10.0,40.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,0.1,15.0,0.2,4.0,5.0,2.2466666666666666
2024,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,281.12,12.0,9.0,22.0,27.0,3.0,5.0,3.0,2.0,17.0,8.77,0.18,18.76,10.01,0.77,0.09,2.3
2024,Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,106.11,54.33,1.26,10.86,21.7,0.37,2.12,0.53,1.68,7.15,28.0,1.0,8.0,1.5,2.0,0.5,1.0
2024,Sumatera Selatan,Kota Pagar Alam,76.77,33.51,11.41,7.17,31.91,2.2,2.61,2.7,1.2,7.29,21.0,3.8,10.6,0.6,5.0,0.5,0.31
2024,Sumatera Selatan,Kota Prabumulih,101.66,42.88,1.44,9.02,39.72,4.0,0.04,0.09,2.8,0.01,63.03,8.13,10.17,10.17,0.51,9.15,0.51
2024,Bengkulu,Kab. Bengkulu Utara,186.83,30.0,10.0,10.0,40.0,5.0,2.0,1.0,1.0,1.0,20.72,0.8,7.21,1.6,2.2,0.76,2.9
2024,Bengkulu,Kab. Seluma,107.5,76.5,8.5,5.0,2.0,0.5,3.0,1.3,0.5,4.0,38.215,1.5950000000000002,9.57,3.9800000000000004,3.095,1.175,2.245
2024,Bengkulu,Kab. Lebong,45.91,64.45,8.58,8.56,12.84,0.2,0.89,1.6,0.73,2.1,55.71,2.39,11.93,6.36,3.99,1.59,1.59
2024,Lampung,Kab. Tulang Bawang,173.43,69.0,15.0,5.0,5.0,1.7,1.0,2.3480000000000003,1.072,5.0,22.0,2.0,12.0,1.0,2.0,47.050000000000004,3.0
2024,Lampung,Kab. Tanggamus,373.71,30.86,24.36,13.21,20.86,0.43,0.64,0.14,1.71,7.36,361.65,0.44,32.57,2.99,1.99,88.4,0.02
2024,Lampung,Kab. Pesawaran,172.96,30.0,23.0,10.0,17.0,10.0,2.0,7.0,0.5,0.5,48.0,0.39,15.6,0.42,1.2,47.050000000000004,1.51
2024,Lampung,Kab. Pringsewu,174.89,50.0,13.0,5.0,20.0,1.75,3.0,1.0,0.25,6.0,232.9125,1.4325,24.085,1.995,2.2725,47.050000000000004,1.51
2024,Lampung,Kab. Pesisir Barat,69.48,42.5,19.2,9.5,21.1,0.6,2.0,0.9,1.2,3.0,232.9125,1.4324999999999999,24.085,1.995,2.2725,47.050000000000004,1.51
2024,Lampung,Kota Bandar Lampung,770.14,15.8,20.1,3.0,2.6,1.7,1.7,2.7,1.7,50.7,500.0,2.9,340.0,25.0,3.9,5.7,1.51
2024,Kepulauan Bangka Belitung,Kab. Belitung,95.75,25.0,9.0,4.0,36.0,3.0,1.0,4.5,2.525,22.0,0.55,0.05,0.36,0.13,0.09,0.17,0.14
2024,Kepulauan Bangka Belitung,Kab. Bangka Selatan,86.43,20.0,15.0,15.0,25.0,10.0,4.0,8.0,1.0,2.0,0.2,0.15,0.5,0.3,0.1,0.4,0.1
2024,Kepulauan Bangka Belitung,Kab. Bangka Tengah,113.73,41.9,8.5,3.8,14.3,3.9,4.9,4.5,5.5,17.2,20755.38,830.22,6226.61,1660.43,2905.75,8302.15,830.22
2024,Kepulauan Bangka Belitung,Kab. Bangka Barat,85.77,40.0,6.0,24.0,17.0,1.1,1.5,3.5,2.6,4.3,83.0,0.5,1.26,0.27,0.5,0.24,0.14
2024,Kepulauan Bangka Belitung,Kab. Belitung Timur,52.85,57.0,9.625,5.0,17.0,2.0,2.0,2.0,1.0,14.0,41.775,0.325,0.88,0.28500000000000003,0.3,0.32,0.14
2024,Kepulauan Riau,Kab. Bintan,57.15,49.98,9.23,6.4,13.48,11.04,2.1,1.06,3.31,3.4,36.42,3.4,8.31,3.11,2.3,1.5,2.1
2024,Kepulauan Riau,Kab. Karimun,184.34,40.8,11.5,11.0,19.2,3.4,2.7,2.3,2.5,6.6,73.74,5.53,18.43,12.9,36.86,36.87,0.01
2024,Kepulauan Riau,Kota Tanjung Pinang,155.97,59.05,0.22,9.72,28.11,0.32,0.1,1.05,1.43,5.0,55.08,4.465,13.370000000000001,8.005,19.58,19.185,1.055
2024,DKI Jakarta,Kota Adm. Jakarta Selatan,1988.19,49.87,3.18,17.24,22.95,1.08,0.9,0.7,1.48,2.6,20.7,215.365,63.0,83.63,0.0,141.27,11.6
2024,Jawa Barat,Kab. Cianjur,1267.5,61.05,1.04,6.94,14.39,0.26,2.1,0.5,1.48,12.24,828.63,109.09,21.9,12.3,32.91,62.87,978.0
2024,Jawa Barat,Kab. Bandung,1312.21,42.0,10.0,11.0,20.0,2.0,1.0,1.1246153846153846,1.0,13.0,192.25,13.64,33.405,18.085,20.705,19.11,20.38
2024,Jawa Barat,Kab. Ciamis,501.02,38.0,0.4,16.0,20.0,10.0,4.0,1.0,10.2,0.4,245.5,20.04,85.17,85.17,25.05,20.04,20.04
2024,Jawa Barat,Kab. Kuningan,492.71,40.0,17.0,10.0,16.0,4.0,3.0,2.0,2.0,6.0,52025.36,11868.32,29931.74,47735.81,5160.53,31738.06,2579.81
2024,Jawa Barat,Kab. Majalengka,938.43,58.0,4.0,9.0,14.0,2.0,2.0,2.0,2.0,7.0,20.8,2.85,42.8,8.0,15.83,34.02,4.7
2024,Jawa Barat,Kab. Sumedang,482.27,30.0,7.5,10.5,27.5,3.0,4.5,2.5,6.5,8.0,109.88,13.64,24.01,1.41,0.83,6.28,20.38
2024,Jawa Barat,Kab. Indramayu,1136.54,27.0,6.4,25.0,35.8,1.0,1.8,0.8,0.7,1.5,954.69,13.64,85.24,23.87,19.32,18.18,21.59
2024,Jawa Barat,Kab. Purwakarta,418.28,59.03,0.21,7.53,16.65,1.44,1.01,0.85,1.23,12.05,139.0,3.0,13.0,3.0,2.0,3.0,20.38
2024,Jawa Barat,Kab. Bandung Barat,753.68,37.0,2.0,13.0,16.0,1.0,3.0,1.0,2.0,25.0,192.25,13.64,33.405,18.085,20.705,19.11,20.38
2024,Jawa Barat,Kab. Pangandaran,178.06,28.87,0.03,10.97,45.14,0.24,0.19,0.01,1.78,12.77,192.25,13.64,33.405,18.085,20.705,19.11,20.38
2024,Jawa Barat,Kota Bogor,755.36,40.0,14.0,20.0,15.0,1.0,2.5,0.5,1.0,6.0,394.59,75.54,90.78,113.3,22.66,37.77,20.72
2024,Jawa Barat,Kota Bandung,1496.31,44.52,3.98,13.12,16.7,0.9,4.75,2.38,1.97,11.68,60.0,4.0,10.0,6.0,13.3,5.0,1.7
2024,Jawa Barat,Kota Cirebon,216.35,49.22,11.76,5.56,19.01,0.71,1.76,0.58,1.43,9.97,104.41,1.27,8.01,58.0,22.09,13.89,8.68
2024,Jawa Barat,Kota Bekasi,1768.29,65.2,7.2,4.2,15.6,0.2,6.3,0.5,0.5,0.3,921.0,47.0,435.0,211.0,69.0,73.0,24.0
2024,Jawa Barat,Kota Tasikmalaya,334.88,25.3,14.96,12.19,31.53,0.87,3.4,1.1246153846153846,4.28,7.47,0.19,0.02,0.33,0.12,0.22,0.11,0.08
2024,Jawa Tengah,Kab. Cilacap,963.76,57.67,1.71,9.71,16.42,1.33,1.25,1.065,1.17,10.74,373.0,155.0,207.0,31.0,8.0,62.0,114.0
2024,Jawa Tengah,Kab. Banyumas,731.43,36.0,6.0,6.0,30.0,9.0,5.0,3.0,5.0,6.47,330.7,10.9,70.8,54.5,27.2,27.2,27.2
2024,Jawa Tengah,Kab. Purbalingga,513.67,60.43,2.02,9.02,18.69,0.61,2.26,5.09,0.81,1.07,106.85,14.55,14.46,32.04,47.62,14.9,283.24
2024,Jawa Tengah,Kab. Kebumen,485.12,35.1,13.02,10.77,12.57,0.36,0.46,0.29,0.41,27.02,65.0,9.0,6.0,4.0,10.0,4.0,5.0
2024,Jawa Tengah,Kab. Purworejo,323.12,21.53,25.17,6.95,18.18,0.44,3.09,2.86,0.8,20.98,57.11,0.01,13.88,0.16,1.42,0.27,0.12
2024,Jawa Tengah,Kab. Wonosobo,363.87,60.93,9.5,13.57,9.11,2.5,1.0,0.31,0.74,2.34,260.0,2.0,50.0,10.0,6.0,5.0,30.0
2024,Jawa Tengah,Kab. Magelang,668.71,45.41,6.71,4.43,24.87,0.61,2.15,0.68,1.32,13.82,152.64499999999998,10.92,25.3,12.54,12.32,14.82,12.175
2024,Jawa Tengah,Kab. Boyolali,299.79,23.23,36.17,14.56,6.61,13.58,3.72,1.06,0.27,0.8,89.94,37.47,59.96,74.95,19.49,14.99,2.99
2024,Jawa Tengah,Kab. Klaten,653.97,60.0,5.0,5.0,20.0,0.5,5.0,3.0,0.5,1.0,352.5,10.92,3.4,2.2,12.32,6.4,12.175
2024,Jawa Tengah,Kab. Sukoharjo,366.59,52.55,0.42,13.33,23.79,0.89,1.19,0.33,1.03,6.47,241.13,37.41,13.87,14.91,30.22,17.0,12.49
2024,Jawa Tengah,Kab. Wonogiri,348.4,30.0,15.0,25.0,10.0,5.0,5.0,3.5,4.5,2.0,156.78,52.26,87.1,13.94,20.9,10.45,6.97
2024,Jawa Tengah,Kab. Karanganyar,382.05,63.0,3.0,5.0,20.0,1.0,2.0,1.0,3.0,2.0,45.0,2.0,21.0,1.0,1.0,14.82,12.175
2024,Jawa Tengah,Kab. Sragen,598.49,74.3,0.8,8.9,11.2,0.5,1.8,0.3,1.8,0.4,188.35,40.22,148.78,50.15,102.94,64.28,3.77
2024,Jawa Tengah,Kab. Rembang,266.2,38.12,1.59,13.38,34.45,0.93,1.88,0.77,1.33,7.55,52.28,3.68,1661.23,0.02,152.0,14.82,11.86
2024,Jawa Tengah,Kab. Pati,679.68,30.0,5.0,20.0,25.0,5.0,5.0,2.0,5.0,3.0,512.3,20.6,26.6,25.0,18.5,58.6,18.08
2024,Jawa Tengah,Kab. Kudus,438.91,30.65,24.89,10.08,13.02,5.24,5.43,3.62,5.77,1.3,239.52,14.94,90.56,25.76,30.85,14.82,20.94
2024,Jawa Tengah,Kab. Jepara,432.65,53.31,0.96,8.79,23.36,0.69,2.44,0.94,1.16,8.35,87.84,1.11,7.88,48.07,5.79,26.25,1.55
2024,Jawa Tengah,Kab. Demak,626.49,39.69,12.9,12.08,17.89,3.26,2.49,1.75,2.36,7.58,493.92,12.6,48.15,36.26,12.32,17.22,6.02
2024,Jawa Tengah,Kab. Semarang,538.96,61.56,11.58,4.25,18.53,0.27,0.18,1.065,0.38,3.25,371.0,10.0,85.0,10.0,10.0,24.0,20.0
2024,Jawa Tengah,Kab. Temanggung,405.9,30.95,17.16,7.36,19.24,7.57,1.89,2.1,2.02,11.71,281.41,10.92,13.29,11.14,48.16,14.82,40.98
2024,Jawa Tengah,Kab. Kendal,437.22,30.61,15.08,9.49,23.02,0.29,8.0,1.07,0.87,11.57,152.64499999999998,10.92,25.3,12.54,12.32,14.82,12.175
2024,Jawa Tengah,Kab. Batang,472.46,23.19,4.96,21.88,19.44,1.33,3.320689655172414,0.15,0.36,30.02,104.76,3.24,4.14,3.43,60.54,3.58,34.58
2024,Jawa Tengah,Kab. Pekalongan,402.95,31.2,12.9,10.4,26.7,2.7,2.6,2.0,1.3,10.2,204.74,56.37,27.6,60.44,15.31,35.42,3.06
2024,Jawa Tengah,Kab. Pemalang,472.32,23.0,16.0,11.0,21.0,5.0,6.0,6.0,9.0,3.0,36.0,11.0,24.0,8.0,7.0,12.0,2.0
2024,Jawa Tengah,Kab. Tegal,661.94,52.54,3.39,4.46,23.09,0.21,4.14,1.065,0.93,11.24,152.64499999999998,10.92,25.3,12.54,12.32,14.82,12.175
2024,Jawa Tengah,Kab. Brebes,1021.54,5.0,50.0,5.0,25.0,4.0,4.0,1.0,1.0,5.0,25.0,3.0,45.0,2.0,10.0,9.0,6.0
2024,Jawa Tengah,Kota Magelang,80.86,44.54,13.72,21.01,13.09,3.72,0.0,0.01,2.54,1.37,6.3,7.51,11.15,6.64,7.68,8.64,14.03
2024,Jawa Tengah,Kota Surakarta,420.17,38.18,5.64,13.64,22.73,3.64,7.27,1.065,1.3,8.9,148.51,74.26,2.75,74.26,3.44,0.13,54.46
2024,Jawa Tengah,Kota Salatiga,115.06,15.0,12.0,24.6,12.91,12.3,6.16,2.0,7.52,7.51,152.64499999999998,10.92,25.3,12.54,12.32,14.82,12.175
2024,Jawa Tengah,Kota Semarang,1189.71,60.8,9.5,10.2,17.2,1.2,4.9,1.0,1.8,2.9,72.0,0.5,2.6,8.0,9.0,6.6,1.3
2024,Daerah Istimewa Yogyakarta,Kab. Bantul,421.52,58.47,1.8,12.27,26.26,0.22,1.47,0.27,0.8,0.24,324.61,0.95,12.03,53.39,40.19,29.0,20.775
2024,Daerah Istimewa Yogyakarta,Kab. Gunungkidul,368.0,47.0,1.8,15.0,15.0,1.0,1.0,0.2,1.0,18.0,300.0,6300.0,13200.0,4750.0,1.0,29.0,28.0
2024,Daerah Istimewa Yogyakarta,Kab. Sleman,601.79,46.49,1.8,17.08,32.77,0.99,0.16,0.03,0.57,1.9,413.23,2.53,56.2,1.0,115.28,29.0,13.55
2024,Jawa Timur,Kab. Pacitan,304.67,68.2,2.9,8.2,17.2,0.3,0.2,0.3,0.5,2.2,19.62,0.66,6.22,1.25,0.91,1.41,1.15
2024,Jawa Timur,Kab. Ponorogo,383.8,20.0,25.11,16.53,21.89,0.48,6.62,1.43,0.6,7.34,94.16499999999999,5.3,23.02,6.0,8.969999999999999,7.710000000000001,9.719999999999999
2024,Jawa Timur,Kab. Trenggalek,302.44,45.0,12.0,13.0,21.0,2.0,1.0,3.0,1.0,2.0,124.14,19.75,44.86,56.17,19.72,18.87,10.44
2024,Jawa Timur,Kab. Tulungagung,450.4,18.17,44.81,12.6,17.3,1.3,0.6,0.92,0.6,3.7,75621.82,1972.74,37153.33,27289.61,5096.25,15946.34,1315.16
2024,Jawa Timur,Kab. Blitar,417.0,40.0,15.0,11.55,15.0,0.9,1.94,0.52,0.92,14.17,93.92,5.3,46.73,6.0,77.88,7.710000000000001,4.55
2024,Jawa Timur,Kab. Kediri,673.78,45.32,12.47,4.28,16.72,10.0,1.02,0.63,1.62,7.94,354.32,13.04,27.22,52.66,135.54,80.16,13.85
2024,Jawa Timur,Kab. Lumajang,545.7,43.3,16.25,9.3,15.3,1.17,2.25,2.3,1.3,8.83,94.16499999999999,5.3,23.02,6.0,8.969999999999999,7.710000000000001,9.719999999999999
2024,Jawa Timur,Kab. Jember,835.52,50.0,10.0,5.0,30.0,2.0,1.0,1.0,1.0,7.245,151.0,10.0,20.0,8.0,6.0,6.0,9.719999999999999
2024,Jawa Timur,Kab. Bondowoso,315.2,33.04,13.15,15.56,20.71,0.3,1.5,0.9,0.9,13.94,30.64,4.31,23.71,1.65,4.98,1.91,9.719999999999999
