Tahun,Provinsi,Timbulan Sampah Harian(ton),Sisa Makanan (%),Kayu-Ranting (%),Kertas-Karton (%),Plastik(%),Logam(%),Kain(%),Karet- Kulit (%),Kaca(%),Lainnya(%),Rumah Tangga(ton),Perkantoran(ton),Pasar(ton),Perniagaan(ton),Fasilitas Publik(ton),Kawasan(ton),Lain(ton)
2023,Jawa Tengah,421.36,38.12,7.869999999999999,9.71,20.0,3.0,2.0,1.1800000000000002,1.3250000000000002,4.0,187.36,11.62,27.55,19.955,14.25,14.82,11.629999999999999
2023,Jawa Timur,395.17,52.32,8.0,9.18,15.3,1.085,1.45,1.2650000000000001,1.3,5.95,116.61500000000001,3.9,19.755000000000003,8.085,9.735,12.47,11.165
2023,Kalimantan Barat,88.53,40.0,5.6,12.8,28.0,1.4800000000000002,1.28,2.0,2.0,4.69,65.388,2.618,29.594,5.676,6.4875,20.5,4.126666666666667
2023,Kalimantan Selatan,117.61,55.18,4.23,10.66,20.61,1.77,1.4740000000000002,0.86,2.0,6.5,37.53,3.79,18.89,6.64,6.109999999999999,5.46,4.43
2023,Kalimantan Tengah,67.535,37.025,9.41,10.25,20.924999999999997,3.0949999999999998,2.1799999999999997,2.09,1.955,4.859999999999999,30.368750000000006,5.667142857142856,8.810625,6.505714285714285,4.720625,1.32,8.523333333333333
2023,Kalimantan Timur,140.5,52.88,6.0,10.43,13.64,2.04,0.9,0.55,1.05,1.0,85.445,5.06,9.49,5.46,5.11,8.54,2.0
2023,Kalimantan Utara,43.74,52.38,1.77,11.81,12.57,3.0,4.23,1.08,1.68,11.48,11.24,0.29,1.69,0.56,0.89,0.2,0.12
2023,Kepulauan Bangka Belitung,83.85,40.0,8.5,12.07,17.0,3.37,2.69,2.0,2.6,8.18,82.21000000000001,4.195,14.219999999999999,7.385,3.84,4.625,7.65
2023,Kepulauan Riau,152.65,41.76,10.12,11.33,21.65,2.8,2.1,1.06,2.48,5.57,54.53,7.52,16.83,14.844999999999999,24.82,19.335,1.875
2023,Lampung,369.64,42.5,12.89,9.0,20.0,1.7,1.76,1.5,1.19,1.0,54.19,1.8,21.98,5.5,3.0,3.0,3.0
2023,Maluku,105.62,36.254999999999995,12.705,11.68,19.365000000000002,0.8699999999999999,2.75,5.470000000000001,2.75,4.85,47.58,8.68,45.385000000000005,18.68,16.045,19.333333333333336,5.0
2023,Maluku Utara,46.31,37.10857142857143,16.781428571428574,12.0,13.27,2.3,0.8,1.0714285714285714,3.7,4.305714285714286,36.32,6.627142857142857,18.16,13.62,9.06,5.45,2.507142857142857
2023,Nusa Tenggara Barat,284.70500000000004,46.605000000000004,8.09,10.594999999999999,16.0,6.5,0.9033333333333333,3.7333333333333334,2.0683333333333334,7.755,216.45,10.415,43.519999999999996,24.15,24.5,16.525,13.025
2023,Nusa Tenggara Timur,111.27,29.0,17.0,10.0,20.0,4.25,3.0,2.96,3.3,6.0,35.870000000000005,4.0,13.52,5.5,5.0,3.5,2.86
2023,Papua,80.0,26.5,7.5,8.75,24.0,4.645,4.77,5.795,3.5,5.323333333333334,64.0,9.0,14.52,7.65,8.53,4.01,5.0
2023,Papua Barat,103.06,29.5,15.0,13.0,25.5,10.0,5.0,5.0,5.0,12.0,80.2,7.0,14.9,6.2,4.5600000000000005,5.0,5.0
2023,Papua Barat Daya,87.30000000000001,12.5,22.5,15.0,27.5,6.5,6.0,2.0,3.5,4.5,1.38,1.0,2.0,1.0,2.0,1.0,4.0
2023,Papua Pegunungan,113.0,22.0,10.0,10.0,25.0,7.0,10.0,3.0,10.0,3.0,8.0,5.0,6.0,5.0,1.0,0.5,0.5
2023,Papua Selatan,36.28,12.5,8.4,20.0,32.5,4.5,3.7,6.5,3.4,8.5,16.225,1.5,2.2,3.0,2.31,2.63,0.9
2023,Papua Tengah,47.13,10.0,60.0,3.0,15.0,5.0,1.0,0.2,0.2,0.1,2.0,2.0,3.0,2.0,3.0,1.0,0.5
2023,Riau,191.02,30.0,15.0,6.79,20.0,2.27,4.0,2.5,3.0,10.0,43.75,5.0,14.33,5.0,4.5,7.5,2.5
2023,Sulawesi Barat,129.56500000000003,41.56,11.362499999999999,15.3275,19.3,5.8999999999999995,0.45,0.35,0.27,5.005000000000002,109.74,5.31,8.716666666666667,8.9,19.47,14.3725,7.740000000000001
2023,Sulawesi Selatan,126.315,40.7,12.3,11.2,15.25,3.0,1.5,2.0,1.55,6.081538461538461,54.15,5.3,15.875,7.169,3.7393333333333336,5.725384615384616,3.89
2023,Sulawesi Tengah,131.05,33.0,11.37,13.0,15.0,8.0,3.0,2.0,0.76,9.155,50.6,2.4,7.19,11.07,5.3,6.27,1.81
2023,Sulawesi Tenggara,86.17,43.325,8.5,9.0,20.125,2.2350000000000003,2.2507142857142854,1.95,2.0,3.0,28.55,1.38,5.71,2.825,3.695,5.15,1.675
2023,Sulawesi Utara,86.74,45.58,12.0,10.0,15.55,3.0,3.33,2.9,2.32,7.587000000000001,13.5,2.83,6.975,4.52,6.1,1.205,5.195
2023,Sumatera Barat,126.395,46.989999999999995,10.379999999999999,13.565,18.235,1.8399999999999999,0.9299999999999999,0.8812500000000001,1.5863636363636362,4.7,51.77,6.454545454545454,7.27,2.74,5.8,3.8689999999999998,4.634285714285714
2023,Sumatera Selatan,152.0,53.0,6.6,10.0,17.18,2.2,3.0,1.82,1.99,5.5,51.85,3.52,13.0,3.88,1.23,1.0,2.295
2023,Sumatera Utara,177.33999999999997,25.79,18.7,12.3,14.485,1.8199999999999998,3.78,3.0,4.0,7.5,46.13,1.65,11.775,4.35,3.9,8.125,6.9
2024,Aceh,96.58000000000001,27.740000000000002,13.145,10.0,23.0,4.5,3.0,3.0,2.1399999999999997,5.0,20.0,4.3,13.71,9.45075,5.0,2.8,2.0
2024,Bali,281.22,23.38,46.05,8.25,11.83,0.71,1.51,1.17,0.94,3.21,176.42999999999998,3.92,14.84,4.11,6.800000000000001,11.263333333333332,4.71
2024,Banten,612.63,57.65,4.7,10.0,19.46,1.3,1.85,0.8,0.65,5.0,612.63,14.78,23.13,91.775,9.25,24.0,36.97
2024,Bengkulu,107.5,64.45,8.58,8.56,12.84,0.5,2.0,1.3,0.73,2.1,38.215,1.5950000000000002,9.57,3.9800000000000004,3.095,1.175,2.245
2024,DKI Jakarta,1988.19,49.87,3.18,17.24,22.95,1.08,0.9,0.7,1.48,2.6,20.7,215.365,63.0,83.63,0.0,141.27,11.6
2024,Daerah Istimewa Yogyakarta,421.52,47.0,1.8,15.0,26.26,0.99,1.0,0.2,0.8,1.9,324.61,2.53,56.2,53.39,40.19,29.0,20.775
2024,Gorontalo,56.86,27.25,33.96,8.26,16.76,5.5,2.1,6.4,1.87,5.2,33.21,6.38,25.62,8.26,16.24,8.31,1.98
2024,Jambi,150.77,45.42,8.53,14.1,17.35,1.85,3.03,1.64,1.0,5.95,69.64,11.78,54.53,14.0,4.33,4.33,5.215
2024,Jawa Barat,753.68,40.0,6.4,10.97,16.7,1.0,2.5,1.0,1.78,8.0,192.25,13.64,33.405,18.085,20.705,19.11,20.38
2024,Jawa Tengah,455.615,38.15,9.5,10.14,19.34,1.33,2.8449999999999998,1.065,1.3,6.47,152.64499999999998,10.92,25.3,12.54,12.32,14.82,12.175
2024,Jawa Timur,402.23,45.0,11.42,9.4,16.72,1.17,1.5,1.0,1.19,7.245,94.16499999999999,5.3,23.02,6.0,8.969999999999999,7.710000000000001,9.719999999999999
2024,Kalimantan Barat,137.46,40.0,2.0,12.99,28.0,2.0,1.3699999999999999,1.38,2.21,6.0,81.92500000000001,2.0,12.915,7.395,0.5,4.18,1.335
2024,Kalimantan Selatan,118.06,48.59,5.1,13.13,23.9,1.7879999999999998,1.9,1.0,1.585,1.2,37.56,3.871428571428572,17.36857142857143,8.681666666666667,6.459999999999999,4.051,2.14
2024,Kalimantan Tengah,85.65,32.0,9.0,13.0,25.0,3.19,2.0,2.18,1.79,3.09,45.76428571428572,5.495,12.134285714285713,8.434000000000001,6.622857142857143,0.8,11.98
2024,Kalimantan Timur,138.23,45.01,6.18,11.575,18.305,1.545,0.8049999999999999,0.765,1.02,2.6950000000000003,73.875,3.53,7.285,22.68,3.44,9.59,6.388
2024,Kalimantan Utara,45.76,52.38,1.77,11.81,12.57,3.0,4.23,1.08,1.68,11.48,26.25,0.29,1.69,0.56,0.89,0.2,0.12
2024,Kepulauan Bangka Belitung,86.43,40.0,9.0,5.0,17.0,3.0,2.0,4.5,2.525,14.0,41.775,0.325,0.88,0.28500000000000003,0.3,0.32,0.14
2024,Kepulauan Riau,155.97,49.98,9.23,9.72,19.2,3.4,2.1,1.06,2.5,5.0,55.08,4.465,13.370000000000001,8.005,19.58,19.185,1.055
2024,Lampung,174.16,36.68,19.65,7.25,18.5,1.7,1.85,1.6740000000000002,1.1360000000000001,5.5,232.9125,1.4325,24.085,1.995,2.13625,47.050000000000004,1.51
2024,Maluku,51.045,24.6,14.85,12.625,21.78,3.935,5.365,7.45,6.145,6.975,7.470000000000001,0.5549999999999999,4.63,3.36,0.32,0.76,0.45
2024,Maluku Utara,46.31,37.10857142857142,16.78142857142857,12.0,13.27,2.3,0.8,1.0714285714285714,3.7,4.305714285714286,36.32,6.627142857142857,18.16,13.62,9.06,5.45,2.507142857142857
2024,Nusa Tenggara Barat,263.0,38.21,19.6,8.5,19.0,5.0,2.5025,2.995,3.5,6.6875,90.0,7.61,13.15,5.26,10.88,13.15,10.0
2024,Nusa Tenggara Timur,104.75,23.515,20.0,11.5,23.865000000000002,4.325,3.75,2.4,3.0,5.0,33.74,2.25,4.975,5.0,3.6,3.47,2.0
2024,Papua,101.89,34.5,10.6,15.0,30.0,4.25,3.03,2.05,3.245,4.245,80.0,5.0,19.21,6.05,5.8,1.5,4.004444444444444
2024,Papua Barat,210.0,44.0,2.0,11.0,26.0,5.0,5.0,7.5,2.5,17.0,70.4,2.0,19.8,4.4,4.3,3.0,2.765
2024,Papua Barat Daya,75.49,25.433333333333334,15.410000000000002,15.353333333333333,23.790000000000003,6.21,4.239999999999999,2.0,2.8966666666666665,5.333333333333333,1.38,1.0,2.0,1.0,2.0,1.0,4.0
2024,Papua Pegunungan,113.0,22.0,10.0,10.0,25.0,7.0,10.0,3.0,10.0,3.0,8.0,5.0,6.0,5.0,1.0,0.5,0.5
2024,Papua Selatan,47.41,20.0,11.8,15.0,40.0,4.0,2.4,3.0,1.8,2.0,31.0,2.0,4.0,3.0,4.12,2.49,0.8
2024,Papua Tengah,47.13,10.0,60.0,3.0,15.0,5.0,1.0,0.2,0.2,0.1,2.0,2.0,3.0,2.0,3.0,1.0,0.5
2024,Riau,192.07,39.0,10.96,5.3,10.0,1.05,3.51,2.0,3.0,15.4675,34.3125,6.52,12.225,5.5,5.5,4.1,1.75
2024,Sulawesi Barat,90.68,37.5,12.75,14.21,21.0,3.5,1.53,1.12,1.39,7.0,109.74,5.31,8.716666666666667,8.89,19.47,14.33,7.739999999999999
2024,Sulawesi Selatan,138.51,40.7,11.215,11.5,15.85,2.85,1.5,2.0,2.0,5.053846153846154,63.925,5.14,15.884285714285713,7.213214285714286,3.5,5.629230769230769,2.8
2024,Sulawesi Tengah,104.275,25.0,10.684999999999999,11.24,14.0,7.0,3.0,4.0,1.88,9.184999999999999,12.39,1.45,4.745,6.285,3.23,1.4016666666666668,1.6
2024,Sulawesi Tenggara,105.755,50.0,10.0,9.68,12.08,4.5600000000000005,1.65,1.825,1.87,4.9,36.5,1.0,13.545,2.59,3.225,6.555,2.41
2024,Sulawesi Utara,56.25,43.1,12.0,10.0,15.07,4.0,3.33,2.9,2.16,7.788333333333333,24.0,1.5,5.95,2.0,3.2199999999999998,2.0,1.5
2024,Sumatera Barat,124.16499999999999,40.04,10.559999999999999,13.39,20.009999999999998,2.24,0.685,1.39625,2.0625,6.49,45.388333333333335,1.7,10.683888888888887,2.645,5.775,1.8,0.71
2024,Sumatera Selatan,168.6,35.0,10.39,10.0,15.0,3.0,3.0,2.0,2.0,7.15,43.67,1.0,10.6,1.5,0.77,0.5,2.2466666666666666
2024,Sumatera Utara,93.1,25.5,13.4,10.0,16.24,1.38,1.0,1.0,1.0,8.25,42.56,2.88,8.0,6.452857142857143,2.53,7.848571428571429,4.96
2025,Aceh,88.175,27.490000000000002,11.95,10.05,21.8,3.08,2.4699999999999998,3.0,2.245,4.55,19.27,3.0,11.56,8.774999999999999,3.48,2.0,1.435
2025,Bali,289.27,22.17,46.995,7.470000000000001,16.81,0.64,2.135,1.095,0.95,3.085,197.38,2.175,10.035,8.575,4.76,1.4516666666666667,1.9650000000000003
2025,Banten,620.61,30.0,12.0,10.0,15.0,8.0,5.0,5.0,10.0,5.0,612.63,13.2,0.8,23.2,4.0,24.0,65.0
2025,Bengkulu,187.16,31.0,10.0,10.0,40.0,5.0,1.0,1.0,1.0,1.0,112.2,7.5,15.0,15.0,5.6,18.7,13.1
2025,DKI Jakarta,2109.52,49.87,3.18,17.24,22.95,1.08,0.9,0.7,1.48,2.6,20.7,215.365,63.0,83.63,0.0,141.27,11.6
2025,Daerah Istimewa Yogyakarta,394.86,46.49,10.695,15.92,30.31,0.99,1.0,0.2,0.93,1.83,278.91,2.46,27.35,10.65,12.35,54.596666666666664,15.81
2025,Gorontalo,52.44,29.22,30.45,14.31,21.22,2.35,2.1,1.05,1.4,5.2,17.68,1.65,15.0,7.18,5.65,4.92,1.08
2025,Jambi,156.95499999999998,38.325,11.77190476190476,12.676363636363636,16.175,2.5300000000000002,3.0,3.0,1.0,5.78,20.28,1.7650000000000001,24.55,4.5,2.85,2.685,8.25
2025,Jawa Barat,627.245,40.0,12.879999999999999,10.0,17.505000000000003,0.935,2.75,0.54,1.74,8.985,290.69,7.875,29.465,18.21,20.805,28.07,14.7
2025,Jawa Tengah,602.86,60.0,5.0,7.17,17.89,0.5,2.38,1.3074999999999999,0.51,3.26,326.2425,21.559999999999995,49.47,25.245,15.61,30.176666666666666,5.706666666666667
2025,Jawa Timur,300.25,50.0,8.84,10.0,17.2,1.0,1.32,1.54,1.01,3.7,79.485,3.315,26.205,5.005,5.0,7.54,4.045
2025,Kalimantan Barat,152.25,39.655,5.165,13.5,22.369999999999997,2.625,1.616,2.14,2.25,7.49625,115.34,1.99,14.48,10.49,2.125,2147.495,1.6
2025,Kalimantan Selatan,98.94,49.1,7.36,10.43,15.84,2.01,2.2,1.24,2.23,7.0,77.262,2.74,10.65,6.69,2.69,5.045,3.455
2025,Kalimantan Tengah,141.4,41.8,8.0,13.06,19.74,3.0,2.0,2.18,1.79,3.09,42.391999999999996,6.264,13.584,7.98,7.822,3.4475000000000002,12.850000000000001
2025,Kalimantan Timur,139.975,45.01,7.640000000000001,11.145,17.509999999999998,1.565,1.1400000000000001,0.765,1.045,6.675,65.55,2.0,7.285,2.6,3.03,4.8500000000000005,3.84
2025,Kalimantan Utara,44.95,46.545,8.2,19.7,19.15,0.6,1.1,0.1,0.1,5.55,11.24,0.29,1.69,1.66525,0.89,0.2,0.12
2025,Kepulauan Bangka Belitung,53.0,57.0,13.780000000000001,5.0,17.0,2.0,2.0,2.0,1.0,14.0,47.7,2.08,12.35,5.0,3.84,5.1,5.7
2025,Kepulauan Riau,59.53,45.88,8.99,9.72,20.0,2.5,2.0,2.5,3.2,1.69,27.055,2.975,4.705,4.025,3.355,1.52,1.9000000000000001
2025,Lampung,276.675,46.25,16.1,7.25,17.0,1.7049999999999998,1.7199999999999998,1.0,1.615,5.5,174.23333333333335,2.75,113.48,294.96,11.855,187.56,3.915
2025,Maluku,147.35500000000002,26.745,16.155,13.84,20.055,4.885,3.87,4.484999999999999,3.705,6.26,39.035,15.435,31.66,20.75,17.085,5.415,7.525
2025,Maluku Utara,46.31,37.10857142857142,16.78142857142857,12.0,13.27,2.3,0.8,1.0714285714285714,3.7,4.305714285714286,36.32,6.627142857142857,18.16,13.62,9.06,5.45,2.507142857142857
2025,Nusa Tenggara Barat,310.5495,41.339999999999996,14.58,7.75,19.0,6.0329999999999995,2.0,2.0,4.0,4.0,139.73684210526312,7.61,16.32,5.26,13.0,12.97,13.306111111111111
2025,Nusa Tenggara Timur,112.58,31.0,20.51,10.74,20.0,4.2027777777777775,2.9,2.455,2.6655555555555552,4.5,46.85,6.5,21.64,11.0,7.785,5.029999999999999,3.0
2025,Papua,58.57,17.5,10.5,15.0,20.0,4.67,3.0,2.09,3.32,3.556470588235294,29.0,5.0,10.0,6.3,5.06,3.7352173913043476,4.004444444444444
2025,Papua Barat,156.67,44.0,2.0,10.0,26.0,5.0,5.0,7.5,2.5,19.0,70.4,3.6,19.8,3.6666666666666665,4.12,3.0,2.765
2025,Papua Barat Daya,51.87,51.3,1.23,16.06,16.37,5.63,0.72,2.0,1.69,7.0,39.0,6.0,14.0,23.0,8.0,10.0,4.0
2025,Papua Pegunungan,113.0,22.0,10.0,10.0,25.0,7.0,10.0,3.0,10.0,3.0,8.0,5.0,6.0,5.0,1.0,0.5,0.5
2025,Papua Selatan,47.4,20.866666666666667,11.85,16.916666666666668,29.933333333333334,3.1166666666666667,2.4,3.0,1.8,2.05,24.575,2.0,4.0,3.0,2.56,2.56,0.8500000000000001
2025,Papua Tengah,47.13,10.0,60.0,3.0,15.0,5.0,1.0,0.20000000000000004,0.20000000000000004,0.10000000000000002,2.0,2.0,3.0,2.0,3.0,1.0,0.5
2025,Riau,198.3,48.97,10.89,5.3,14.19,1.0,3.51,2.0,2.79,9.29,67.53,14.155,33.2,27.745,12.28,10.0,10.0
2025,Sulawesi Barat,129.56500000000003,41.56,11.362499999999999,15.3275,19.3,5.8999999999999995,0.45,0.35,0.27,5.005000000000002,109.74,5.31,8.716666666666667,8.9,19.47,14.3725,7.74
2025,Sulawesi Selatan,167.58,39.5,12.8,10.0,15.0,3.0,2.2,2.0,1.9,7.2,58.85,5.05,13.61,5.0,5.0,6.04,7.5875
2025,Sulawesi Tengah,99.49,17.3,21.01,9.5,37.99,7.1,1.5,2.0,0.6,3.0,7.7,2.5,3.1,0.02,1.5,2.1,1.2
2025,Sulawesi Tenggara,126.29,50.0,11.0,10.0,12.16,5.0,1.3,1.65,2.0,7.0,38.0,1.0,9.0,1.0,3.45,1.845,2.81
2025,Sulawesi Utara,54.195,46.885,9.075,10.9,18.884999999999998,3.4050000000000002,2.125,3.15,2.0,5.5,39.07,2.885,8.219999999999999,2.0,3.9,2.0,2.025
2025,Sumatera Barat,67.64,45.73,10.0,13.5,21.96,1.78,2.3,0.55,2.0,3.5,57.78,0.93,7.52,3.0,2.16,1.0,1.0
2025,Sumatera Selatan,102.95,42.88,8.07,7.38,32.3,2.3,1.33,0.36,1.2,3.21,63.03,8.13,12.28,3.88,0.51,0.58,0.435
2025,Sumatera Utara,59.39,39.9,6.0,12.08,17.89,3.26,2.0,1.0,2.36,7.58,12.37,1.27,2.75,4.66,1.56,3.295,0.93
