Tahun,Provinsi,Timbulan Sampah Harian(ton),Sisa Makanan (%),Kayu-Ranting (%),Kertas-Karton (%),Plastik(%),Logam(%),Kain(%),Karet- Kulit (%),Kaca(%),Lainnya(%),Rumah Tangga(ton),Perkantoran(ton),Pasar(ton),Perniagaan(ton),Fasilitas Publik(ton),Kawasan(ton),Lain(ton)
2019,Aceh,0.03707031268667773,0.2977076510866329,0.24166666666666667,0.35932446999640677,0.42500000000000004,0.4151100041511,0.6673469387755101,0.494949494949495,0.30000000000000004,0.0957004160887656,0.04070810680521707,0.006964920019501776,0.009411764705882352,0.04068348250610253,0.03725782414307005,0.00020757676595398644,0.11621856027753687
2019,Bali,0.15204706309647267,0.17862459065197975,0.5146666666666666,0.202299676607977,0.375,0.17434620174346202,0.08163265306122448,0.09090909090909091,0.17325000000000002,0.08044382801664356,0.2859637376469643,0.005304947414853853,0.006023529411764705,0.019652382243920078,0.035730253353204185,0.0018368047159158592,0.01835790690951142
2019,Banten,0.6167019512451555,0.48563560583506993,0.24775,0.34028027308659714,0.324625,0.1394769613947696,0.24387755102040812,0.2237373737373737,0.3443333333333334,0.08183079056865464,0.9999999999999999,0.07577832981217933,0.015908823529411763,0.1526139137510171,0.5911698956780924,0.024289156574940563,0.9829430471234463
2019,Bengkulu,0.02215043177810381,0.47037808871688,0.625,0.5389867049946101,0.2,0.16604400166044,0.061224489795918366,0.09090909090909091,0.25,0.060332871012482664,0.036305203674442274,0.016088965245049103,0.006105882352941176,0.011730404122592896,0.019299552906110285,0.00015407759947100026,0.10667823070251518
2019,DKI Jakarta,0.0,0.34266150640071447,0.0495,0.0064678404599353215,0.022500000000000003,0.006641760066417601,0.07142857142857142,0.0606060606060606,0.065,1.0,0.022175205549157716,0.5,0.03705882352941176,0.2835299701654462,0.0,0.015109234598124962,0.1659439144261347
2019,Daerah Istimewa Yogyakarta,0.16484986929572618,0.9770765108663292,0.11816666666666666,0.22781171397772187,0.26975,0.17600664176006642,0.0489795918367347,0.02222222222222222,0.11200000000000002,0.06837725381414701,0.21393181392110125,0.005455854015276392,0.015294117647058823,0.27149443992405753,0.2652384500745157,0.00015835753278963915,0.08795894767273779
2019,Gorontalo,0.05869983894939571,0.6103006847275975,0.25,0.43478260869565216,0.5599999999999999,0.141137401411374,0.28571428571428564,0.1414141414141414,0.2,0.05547850208044382,0.006213342617638394,0.0027859680078007104,0.0018823529411764704,0.00440737727149444,0.008196721311475412,6.847893309822232e-05,0.005492917028042788
2019,Jambi,0.06325417799675988,0.5358737719559392,0.22083333333333333,0.6755300035932448,0.35000000000000003,0.33208800332088,0.37040816326530607,0.29292929292929293,0.2,0.08183079056865464,0.021425319371166877,0.0035521092099459056,0.01705882352941176,0.010170870626525632,0.018628912071535025,0.00025572601578867404,0.11824226655102632
2019,Jawa Barat,0.284682032582879,0.7150937779100922,0.07308333333333333,0.29374775422206256,0.282125,0.1357409713574097,0.22295918367346934,0.10353535353535354,0.1855,0.09736477115117892,0.21302123784782667,0.01439416804030367,0.056944117647058826,0.08441822620016273,0.18021609538002983,0.0025240906746672887,0.7879444926279271
2019,Jawa Tengah,0.18615442698003834,0.8198868710925871,0.08816666666666667,0.348904060366511,0.375,0.1046077210460772,0.13979591836734692,0.09090909090909091,0.12,0.027115117891816917,0.18425774659203514,0.006384510017876628,0.013058823529411763,0.0166124220233252,0.07935916542473921,0.0006772994476746051,0.06598727956056664
2019,Jawa Timur,0.14697181853372268,0.8084251265257517,0.06916666666666667,0.34171757096658284,0.41250000000000003,0.066417600664176,0.1020408163265306,0.09090909090909091,0.1,0.027461858529819694,0.08216074345858217,0.004956701413878764,0.007352941176470587,0.015934363981556822,0.03289865871833085,0.0010319989214568036,0.07776814108123736
2019,Kalimantan Barat,0.11366731819680673,0.5306638880619231,0.09333333333333332,0.42184692777578153,0.625,0.16604400166044,0.19566326530612244,0.1919191919191919,0.2,0.04022191400832177,0.11427194086611854,0.013929840039003553,0.015723529411764706,0.03963249254136155,0.0503725782414307,0.0007571915362891979,0.052977739230991625
2019,Kalimantan Selatan,0.04342153681463889,0.8303066388806192,0.1396666666666667,0.38088393819619115,0.355,0.103777501037775,0.1030612244897959,0.06464646464646465,0.2,0.016643550624133148,0.04532526312970353,0.0035521092099459056,0.0047323529411764705,0.011878729319229725,0.027752939228349063,0.000285923323092404,0.02717548424400116
2019,Kalimantan Tengah,0.049997371577674664,0.6705864840726405,0.08333333333333333,0.4419690980955803,0.375,0.16604400166044,0.18367346938775508,0.1590909090909091,0.17900000000000002,0.13730929264909847,0.034816143978146176,0.01207252803380308,0.009621176470588234,0.031055058312991594,0.020372578241430704,0.00024074624917343787,0.041919629950852855
2019,Kalimantan Timur,0.08018360724679931,0.7322863947603453,0.08633333333333333,0.37172116421128276,0.48625,0.2453300124533001,0.09540816326530611,0.027777777777777776,0.1375,0.012482662968099861,0.09072551487720613,0.005200473614561327,0.005935294117647059,0.016120829943043126,0.01713859910581222,0.0005048181349334577,0.2171509106678231
2019,Kalimantan Utara,0.03928774533932933,0.650491217624293,0.16833333333333333,0.7078692058929212,0.47875,0.049813200498132,0.09183673469387756,0.0,0.010000000000000002,0.07558945908460471,0.0018747154449771017,0.00018573120052004736,0.0026470588235294116,0.012510170870626527,0.011102831594634875,0.0,0.02717548424400116
2019,Kepulauan Bangka Belitung,0.031137246655929963,0.4464870497171777,0.42883333333333334,0.36004311893639956,0.40525000000000005,0.6089663760896638,0.6316326530612244,0.22474747474747475,0.07700000000000001,0.015603328710124827,0.046921449422855456,0.005838924616348988,0.006847058823529412,0.03291971792785463,0.07954545454545456,0.00032901987387036507,0.006577045388840705
2019,Kepulauan Riau,0.06806896980181695,0.48972908603751114,0.23583333333333334,0.48688465684513116,0.53125,0.190950601909506,0.23469387755102036,0.1616161616161616,0.13,0.029819694868238555,0.046225126543292534,0.011492118032177928,0.004197058823529411,0.01983319772172498,0.04482116244411327,0.0014327076784143703,0.202081526452732
2019,Lampung,0.07297934060052282,0.37213456385829113,0.16666666666666666,0.17966223499820339,0.625,0.12453300124533001,0.017857142857142853,0.027777777777777776,0.022500000000000003,0.10436893203883495,0.1713436353410643,0.0028440090079632253,0.002764705882352941,0.005627881746677516,0.00856929955290611,0.00027355907128300276,0.6042931483087599
2019,Maluku,0.015670176008716806,0.5209883894016076,0.2,0.4168163851958318,0.365,0.24906600249066002,0.28571428571428564,0.1919191919191919,0.2,0.05131761442441053,0.06016229679423658,0.01160820003250296,0.008823529411764706,0.03346216436126932,0.008867362146050672,0.00047774755669306674,0.013298641225787802
2019,Maluku Utara,0.01999034652164148,0.6549568323905924,0.2558333333333333,0.40603665109593967,0.3175,0.356994603569946,0.10204081632653063,0.11616161616161617,0.47500000000000003,0.07004160887656033,0.03964755349634431,0.012838669235948274,0.008311764705882352,0.03614049362625441,0.05022354694485843,0.00047239764004476805,0.04177507950274646
2019,Nusa Tenggara Barat,0.22137528613961227,0.73384935992855,0.495,0.12576356449874238,0.2625,0.099626400996264,0.38775510204081626,0.030303030303030304,0.13,0.0,0.026781649213958595,0.0003482460009750888,0.008823529411764706,0.010170870626525632,0.2341281669150522,4.386931651604868e-05,0.28736629083550164
2019,Nusa Tenggara Timur,0.04468317953080273,0.43167609407561774,0.3333333333333333,0.3952569169960474,0.5,0.352843503528435,0.28571428571428564,0.20707070707070704,0.30000000000000004,0.06796116504854369,0.04285063874233375,0.007916792422167019,0.004999999999999999,0.027122321670735017,0.03725782414307005,0.00036807426540294504,0.03960682278115062
2019,Papua,0.019670156892918074,0.2232807383149747,0.17633333333333334,0.9999999999999999,0.36975,0.4151100041511,0.1887755102040816,0.098989898989899,0.45199999999999996,0.050069348127600555,0.03106671308819197,0.008450769623662155,0.005735294117647058,0.016951451044209385,0.026602086438152015,0.00020757676595398644,0.012720439433362244
2019,Papua Barat,0.007703666888091336,0.0,0.0,0.0,0.0,0.0,0.4897959183673468,0.7474747474747475,0.0,0.2621359223300971,0.0,0.0,0.0,0.0,0.004470938897168405,0.00031457509891995886,0.038233593524139936
2019,Riau,0.15673521273494515,0.2977076510866329,0.25,0.35932446999640677,0.65,0.24906600249066002,0.28571428571428564,0.1919191919191919,0.30000000000000004,0.05409153952843273,0.11376844586089611,0.009344601026164884,0.028235294117647056,0.17561703281800922,0.03390461997019374,0.001213361095834127,0.601763515466898
2019,Sulawesi Barat,0.07647275281838557,0.968442988984817,0.2058333333333333,0.2892561983471075,0.1625,0.460772104607721,0.02551020408163265,0.02525252525252525,0.027000000000000003,0.01830790568654646,0.11756072738959265,0.012327908434518142,0.007288235294117647,0.03000406834825061,0.14508196721311475,0.0015086764948202107,0.10060711188204684
2019,Sulawesi Selatan,0.04797587586200306,0.6400714498362607,0.18333333333333332,0.37729069349622707,0.35000000000000003,0.24906600249066002,0.19304267161410016,0.16877869605142332,0.2,0.04022191400832177,0.04058491121883286,0.006233603417454089,0.004314705882352941,0.009306346623270954,0.021609538002980627,0.0005432305364682417,0.10542064180398959
2019,Sulawesi Tengah,0.044680790055961504,0.461223578445966,0.29091666666666666,0.6645706072583542,0.44450000000000006,0.365296803652968,0.22193877551020405,0.22525252525252526,0.23250000000000004,0.05208044382801664,0.009159324031173841,0.002031435005688018,0.0014999999999999998,0.0037462706807702742,0.009388971684053652,8.02487497244793e-05,0.007661173749638625
2019,Sulawesi Tenggara,0.042078651953873586,0.5954153021732658,0.48333333333333334,0.2874595759971254,0.3125,0.29057700290577,0.13265306122448978,0.1414141414141414,0.15000000000000002,0.033287101248266296,0.06963228795629235,0.0024377220068256215,0.004999999999999999,0.016951451044209385,0.044709388971684055,0.00010057843298801404,0.03440300664932062
2019,Sulawesi Utara,0.021419252476690673,0.7310211372432271,0.08499999999999999,0.35932446999640677,0.4730000000000001,0.33208800332088,0.28571428571428564,0.1919191919191919,0.2,0.08737864077669903,0.023219689868502102,0.005908573816544006,0.005373529411764705,0.018104149715215623,0.021944858420268262,5.777909980162509e-05,0.018719283029777396
2019,Sumatera Barat,0.03743112338770186,0.6960818365254209,0.19954166666666667,0.527308659719727,0.405875,0.17766708177667082,0.07040816326530612,0.049999999999999996,0.17693750000000003,0.06647513374281751,0.05982618709660141,0.0041325192115710535,0.007736029411764704,0.005187144019528072,0.011177347242921014,0.00010004344132318416,0.07895345475570975
2019,Sumatera Selatan,0.16479252189953694,0.8031408157189639,0.13225,0.3201581027667984,0.503,0.07347447073474471,0.10969387755102039,0.033333333333333326,0.06699999999999999,0.02912621359223301,0.16548381049305017,0.005490678615373901,0.009770588235294116,0.024681312720368862,0.013561847988077498,0.00014284277450957316,0.6791220969451672
