Tahun,Provinsi,label,u_cluster_0,u_cluster_1,u_cluster_2,u_cluster_3,region_type,nama_klaster,membership_dominan,kepastian,info_peta
2024,Aceh,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Bali,2,0.0,0.0,1.0,0.0,lower,Klaster 3,1.0,Pasti (Lower),Klaster 3 | Pasti (Lower)
2024,Banten,1,0.0,1.0,0.0,0.0,lower,Klaster 2,1.0,Pasti (Lower),Klaster 2 | Pasti (Lower)
2024,Bengkulu,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,DKI Jakarta,1,0.0,1.0,0.0,0.0,lower,Klaster 2,1.0,Pasti (Lower),Klaster 2 | Pasti (Lower)
2024,Daerah Istimewa Yogyakarta,1,0.0,1.0,0.0,0.0,lower,Klaster 2,1.0,Pasti (Lower),Klaster 2 | Pasti (Lower)
2024,Gorontalo,3,0.3172088438371812,0.0,0.3070198034784341,0.3757713526843847,boundary,Klaster 4,0.38,Boundary (0.38),Klaster 4 | Boundary (0.38)
2024,Jambi,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Jawa Barat,1,0.0,1.0,0.0,0.0,lower,Klaster 2,1.0,Pasti (Lower),Klaster 2 | Pasti (Lower)
2024,Jawa Tengah,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Jawa Timur,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Kalimantan Barat,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Kalimantan Selatan,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Kalimantan Tengah,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Kalimantan Timur,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Kalimantan Utara,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Kepulauan Bangka Belitung,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Kepulauan Riau,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Lampung,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Maluku,3,0.0,0.0,0.0,1.0,lower,Klaster 4,1.0,Pasti (Lower),Klaster 4 | Pasti (Lower)
2024,Maluku Utara,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Nusa Tenggara Barat,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Nusa Tenggara Timur,3,0.4633663680855395,0.0,0.0,0.5366336319144606,boundary,Klaster 4,0.54,Boundary (0.54),Klaster 4 | Boundary (0.54)
2024,Papua,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Papua Barat,3,0.0,0.0,0.0,1.0,lower,Klaster 4,1.0,Pasti (Lower),Klaster 4 | Pasti (Lower)
2024,Papua Barat Daya,3,0.0,0.0,0.0,1.0,lower,Klaster 4,1.0,Pasti (Lower),Klaster 4 | Pasti (Lower)
2024,Papua Pegunungan,3,0.0,0.0,0.0,1.0,lower,Klaster 4,1.0,Pasti (Lower),Klaster 4 | Pasti (Lower)
2024,Papua Selatan,0,0.5000587198132206,0.0,0.0,0.4999412801867794,boundary,Klaster 1,0.5,Boundary (0.50),Klaster 1 | Boundary (0.50)
2024,Papua Tengah,2,0.0,0.0,1.0,0.0,lower,Klaster 3,1.0,Pasti (Lower),Klaster 3 | Pasti (Lower)
2024,Riau,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Sulawesi Barat,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Sulawesi Selatan,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Sulawesi Tengah,3,0.4371351261804716,0.0,0.0,0.5628648738195284,boundary,Klaster 4,0.56,Boundary (0.56),Klaster 4 | Boundary (0.56)
2024,Sulawesi Tenggara,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Sulawesi Utara,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Sumatera Barat,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Sumatera Selatan,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
2024,Sumatera Utara,0,1.0,0.0,0.0,0.0,lower,Klaster 1,1.0,Pasti (Lower),Klaster 1 | Pasti (Lower)
