iterasi,objective_value
1,58.28054701498333
2,48.744207303748844
3,49.6142520885056
4,48.29818278063629
5,48.97447510741513
6,48.905271722333154
7,47.753131607591854
8,46.657016809640055
9,46.33771538747168
10,46.435030761724775
11,46.35238845863107
12,46.45938293852449
13,46.335604828222344
14,46.32058411429022
15,46.283141354265204
16,46.302111686995325
17,46.248959965182195
18,46.24576555075176
19,46.27708164029157
20,46.18533055742651
21,46.210235543911594
22,46.14099686614534
23,46.161872595558165
24,46.198393115065215
25,46.18308829467405
26,46.14602919227868
27,46.277519295012254
28,46.255445307929776
29,46.35157754392298
30,46.20336010878157
31,45.85980859740838
32,45.76844004299035
33,45.9964121969648
34,46.15802016675061
35,46.18273959006853
36,46.235485422822876
37,46.86533099460074
38,46.12526128324323
39,46.057255819003515
40,46.41977813173757
41,45.65067423490346
42,45.493971136911725
43,46.18377830161168
44,45.79920123959613
45,45.14537178854636
46,45.17354013115043
47,45.23152126342559
48,45.5099521795927
49,45.37497520343872
50,45.37326586427042
51,45.373247880217846
52,45.37324759111023
53,45.3732475863484
