run,seed,n_iter_internal,total_time_sec,avg_time_per_iter_sec,final_objective,n_label_aktif,label_aktif,n_label_0,n_label_1,n_label_2,n_label_3
1,43,700,0.812315099989064,0.00116045014284152,20.143404756621244,3,"1,2,3",0,77,127,50
2,44,700,0.7930345999775454,0.0011329065713964934,20.1434058168088,3,"0,1,2",50,127,77,0
3,45,700,0.805653200019151,0.0011509331428845014,20.143405963477242,3,"0,1,2",127,77,50,0
4,46,700,0.7846958000445738,0.0011209940000636769,20.14340529621126,3,"0,1,3",77,127,0,50
5,47,700,0.7776940000476316,0.0011109914286394737,20.14340590729118,3,"0,2,3",50,0,127,77
6,48,700,0.7861782000400126,0.0011231117143428752,20.143405722522026,3,"1,2,3",0,50,77,127
7,49,700,0.7769852000055835,0.0011099788571508336,20.14340567740725,3,"0,2,3",127,0,50,77
8,50,700,0.7860952999908477,0.001122993285701211,20.143403712255825,3,"0,1,3",50,127,0,77
9,51,700,0.7842370000435039,0.00112033857149072,20.14340497746883,3,"0,1,3",127,50,0,77
10,52,700,0.7804454000433907,0.0011149220000619866,20.14340538483003,3,"0,1,2",127,77,50,0
11,53,700,0.7849968000082299,0.001121424000011757,20.143403707174016,3,"0,2,3",127,0,50,77
12,54,700,0.787175599951297,0.0011245365713589957,20.143406152889245,3,"0,1,2",127,77,50,0
13,55,700,0.781430899980478,0.0011163298571149685,20.14340508213541,3,"0,1,3",50,127,0,77
14,56,700,0.7788512000115588,0.001112644571445084,20.143403632860522,3,"0,2,3",77,0,127,50
15,57,700,0.7807419000891969,0.0011153455715559955,20.14340359094625,3,"0,2,3",127,0,50,77
16,58,700,0.7733765000011772,0.0011048235714302532,20.14340500029558,3,"1,2,3",0,77,127,50
17,59,700,0.7817218999844044,0.001116745571406292,20.14340540982234,3,"0,1,2",127,77,50,0
18,60,700,0.7827342000091448,0.0011181917142987783,20.143406207476268,3,"1,2,3",0,127,50,77
19,61,700,0.7790227000368759,0.0011128895714812514,20.14340452655655,3,"0,1,2",127,50,77,0
20,62,700,0.7805999000556767,0.0011151427143652525,20.143405763656894,3,"1,2,3",0,77,50,127
21,63,700,0.795193099998869,0.0011359901428555272,20.143404888307074,3,"0,1,3",50,77,0,127
22,64,700,0.7935982000781223,0.0011337117143973177,20.14340540943151,3,"1,2,3",0,127,50,77
23,65,700,0.7875547000439838,0.0011250781429199767,20.14340410224729,3,"0,1,2",77,50,127,0
24,66,700,0.779308500001207,0.0011132978571445815,20.143406195143974,3,"0,2,3",77,0,50,127
25,67,700,0.7886334999930114,0.001126619285704302,20.143405870478645,3,"0,1,3",50,77,0,127
26,68,700,0.7849712999304757,0.001121387571329251,20.143404278150363,3,"0,1,2",77,50,127,0
27,69,700,0.7888903999701142,0.0011269862856715918,20.143404192337677,3,"1,2,3",0,77,127,50
28,70,700,0.7971078999107704,0.0011387255713011005,20.1434060953295,3,"1,2,3",0,127,50,77
29,71,700,0.7939562000101432,0.001134223142871633,20.143406115127586,3,"0,1,2",50,127,77,0
30,72,700,0.786394799943082,0.0011234211427758314,20.143406178293503,3,"0,1,3",77,127,0,50
31,73,700,0.7824100999860093,0.0011177287142657276,20.143403685916084,3,"0,1,2",50,77,127,0
32,74,700,0.788677699980326,0.001126682428543323,20.143404520097064,3,"0,2,3",77,0,50,127
33,75,700,0.7897367000114173,0.001128195285730596,20.143403461384516,3,"1,2,3",0,50,77,127
34,76,700,0.7879497000249103,0.0011256424286070147,20.14340382291187,3,"0,1,3",77,127,0,50
35,77,700,0.7825659000081941,0.0011179512857259915,20.143405954953554,3,"0,2,3",127,0,77,50
36,78,700,0.7833412999752909,0.0011190589999647014,20.143404292167173,3,"0,1,2",127,77,50,0
37,79,700,0.7869603999424726,0.0011242291427749607,20.14340349435407,3,"0,1,3",50,77,0,127
38,80,700,0.8006755999522284,0.0011438222856460405,20.14340391987625,3,"0,1,3",77,127,0,50
39,81,700,0.7962371999165043,0.0011374817141664348,20.143403275454425,3,"0,2,3",77,0,127,50
40,82,700,0.7878338999580592,0.0011254769999400845,20.143406078010692,3,"0,1,3",77,127,0,50
41,83,700,0.790273500024341,0.0011289621428919158,20.143406083463237,3,"0,1,2",50,77,127,0
42,84,700,0.7965170000679791,0.0011378814286685415,20.14340625540564,3,"0,1,2",50,77,127,0
