run,seed,n_iter_internal,total_time_sec,avg_time_per_iter_sec,final_objective,n_label_aktif,label_aktif,n_label_0,n_label_1,n_label_2,n_label_3
43,85,700,0.7907657999312505,0.001129665428473215,20.143403998387413,3,"1,2,3",0,127,50,77
44,86,700,0.7939809000818059,0.001134258428688294,20.14340595019635,3,"0,2,3",50,0,77,127
45,87,700,0.7912350000115111,0.0011303357143021588,20.143403432809404,3,"0,1,3",50,127,0,77
46,88,700,0.7885993000818416,0.0011265704286883452,20.14340541215015,3,"0,2,3",127,0,50,77
47,89,700,0.7935198000632226,0.0011335997143760324,20.143404343298556,3,"0,2,3",50,0,77,127
48,90,700,0.787765699904412,0.001125379571292017,20.143404843866392,3,"0,2,3",77,0,127,50
49,91,700,0.7996412999927998,0.0011423447142754283,20.143406520419273,4,"0,1,2,3",77,127,1,49
50,92,700,0.787999700056389,0.0011257138572234129,20.143405462131387,3,"0,1,2",127,77,50,0
51,93,700,0.7967892000451684,0.001138270285778812,20.14340546493137,3,"0,2,3",50,0,77,127
52,94,700,0.7895992000121623,0.001127998857160232,20.14340625580559,3,"0,2,3",127,0,50,77
53,95,700,0.7874273000052199,0.0011248961428645997,20.143406194502628,3,"0,2,3",77,0,127,50
54,96,700,0.7892701999517158,0.0011275288570738796,20.14340583867199,3,"1,2,3",0,50,77,127
55,97,700,0.7914971000282094,0.001130710142897442,20.1434059450254,3,"0,1,2",127,50,77,0
56,98,700,0.7865116999018937,0.001123588142716991,20.143405525117736,3,"1,2,3",0,77,127,50
57,99,700,0.7836640999885276,0.0011195201428407537,20.143404431001187,3,"0,1,2",127,77,50,0
58,100,700,0.7839931000489742,0.0011199901429271059,20.14340533243358,3,"0,1,2",77,50,127,0
59,101,700,0.7898084999760613,0.001128297857108659,20.14340348160856,3,"1,2,3",0,127,77,50
60,102,700,0.7865681999828666,0.001123668857118381,20.143406069051117,3,"0,1,3",127,50,0,77
61,103,700,0.7954154999461025,0.0011363078570658608,20.143404951045593,3,"0,1,2",77,127,50,0
62,104,700,0.7927015000022948,0.0011324307142889926,20.143405519495204,3,"0,2,3",77,0,127,50
63,105,700,0.8135484999511391,0.0011622121427873416,20.14340532711495,3,"1,2,3",0,77,127,50
64,106,700,0.7899708000477403,0.0011285297143539149,20.143403408898983,3,"1,2,3",0,77,127,50
65,107,700,0.7948100999929011,0.0011354429999898587,20.14340627137932,3,"0,2,3",77,0,127,50
66,108,700,0.8136829999275506,0.0011624042856107865,20.143406425032644,4,"0,1,2,3",49,127,77,1
67,109,700,0.7903726999647915,0.0011291038570925593,20.143403533913137,3,"1,2,3",0,50,77,127
68,110,700,0.7880457999417558,0.0011257797142025083,20.143405836902613,3,"0,1,3",77,50,0,127
69,111,700,0.7857096999650821,0.001122442428521546,20.143404948546518,3,"1,2,3",0,77,127,50
70,112,700,0.7797355999937281,0.0011139079999910402,20.14340486600929,3,"0,1,3",77,50,0,127
71,113,700,0.7826362999621779,0.0011180518570888256,20.143405600010095,3,"0,2,3",77,0,127,50
72,114,700,0.7857772000133991,0.0011225388571619987,20.143405103284458,3,"1,2,3",0,127,77,50
73,115,700,0.7840446999762207,0.0011200638571088868,20.143404593931614,3,"0,1,3",50,77,0,127
74,116,700,0.7825950999977067,0.0011179929999967238,20.14340555323026,3,"0,2,3",127,0,77,50
75,117,700,0.7831780000124127,0.0011188257143034466,20.1434058160736,3,"1,2,3",0,50,77,127
76,118,700,0.801155099994503,0.0011445072857064328,20.14340536576413,3,"0,1,2",50,77,127,0
77,119,700,0.7870800000382587,0.0011244000000546553,20.143406209051083,3,"1,2,3",0,77,127,50
78,120,700,0.7820717999711633,0.0011172454285302332,20.1434058937016,3,"0,2,3",50,0,127,77
79,121,700,0.7797308000735939,0.001113901142962277,20.14340521994671,3,"1,2,3",0,77,127,50
80,122,700,0.787142499932088,0.0011244892856172686,20.14340457767924,3,"0,2,3",77,0,50,127
81,123,700,0.784096600022167,0.001120138000031667,20.143403577702465,3,"0,1,2",127,77,50,0
82,124,700,0.7943904000567272,0.0011348434286524674,20.143403496236974,3,"0,1,3",127,50,0,77
83,125,700,0.7874830000801012,0.0011249757144001446,20.143405927645034,3,"0,2,3",50,0,77,127
84,126,700,0.7823131000623107,0.001117590142946158,20.143405995706765,3,"0,1,3",127,77,0,50
85,127,700,0.7866537000518292,0.0011237910000740418,20.143406247184853,3,"0,1,2",127,77,50,0
86,128,700,0.7910469999769703,0.0011300671428242433,20.14340495691507,3,"0,1,3",127,77,0,50
87,129,700,0.7959732000017539,0.001137104571431077,20.14340570642061,3,"0,2,3",50,0,127,77
88,130,448,0.4997761999256909,0.0011155718748341314,20.143403232682957,3,"0,1,2",77,50,127,0
89,131,700,0.7936022999929264,0.0011337175714184664,20.143406179177806,3,"0,2,3",50,0,127,77
90,132,700,0.7865394999971613,0.0011236278571388019,20.143403547717792,3,"0,2,3",77,0,50,127
91,133,700,0.7799822998931631,0.0011142604284188045,20.143406217376278,3,"1,2,3",0,50,77,127
92,134,700,0.7958994000218809,0.0011369991428884013,20.143405119547424,3,"0,1,2",50,77,127,0
93,135,700,0.782208300079219,0.0011174404286845986,20.143405663175585,3,"0,2,3",127,0,77,50
94,136,700,0.7728227999759838,0.0011040325713942627,20.143405136911113,3,"0,2,3",127,0,77,50
95,137,700,0.7879467000020668,0.0011256381428600955,20.143404441536376,3,"1,2,3",0,127,77,50
96,138,700,0.7873241999186575,0.0011247488570266537,20.143404607658304,3,"0,2,3",77,0,50,127
97,139,700,0.781000499962829,0.0011157149999468986,20.143406288798502,3,"0,1,3",127,77,0,50
98,140,700,0.7761289000045508,0.0011087555714350726,20.143405503196036,3,"1,2,3",0,127,77,50
99,141,700,0.773729500011541,0.0011053278571593443,20.143406386086866,4,"0,1,2,3",127,77,49,1
100,142,700,0.7746138999937102,0.0011065912857053002,20.143403615067548,3,"0,2,3",50,0,127,77
TOTAL_RUNTIME,,,79.19579029991291,,,,,,,,
