Run,Metode,k,Xie-Beni,File,File_Membership
36,FA-FRCM,3,33844967.67347429,fafrcm_k3_run36.csv,fafrcm_k3_run36.csv
37,FA-FRCM,3,35272495.61711731,fafrcm_k3_run37.csv,fafrcm_k3_run37.csv
38,FA-FRCM,3,143289215.40344438,fafrcm_k3_run38.csv,fafrcm_k3_run38.csv
39,FA-FRCM,3,34671398.20015974,fafrcm_k3_run39.csv,fafrcm_k3_run39.csv
40,FA-FRCM,3,30574166.6227272,fafrcm_k3_run40.csv,fafrcm_k3_run40.csv
41,FA-FRCM,3,61518904.30429933,fafrcm_k3_run41.csv,fafrcm_k3_run41.csv
42,FA-FRCM,3,193894641.0621013,fafrcm_k3_run42.csv,fafrcm_k3_run42.csv
43,FA-FRCM,3,106461551.40160355,fafrcm_k3_run43.csv,fafrcm_k3_run43.csv
44,FA-FRCM,3,215333163.23450655,fafrcm_k3_run44.csv,fafrcm_k3_run44.csv
45,FA-FRCM,3,5776492.53044819,fafrcm_k3_run45.csv,fafrcm_k3_run45.csv
46,FA-FRCM,3,200756975.93627772,fafrcm_k3_run46.csv,fafrcm_k3_run46.csv
47,FA-FRCM,3,173125735.91195327,fafrcm_k3_run47.csv,fafrcm_k3_run47.csv
48,FA-FRCM,3,8519611.964905042,fafrcm_k3_run48.csv,fafrcm_k3_run48.csv
49,FA-FRCM,3,37016706.60273688,fafrcm_k3_run49.csv,fafrcm_k3_run49.csv
50,FA-FRCM,3,35272495.61711731,fafrcm_k3_run50.csv,fafrcm_k3_run50.csv
51,FA-FRCM,3,32027468.681095414,fafrcm_k3_run51.csv,fafrcm_k3_run51.csv
52,FA-FRCM,3,38580155.90549484,fafrcm_k3_run52.csv,fafrcm_k3_run52.csv
53,FA-FRCM,3,35017940.89643825,fafrcm_k3_run53.csv,fafrcm_k3_run53.csv
54,FA-FRCM,3,45524995.7410422,fafrcm_k3_run54.csv,fafrcm_k3_run54.csv
55,FA-FRCM,3,50394473.008543976,fafrcm_k3_run55.csv,fafrcm_k3_run55.csv
56,FA-FRCM,3,27536294.30646331,fafrcm_k3_run56.csv,fafrcm_k3_run56.csv
57,FA-FRCM,3,9834831.041563045,fafrcm_k3_run57.csv,fafrcm_k3_run57.csv
58,FA-FRCM,3,35272495.61711731,fafrcm_k3_run58.csv,fafrcm_k3_run58.csv
59,FA-FRCM,3,10126337.168395763,fafrcm_k3_run59.csv,fafrcm_k3_run59.csv
60,FA-FRCM,3,32119243.415830094,fafrcm_k3_run60.csv,fafrcm_k3_run60.csv
61,FA-FRCM,3,205593159.3099831,fafrcm_k3_run61.csv,fafrcm_k3_run61.csv
62,FA-FRCM,3,54966942.59059348,fafrcm_k3_run62.csv,fafrcm_k3_run62.csv
63,FA-FRCM,3,173125735.91195327,fafrcm_k3_run63.csv,fafrcm_k3_run63.csv
64,FA-FRCM,3,36802515.32095221,fafrcm_k3_run64.csv,fafrcm_k3_run64.csv
65,FA-FRCM,3,24616270.49172081,fafrcm_k3_run65.csv,fafrcm_k3_run65.csv
66,FA-FRCM,3,69024011.30571172,fafrcm_k3_run66.csv,fafrcm_k3_run66.csv
67,FA-FRCM,3,8004848.084359322,fafrcm_k3_run67.csv,fafrcm_k3_run67.csv
68,FA-FRCM,3,28576337.85732809,fafrcm_k3_run68.csv,fafrcm_k3_run68.csv
69,FA-FRCM,3,71395820.71757576,fafrcm_k3_run69.csv,fafrcm_k3_run69.csv
70,FA-FRCM,3,8175289.414736332,fafrcm_k3_run70.csv,fafrcm_k3_run70.csv
71,FA-FRCM,3,44043449.68477811,fafrcm_k3_run71.csv,fafrcm_k3_run71.csv
72,FA-FRCM,3,39238029.74653916,fafrcm_k3_run72.csv,fafrcm_k3_run72.csv
73,FA-FRCM,3,24843413.43335227,fafrcm_k3_run73.csv,fafrcm_k3_run73.csv
74,FA-FRCM,3,33088766.030751396,fafrcm_k3_run74.csv,fafrcm_k3_run74.csv
75,FA-FRCM,3,211424615.7304536,fafrcm_k3_run75.csv,fafrcm_k3_run75.csv
76,FA-FRCM,3,137429206.70033967,fafrcm_k3_run76.csv,fafrcm_k3_run76.csv
77,FA-FRCM,3,56064492.05706915,fafrcm_k3_run77.csv,fafrcm_k3_run77.csv
78,FA-FRCM,3,32119243.415830094,fafrcm_k3_run78.csv,fafrcm_k3_run78.csv
79,FA-FRCM,3,34671398.20015974,fafrcm_k3_run79.csv,fafrcm_k3_run79.csv
80,FA-FRCM,3,8543238.224276252,fafrcm_k3_run80.csv,fafrcm_k3_run80.csv
81,FA-FRCM,3,8543238.224276252,fafrcm_k3_run81.csv,fafrcm_k3_run81.csv
82,FA-FRCM,3,29147746.085014064,fafrcm_k3_run82.csv,fafrcm_k3_run82.csv
83,FA-FRCM,3,35272495.61711731,fafrcm_k3_run83.csv,fafrcm_k3_run83.csv
