iterasi,objective_value
1,51.249082850701456
2,40.898972860817466
3,41.52809266827419
4,45.71588529430818
5,47.46982217122431
6,47.57170360686944
7,47.75176636733689
8,47.59004090766011
9,48.07213122117318
10,48.30458044354339
11,49.0591544335886
12,49.56704534753737
13,49.584770237753574
14,49.71843128119505
15,51.13506875579012
16,50.45791896318721
17,48.949134334906496
18,48.24837676899146
19,46.453267065778924
20,45.57191145521658
21,44.97938797756164
22,44.50307757370349
23,44.16536258287921
24,44.262144783060805
25,44.4586561563987
26,44.387812127685294
27,46.43093385765104
28,45.63294904567887
29,45.414880403981215
30,45.2632078888813
31,44.76096380644767
32,44.62138763486837
33,44.23357082708368
34,44.39056094507758
35,44.51717360503652
36,44.50090980324074
37,44.50077239462819
38,44.50077041635183
39,44.500770384422765
