iterasi,objective_value
1,48.48005838661284
2,42.21923255743735
3,43.28764310737833
4,43.7778044282809
5,46.07252251936724
6,46.40779268804744
7,46.604093252713376
8,46.50400354931523
9,46.52149796562399
10,46.51239844462677
11,46.46839772178155
12,46.41870749924016
13,46.40360824837097
14,46.456138786776876
15,46.440570387353795
16,46.40320612610472
17,46.523258183605215
18,46.492512778891204
19,46.50634752747014
20,46.475947275794766
21,46.441853632999425
22,46.52788914427856
23,46.42582130727802
24,45.99155874207262
25,46.15625741875675
26,46.07821832912792
27,46.2753348139562
28,46.372415445921135
29,46.157916746020035
30,46.52016638954251
31,46.52894003750538
32,45.894311508347755
33,46.41418173852627
34,45.61304529084319
35,45.79409326495196
36,45.61040159436686
37,46.11235485835862
38,45.10403585055466
39,45.27800581621569
40,45.2375935978465
41,45.51047502370814
42,45.37499762706527
43,45.3732662481162
44,45.373247886569686
45,45.37324759121526
46,45.37324758635013
