fa_iter,best_fa_objective_so_far
1,60.84256586631071
2,60.84256586631071
3,60.84256586631071
4,60.84256586631071
5,60.84256586631071
6,60.84256586631071
7,60.84256586631071
8,60.84256586631071
9,60.84256586631071
10,60.84256586631071
11,60.84256586631071
12,60.84256586631071
13,60.84256586631071
14,60.84256586631071
15,60.84256586631071
16,60.84256586631071
17,60.84256586631071
18,60.84256586631071
19,60.84256586631071
20,60.84256586631071
21,60.84256586631071
22,60.84256586631071
23,60.84256586631071
24,60.84256586631071
25,60.84256586631071
26,60.84256586631071
27,60.84256586631071
28,60.84256586631071
29,60.84256586631071
30,60.84256586631071
31,60.84256586631071
32,60.84256586631071
33,60.84256586631071
34,60.84256586631071
35,60.84256586631071
36,60.84256586631071
37,60.84256586631071
38,60.84256586631071
39,60.84256586631071
40,60.84256586631071
41,60.84256586631071
42,60.84256586631071
43,60.84256586631071
44,60.84256586631071
45,60.84256586631071
46,60.84256586631071
47,60.84256586631071
48,60.84256586631071
49,60.84256586631071
50,60.84256586631071
51,60.84256586631071
52,60.84256586631071
53,60.84256586631071
54,60.84256586631071
55,60.84256586631071
56,60.84256586631071
57,60.84256586631071
58,60.84256586631071
59,60.84256586631071
60,60.84256586631071
61,60.84256586631071
62,60.84256586631071
63,60.84256586631071
64,60.84256586631071
65,60.84256586631071
66,60.84256586631071
67,60.84256586631071
68,60.84256586631071
69,60.84256586631071
70,60.84256586631071
71,60.84256586631071
72,60.84256586631071
73,60.84256586631071
74,60.84256586631071
75,60.84256586631071
76,60.84256586631071
77,60.84256586631071
78,60.84256586631071
79,60.84256586631071
80,60.84256586631071
81,60.84256586631071
82,60.84256586631071
83,60.84256586631071
84,60.84256586631071
85,60.84256586631071
86,60.84256586631071
87,60.84256586631071
88,60.84256586631071
89,60.84256586631071
90,60.84256586631071
91,60.84256586631071
92,60.84256586631071
93,60.84256586631071
94,60.84256586631071
95,60.84256586631071
96,60.84256586631071
97,60.84256586631071
98,60.84256586631071
99,60.84256586631071
100,60.84256586631071
101,60.84256586631071
102,60.84256586631071
103,60.84256586631071
104,60.84256586631071
105,60.84256586631071
106,60.84256586631071
107,60.84256586631071
108,60.84256586631071
109,60.84256586631071
110,60.84256586631071
111,60.84256586631071
112,60.84256586631071
113,60.84256586631071
114,60.84256586631071
115,60.84256586631071
116,60.84256586631071
117,60.84256586631071
118,60.84256586631071
119,60.84256586631071
120,60.84256586631071
121,60.84256586631071
122,60.84256586631071
123,60.84256586631071
124,60.84256586631071
125,60.84256586631071
126,60.84256586631071
127,60.84256586631071
128,60.84256586631071
129,60.84256586631071
130,60.84256586631071
131,60.84256586631071
132,60.84256586631071
133,60.84256586631071
134,60.84256586631071
135,60.84256586631071
136,60.84256586631071
137,60.84256586631071
138,60.84256586631071
139,60.84256586631071
140,60.84256586631071
141,60.24871226241427
142,55.964079065836664
143,55.964079065836664
144,55.35737754627333
145,55.35737754627333
146,55.35737754627333
147,55.35737754627333
148,55.35737754627333
149,55.35737754627333
150,54.55861465761497
151,54.55861465761497
152,54.55861465761497
153,54.55861465761497
154,54.55861465761497
155,54.55861465761497
156,54.55861465761497
157,54.396125873304314
158,54.396125873304314
159,54.396125873304314
160,53.44301909598022
161,53.44301909598022
162,53.44301909598022
163,53.44301909598022
164,52.31270069260847
165,52.31270069260847
166,52.31270069260847
167,51.8842021199674
168,50.63823311758345
169,49.96724838448127
170,49.96724838448127
171,47.880148683746505
172,47.04092797732598
173,46.4909188856976
174,46.318148072949924
175,46.318148072949924
176,46.318148072949924
177,46.318148072949924
178,45.18593525964559
179,44.464042580198964
180,44.35447751578504
181,44.35447751578504
182,44.35447751578504
183,44.35447751578504
184,44.35447751578504
185,44.211924011154295
186,44.13475110320476
187,43.97987861435047
188,43.947382396021865
189,43.947382396021865
190,43.947382396021865
191,43.89043121566653
192,43.697392991409586
193,43.50046384436247
194,43.383218257989235
195,43.341812233106246
