frcm_iter,refine_objective
1,49.46610894332377
2,48.82324490176184
3,50.135863242472325
4,51.839814114457205
5,51.98123300073239
6,53.40989251944071
7,53.41773574350272
8,53.10950974986871
9,53.10841736273852
10,53.087579126178696
11,53.14920798590487
12,53.04751978976764
13,52.63510601543509
14,52.609854994574405
15,52.67988617599873
16,52.61568799621536
17,52.5421633035796
18,52.560138223980616
19,52.559429280878234
20,52.52931423412791
21,52.53848068285723
22,52.57837029031169
23,52.58654817911094
24,52.449677787720645
25,52.42741145605656
26,52.426904763049876
27,52.42687066900358
28,52.42686774922039
29,52.42686749687074
30,52.42686747504181
