fa_iter,best_fa_objective_so_far
1,43.327221666700794
2,43.327221666700794
3,43.327221666700794
4,43.327221666700794
5,43.327221666700794
6,43.327221666700794
7,43.327221666700794
8,43.327221666700794
9,43.327221666700794
10,43.327221666700794
11,43.327221666700794
12,43.327221666700794
13,43.327221666700794
14,43.327221666700794
15,43.327221666700794
16,43.327221666700794
17,43.327221666700794
18,43.327221666700794
19,43.327221666700794
20,43.327221666700794
21,43.327221666700794
22,43.327221666700794
23,43.327221666700794
24,43.327221666700794
25,43.327221666700794
26,43.327221666700794
27,43.327221666700794
28,43.327221666700794
29,43.327221666700794
30,43.327221666700794
31,43.327221666700794
32,43.327221666700794
33,43.327221666700794
34,43.327221666700794
35,43.327221666700794
36,43.327221666700794
37,43.327221666700794
38,43.327221666700794
39,43.327221666700794
40,43.327221666700794
41,43.327221666700794
42,43.327221666700794
43,43.327221666700794
44,43.327221666700794
45,43.327221666700794
46,43.327221666700794
47,43.327221666700794
48,43.327221666700794
49,43.327221666700794
50,43.327221666700794
51,43.327221666700794
52,43.327221666700794
53,43.327221666700794
54,43.327221666700794
55,43.327221666700794
56,43.327221666700794
57,43.327221666700794
58,43.327221666700794
59,43.327221666700794
60,43.327221666700794
61,43.327221666700794
62,43.327221666700794
63,43.327221666700794
64,43.327221666700794
65,43.327221666700794
66,43.327221666700794
67,43.327221666700794
68,43.327221666700794
69,43.327221666700794
70,43.327221666700794
71,43.327221666700794
72,43.327221666700794
73,43.327221666700794
74,43.327221666700794
75,43.327221666700794
76,43.327221666700794
77,43.327221666700794
78,43.327221666700794
79,43.327221666700794
80,43.327221666700794
81,43.327221666700794
82,43.327221666700794
83,43.327221666700794
84,43.327221666700794
85,43.327221666700794
86,43.327221666700794
87,43.327221666700794
88,43.327221666700794
89,43.327221666700794
90,43.327221666700794
91,43.327221666700794
92,43.327221666700794
93,43.327221666700794
94,43.327221666700794
95,43.327221666700794
96,43.327221666700794
97,43.327221666700794
98,43.327221666700794
99,43.327221666700794
100,43.327221666700794
101,43.327221666700794
102,43.327221666700794
103,43.327221666700794
104,43.327221666700794
105,43.327221666700794
106,43.327221666700794
107,43.327221666700794
108,43.327221666700794
109,43.327221666700794
110,43.327221666700794
111,43.327221666700794
112,43.327221666700794
113,43.327221666700794
114,43.327221666700794
115,43.327221666700794
116,43.327221666700794
117,43.327221666700794
118,43.327221666700794
119,43.327221666700794
120,43.327221666700794
121,43.327221666700794
122,43.327221666700794
123,43.327221666700794
124,43.327221666700794
125,43.327221666700794
126,43.327221666700794
127,43.327221666700794
128,43.327221666700794
129,43.327221666700794
130,43.327221666700794
131,43.327221666700794
132,43.327221666700794
133,43.327221666700794
134,43.327221666700794
135,43.327221666700794
136,43.327221666700794
137,43.327221666700794
138,43.327221666700794
139,43.327221666700794
140,43.327221666700794
141,43.327221666700794
142,43.327221666700794
143,43.327221666700794
144,43.327221666700794
145,43.327221666700794
146,43.327221666700794
147,43.327221666700794
148,43.327221666700794
149,43.327221666700794
150,43.327221666700794
151,42.8590738249723
152,42.8590738249723
153,42.8590738249723
154,42.8590738249723
155,42.8590738249723
156,42.8590738249723
157,42.8590738249723
158,42.8590738249723
159,42.8590738249723
160,42.8590738249723
161,42.8590738249723
162,42.8590738249723
163,42.8590738249723
164,42.8590738249723
165,42.8590738249723
166,42.8590738249723
167,42.8590738249723
168,42.8590738249723
169,42.8590738249723
170,42.8590738249723
171,42.8590738249723
172,42.8590738249723
173,42.8590738249723
174,42.8590738249723
175,42.64537767466388
176,42.64537767466388
177,42.64537767466388
178,42.64537767466388
179,42.64537767466388
180,42.64537767466388
181,42.64537767466388
182,42.64537767466388
183,42.64537767466388
184,42.64537767466388
185,42.64537767466388
186,42.64537767466388
187,42.64537767466388
188,42.64537767466388
189,42.64537767466388
190,42.64537767466388
191,42.64537767466388
192,42.64537767466388
193,42.64537767466388
194,42.64537767466388
195,42.64537767466388
196,42.64537767466388
197,42.64537767466388
198,42.64537767466388
199,42.64537767466388
200,42.64537767466388
201,42.64537767466388
202,42.64537767466388
203,42.64537767466388
204,42.64537767466388
205,42.64537767466388
206,42.64537767466388
207,42.64537767466388
208,42.64537767466388
209,42.64537767466388
210,42.64537767466388
211,42.64537767466388
212,42.64537767466388
213,42.64537767466388
214,42.64537767466388
215,42.64537767466388
216,42.64537767466388
217,42.64537767466388
218,42.64537767466388
219,42.64537767466388
220,42.64537767466388
221,42.341268976090475
222,42.341268976090475
223,42.341268976090475
224,42.341268976090475
225,42.341268976090475
226,42.341268976090475
227,42.341268976090475
228,42.20819337543699
229,42.20819337543699
230,42.20819337543699
231,42.20819337543699
232,42.18723025319865
233,42.18723025319865
234,42.18723025319865
235,42.18723025319865
236,42.18723025319865
237,42.18723025319865
238,42.18723025319865
239,42.18723025319865
240,42.18723025319865
241,42.18723025319865
242,42.11776452809103
243,42.11776452809103
244,42.11776452809103
245,42.11776452809103
246,42.11776452809103
247,42.11776452809103
248,42.11776452809103
249,42.11776452809103
250,42.07045169608622
251,42.018995607145456
252,42.018995607145456
253,42.018995607145456
254,42.018995607145456
255,41.90724102406586
256,41.78602698858614
257,41.7006437508242
258,41.7006437508242
259,41.603903312138385
260,41.590020815020594
261,41.587596743342885
262,41.55394075002083
263,41.55394075002083
264,41.55394075002083
265,41.55394075002083
266,41.55394075002083
267,41.55394075002083
268,41.55394075002083
269,41.55394075002083
270,41.55394075002083
271,41.55394075002083
272,41.55394075002083
273,41.49822305768308
274,41.44298720472888
275,41.40236768119444
276,41.40236768119444
277,41.37682306691789
278,41.29068187423225
279,41.29068187423225
280,41.29068187423225
281,41.25973574876137
282,41.25164465632129
283,41.17707080436655
284,41.143021082177555
285,41.10837993813161
286,41.08908425493637
287,41.08804262164034
288,41.006458329742486
289,41.006458329742486
290,41.00099828565335
291,40.962658011506925
292,40.94115437806461
293,40.931791175779445
294,40.76093394438202
295,40.658995301018216
296,40.571487846687944
297,40.571487846687944
