frcm_iter,refine_objective
1,28.67871457376608
2,27.00635424176451
3,26.98928117310038
4,26.98597123637841
5,26.98444676858241
6,26.983089093208655
7,26.981418844061103
8,26.979198826953457
9,26.976231164888137
10,26.972313818421974
11,26.967247721636184
12,27.34687085226267
13,30.862035807014657
14,40.48419641499416
15,41.75665803743621
16,45.3759968351277
17,47.91864196843078
18,49.987981670268994
19,50.79582088792618
20,52.860073003554206
21,52.61378590911124
22,52.51049096007124
23,52.36650829438031
24,52.68080608399501
25,52.67265202899301
26,52.6724991975319
27,52.67248715547652
28,52.672486164425685
29,52.67248608247525
