frcm_iter,refine_objective
1,37.773172192175096
2,37.75813916596689
3,37.27552568387556
4,36.95774292214369
5,37.005133206316344
6,36.997744124648236
7,36.99760960939774
8,36.99758329317996
9,36.99757055513836
10,36.99756378655368
11,36.997559992742
12,36.99755771981991
13,36.99755624423972
14,36.99755520161811
15,36.99755440635048
16,36.99755376242322
17,36.99755321896514
18,36.997552747999976
19,36.997552333278485
20,36.99755196465569
21,36.997551635249046
22,36.997551339992626
23,36.99755107489382
24,36.99755083664408
25,36.997550622408994
26,36.99755042970981
27,36.997550256352206
28,36.99755010037985
29,36.99754996004157
30,36.9975498337663
31,36.997549720142686
32,36.997549617902024
33,36.997549525903295
34,36.99754944312015
35,36.99754936862922
36,36.99754930159974
37,36.997549241284226
38,36.99754918701008
39,36.99754913817213
40,36.997549094225846
41,36.99754905468123
42,36.99754901909737
43,36.99754898707756
44,36.99754895826479
45,36.99754893233784
46,36.99754890900766
47,36.997548888014165
48,36.99754886912331
49,36.99754885212448
50,36.99754883682819
51,36.99754882306391
52,36.9975488106782
53,36.99754879953298
