frcm_iter,refine_objective
1,38.15414627984761
2,37.76637041062308
3,37.33963351059107
4,37.28153757106456
5,37.231427509836564
6,37.186921904136625
7,37.15742105316883
8,37.12618941820177
9,37.12575501661807
10,37.12563479600577
11,37.12555061666976
12,37.12548709919098
13,37.12543788568118
14,37.12539910815946
15,37.1253682108737
16,37.12534340623722
17,37.12532338822911
18,37.125307171913185
19,37.04041303316424
20,37.00108606266068
21,37.00075427639051
22,37.00072801112454
23,37.00071082967855
24,37.00069700993553
25,37.000685753890366
26,37.00067656101507
27,37.0006690406277
28,37.000662880280686
29,37.00065782829701
30,37.000653681148634
31,37.000650273777495
32,37.00064747201847
33,37.00064516660659
34,37.00064326840628
35,37.00064170459531
36,37.00064041560072
37,37.000639352630586
38,37.00063847568052
39,37.00063775191953
40,37.0006371543804
41,37.00063666089497
42,37.0006362532272
43,37.00063591636598
44,37.00063563794767
45,37.00063540778368
46,37.00063521747389
47,37.00063506008958
48,37.00063492991349
49,37.00063482222627
50,37.00063473313104
51,37.00063465940906
52,37.00063459840105
53,37.000634547909364
54,37.00063450611747
55,37.000634471523554
56,37.00063444288572
57,37.00063441917691
58,37.00063439954755
59,37.00063438329479
60,37.000634369837115
61,37.00063435869331
