frcm_iter,refine_objective
1,29.55090837775419
2,26.99535003026595
3,26.986631397339412
4,26.98428037016969
5,26.982625742032123
6,26.980751973974545
7,26.978335642690894
8,26.97516957966255
9,26.97107558867542
10,26.965906991926335
11,27.367165838029823
12,30.95217461411726
13,41.15906995610651
14,43.01134944116414
15,45.611756207500875
16,48.49565481965824
17,50.013388482709885
18,51.11950970508948
19,52.15616753680962
20,52.46355512388084
21,52.77087821505624
22,52.618291530824685
23,52.29140842247504
24,52.15974141785346
25,52.571690419725485
26,52.52134308226054
27,52.68109817820037
28,52.71131672079261
29,52.673372171042956
30,52.67253040173051
31,52.67248966585956
32,52.67248637176172
33,52.67248609962882
34,52.67248607711423
