frcm_iter,refine_objective
1,55.01283925971764
2,55.889673401195225
3,55.7022451096149
4,55.55400518672389
5,55.46840681049015
6,55.98703907690592
7,55.72218325688953
8,55.57447783150005
9,55.78972000415998
10,55.36670684147289
11,55.39787973953439
12,55.42033533429802
13,55.00101672468442
14,54.95459928693053
15,54.8591560428456
16,54.799271577708424
17,54.76189723219325
18,54.845768792734845
19,54.948152170025615
20,55.08040360741039
21,55.07892443726091
22,55.12285434362177
23,55.1224810773554
24,55.12247644585111
25,55.1224763357521
