frcm_iter,refine_objective
1,38.507928635624616
2,37.97428083462421
3,37.97192924445578
4,37.97128552860495
5,37.97062371198032
6,37.96967429616886
7,37.96825394436905
8,37.96612570091993
9,37.96295522955387
10,37.958278620000655
11,37.95148211393024
12,37.94181779320798
13,37.928500444478495
14,38.050528824638675
15,45.50429622914699
16,52.38507114442348
17,53.59824961966859
18,54.07543181610196
19,53.754751959391655
20,54.05984348427174
21,54.05442503988233
22,54.0774018327447
23,54.241377732940165
24,54.23987199797436
25,54.239863121086934
26,54.23986290791318
