frcm_iter,refine_objective
1,49.90902275776061
2,49.71126832843624
3,50.592476527271984
4,51.152347338315664
5,50.985348217878055
6,52.54640233420361
7,53.0390616108468
8,53.058381554045454
9,53.2139324602582
10,52.63784003947694
11,52.610008777218816
12,52.67994822979054
13,52.61571349818233
14,52.54216850297454
15,52.560139097546624
16,52.55942934414984
17,52.529314262459934
18,52.53848070534753
19,52.57837029737165
20,52.58654818087071
21,52.44967778819195
22,52.42741145614168
23,52.42690476305731
24,52.426870669004224
25,52.42686774922044
26,52.426867496870756
27,52.42686747504181
28,52.42686747315336
29,52.42686747298998
