frcm_iter,refine_objective
1,38.585468863152464
2,39.67360143839101
3,42.84628024436789
4,43.040606095642325
5,43.3367613209526
6,43.35217182604867
7,43.548319795561824
8,44.75857227640642
9,48.80410328569556
10,50.81478019691889
11,50.398530552106806
12,50.92441934123871
13,51.255815582273684
14,51.64221256518772
15,51.72299193504375
16,51.7213439708149
17,52.04179170444784
18,52.60961395627964
19,52.601321701544606
20,52.60127831320521
21,52.601275198090725
22,52.60127493529681
23,52.60127491280315
24,52.60127491087509
25,52.601274910709805
