frcm_iter,refine_objective
1,37.38688113119755
2,29.55282491397853
3,31.135907086678777
4,38.12500237801748
5,41.25749200284824
6,44.03237180089437
7,44.33451586718783
8,44.495767367527996
9,44.87127690697128
10,44.94874377011035
11,45.33872053711606
12,49.60958136589073
13,51.34076738352567
14,51.168887528324795
15,51.61682128085289
16,51.73737923657123
17,52.34164942437701
18,52.56663297734534
19,52.48631166183144
20,52.532739129523705
21,52.555676949653964
22,52.473484900227234
23,52.60010696630643
24,52.46342754336405
25,52.3411537595859
26,52.314732172803936
27,52.16098611771788
28,52.57181982576809
29,52.52136289642555
30,52.681105062944354
31,52.71131833387551
32,52.67337242069836
33,52.67253042271567
34,52.672489667596984
35,52.67248637190549
36,52.67248609964071
37,52.67248607711521
38,52.672486075251385
39,52.67248607509716
