frcm_iter,refine_objective
1,49.31545715767251
2,49.10188112224775
3,50.97594136172149
4,50.277998465813965
5,50.302479631282786
6,50.092017329210556
7,49.969273772376326
8,50.02710436072162
9,50.258180243033564
10,50.353745905270806
11,50.23441014166128
12,52.05094329098863
13,52.347218190820655
14,52.42754223376958
15,52.39756870968792
16,52.45213902493185
17,52.36783987562596
18,52.350583208834195
19,52.45230399360038
20,52.46755363970183
21,52.58936902057991
22,52.58668563197602
23,52.58665176367367
24,52.5866507609715
25,52.586650730945436
26,52.58665073004609
