frcm_iter,refine_objective
1,70.43243116077718
2,70.39420548206931
3,68.62822662815316
4,66.5681458108804
5,65.96436673662696
6,65.45616437915164
7,65.30894700609758
8,65.00375952047284
9,65.0323508263819
10,64.7652769323387
11,64.52365157534999
12,64.38725873728049
13,64.31692353522142
14,64.19840982953404
15,64.19449571527467
16,63.69751953034446
17,63.69366409468647
18,63.607288467316984
19,63.60498006118479
20,63.55040359874904
21,63.54972541678232
22,63.549676244018315
23,63.549671801338434
24,63.549671399329384
25,63.549671362939705
26,63.549671359645394
27,63.54967135934716
