fa_iter,best_fa_objective_so_far
1,44.978897410906086
2,44.978897410906086
3,44.978897410906086
4,44.978897410906086
5,44.978897410906086
6,44.978897410906086
7,44.978897410906086
8,44.978897410906086
9,44.978897410906086
10,44.978897410906086
11,44.978897410906086
12,44.978897410906086
13,44.978897410906086
14,44.978897410906086
15,44.978897410906086
16,44.978897410906086
17,44.978897410906086
18,44.978897410906086
19,44.978897410906086
20,44.978897410906086
21,44.978897410906086
22,44.978897410906086
23,44.978897410906086
24,44.978897410906086
25,44.978897410906086
26,44.978897410906086
27,44.978897410906086
28,44.978897410906086
29,44.978897410906086
30,44.978897410906086
31,44.978897410906086
32,44.978897410906086
33,44.978897410906086
34,44.978897410906086
35,44.978897410906086
36,44.978897410906086
37,44.978897410906086
38,44.978897410906086
39,44.978897410906086
40,44.978897410906086
41,44.978897410906086
42,44.978897410906086
43,44.978897410906086
44,44.978897410906086
45,44.978897410906086
46,44.978897410906086
47,44.978897410906086
48,44.978897410906086
49,44.978897410906086
50,44.978897410906086
51,44.978897410906086
52,44.978897410906086
53,44.978897410906086
54,44.978897410906086
55,44.978897410906086
56,44.978897410906086
57,44.978897410906086
58,44.978897410906086
59,44.978897410906086
60,44.978897410906086
61,44.978897410906086
62,44.978897410906086
63,44.978897410906086
64,44.978897410906086
65,44.978897410906086
66,44.57722698352831
67,44.57722698352831
68,44.57722698352831
69,44.57722698352831
70,44.57722698352831
71,44.57722698352831
72,44.57722698352831
73,44.57722698352831
74,44.57722698352831
75,44.57722698352831
76,44.57722698352831
77,44.57722698352831
78,44.57722698352831
79,44.57722698352831
80,44.57722698352831
81,44.57722698352831
82,44.57722698352831
83,44.57722698352831
84,44.57722698352831
85,44.57722698352831
86,44.57722698352831
87,44.49435466661548
88,44.49435466661548
89,44.49435466661548
90,44.49435466661548
91,44.49435466661548
92,43.99680683032186
93,43.99680683032186
94,43.99680683032186
95,43.99680683032186
96,43.99680683032186
97,43.99680683032186
98,43.99680683032186
99,43.99680683032186
100,43.99680683032186
