frcm_iter,refine_objective
1,40.08594569300065
2,40.9608769772658
3,42.0327624476405
4,44.714290436211805
5,49.42727339604156
6,50.91873786425394
7,50.10893964135067
8,50.08955369765577
9,50.4118598682757
10,50.66508883962733
11,51.051691628870515
12,51.47431912243089
13,51.79096594986524
14,52.16605108581294
15,51.88840016060098
16,52.876190652652525
17,52.67944993522357
18,52.7735598819694
19,52.6140750353975
20,52.869307572546965
21,52.96111984563271
22,52.95799659771044
23,52.88747102487426
24,52.886803281272634
25,52.88679724936036
26,52.886797139465536
27,52.886797137383084
28,52.886797137343436
