frcm_iter,refine_objective
1,56.10847289869794
2,53.449164759944125
3,52.202136689566906
4,51.917832681691735
5,51.23004696109586
6,51.04823891374858
7,50.944915340758925
8,51.0921530433761
9,51.10526914688278
10,50.88836230094544
11,50.9484580923432
12,50.96277394749689
13,51.37583624337837
14,52.57149437957731
15,53.080644644473495
16,53.11193797001914
17,53.12381413298654
18,53.08799767737973
19,53.14927825984463
20,53.04752789603833
21,52.635108199460426
22,52.60985524185425
23,52.679886279019634
24,52.61568803788715
25,52.54216331211747
26,52.56013822541179
27,52.55942928098173
28,52.52931423417422
29,52.538480682894026
30,52.57837029032325
31,52.58654817911382
32,52.44967778772142
33,52.4274114560567
34,52.42690476304988
35,52.42687066900358
36,52.42686774922039
37,52.42686749687075
38,52.42686747504181
39,52.42686747315335
40,52.426867472989976
