frcm_iter,refine_objective
1,43.136446922998715
2,43.260288375083746
3,46.137464757030244
4,47.86881214537304
5,49.97039806331599
6,49.91939634429971
7,49.91088192259942
8,50.29119631281522
9,50.14738275498075
10,50.06579584788662
11,52.0376212143124
12,52.34634766417747
13,52.42741839199049
14,52.39753741785981
15,52.45213595561587
16,52.3678388332181
17,52.35058298304924
18,52.45230396058453
19,52.46755363296809
20,52.589369019664616
21,52.5866856319507
22,52.586651763672904
23,52.58665076097148
24,52.586650730945436
25,52.58665073004609
